"","mean_norm_counts","log2FoldChange"
"Gene_64",98.5667337279789,-0.046696698751936
"Gene_65",99.2874234639869,-0.013784742055958
"Gene_66",98.8616096270148,0.0188305189415484
"Gene_67",98.1894862251574,0.0226402918011431
"Gene_68",98.6633050429369,0.0407271186384188
"Gene_69",103.818371341339,-0.0754934270570314
"Gene_70",99.2132901237833,0.0072097366150458
"Gene_71",102.001165641861,-0.105768055781222
"Gene_72",99.3839698031554,0.0281382572040277
"Gene_73",101.23160543991,0.00494443941074928
"Gene_74",99.062281008756,-0.0348783321103147
"Gene_75",100.281483531412,0.0393646207121719
"Gene_76",101.2781964421,0.132741179486579
"Gene_77",99.1610316228876,-0.0464310457554256
"Gene_78",99.9089413419316,0.0315957397931082
"Gene_79",97.8209729040465,-0.00737508609944271
"Gene_80",99.7589828807602,-0.0144632453126544
"Gene_81",101.057004143602,-0.0228008251773822
"Gene_82",99.8084119614475,-0.0302762823925366
"Gene_83",103.423000749491,-0.0938794960628289
"Gene_84",101.675853934963,-0.0149063538707222
"Gene_85",98.0652644475046,0.0365718961834348
"Gene_86",99.4106369113181,-0.0217505895194719
"Gene_87",100.50630015428,0.0256896325992745
"Gene_88",98.1162221475404,0.0263306001459312
"Gene_89",101.277295162534,0.0432143088991711
"Gene_90",101.630429700804,-0.0842128715550604
"Gene_91",102.772713028092,0.0412028856401075
"Gene_92",100.806585247457,-0.0527960925055984
"Gene_93",97.4444861600605,-0.0125864319594011
"Gene_94",101.701121100939,-0.110301085573489
"Gene_95",101.20381823204,-0.0483351743718254
"Gene_96",102.424155430606,-0.0863742980004398
"Gene_97",99.6854136379461,0.015090662548539
"Gene_98",100.034099813195,-0.0208904688731861
"Gene_99",98.8148641023666,0.0334140714791387
"Gene_100",98.4655224571278,-0.0599028840661739
"Gene_101",98.068371452074,-0.038154534547016
"Gene_102",99.9345651369509,0.0682624584515987
"Gene_103",103.321943961582,0.0841331957798268
"Gene_104",97.3187577526084,0.0324410646950751
"Gene_105",99.7861391609842,0.0870993551738689
"Gene_106",97.4460748015015,0.0227911626791092
"Gene_107",97.4690527547679,-0.0369127666184097
"Gene_108",99.5602198517953,-0.00582064094209421
"Gene_109",100.405351717122,0.0342927275866692
"Gene_110",101.628224673946,-0.0728842666451504
"Gene_111",98.9142518389228,0.0232007268599341
"Gene_112",96.2752369730302,-0.00899234426422764
"Gene_113",99.0671184866119,0.0580052934721235
"Gene_114",98.9884289702734,-0.0995254777001502
"Gene_115",101.479584276311,0.0615613178384759
"Gene_116",98.6130874044887,-0.0715062684150904
"Gene_117",98.2679505909455,-0.0512319342397678
"Gene_118",97.6447347676712,-0.0199071299857757
"Gene_119",100.953877940273,0.0511989795668344
"Gene_120",97.0705068248216,0.034001837794841
"Gene_121",101.979086528839,-0.0289345933052292
"Gene_122",101.226228886428,-0.00501451205132868
"Gene_123",100.259478770172,-0.00289540491488099
"Gene_124",98.0925718444068,-0.0740559287660962
"Gene_125",97.5703379532188,0.0780432814455212
"Gene_126",93.0118762934118,-0.0471677177514172
"Gene_127",100.133392128779,0.0667116711335319
"Gene_128",98.79041753619,0.00649308934192745
"Gene_129",100.459469549261,0.00856814067349625
"Gene_130",103.100762001935,-0.0195366742050115
"Gene_131",100.10681016555,0.00999981697704866
"Gene_132",99.1859869809121,-0.0181775056472822
"Gene_133",101.65145443638,-0.031155661457469
"Gene_134",97.2467738907895,0.0199058266466633
"Gene_135",101.976028341329,-0.02753080176824
"Gene_136",99.4354824762144,0.0946413348012643
"Gene_137",100.05894699462,-0.0373912637991216
"Gene_138",96.1717255730532,-0.0389075508943098
"Gene_139",98.986932268076,0.0369571231609338
"Gene_140",100.856153315779,-0.0613228697171071
"Gene_141",101.204272885823,0.0184317768624825
"Gene_142",103.369254411923,-0.0327021765898034
"Gene_143",102.029372553661,-0.0711850982530803
"Gene_144",101.278075715084,0.0190938962503651
"Gene_145",99.9370968376745,-0.0899412097776255
"Gene_146",98.4876934422146,0.0809499489570678
"Gene_147",99.8608894015931,-0.0849747052031977
"Gene_148",98.6869734019497,-0.060516119374857
"Gene_149",100.680110910297,0.0163566317391282
"Gene_150",100.532042408424,-0.0164740665817829
"Gene_151",100.756547165456,0.00138623455605968
"Gene_152",102.202253902825,-0.104149338859042
"Gene_153",101.976849283926,-0.117785594297549
"Gene_154",100.358918152628,-0.0258027859388816
"Gene_155",97.7457856926119,0.031598627237262
"Gene_156",100.307512336574,-0.0215320692595913
"Gene_157",101.328221270339,-0.00501116281355826
"Gene_158",98.9126057082717,-0.0669002830074322
"Gene_159",98.7164032249378,-0.0204324799765948
"Gene_160",100.953166693429,-0.0854730571815704
"Gene_161",96.6976649717085,0.159886879393545
"Gene_162",100.032785684921,-0.0985131110416182
"Gene_163",96.5213795858869,-0.0298618587394902
"Gene_164",102.624250597697,-0.0259869258258772
"Gene_165",98.9374546938211,0.047162165306328
"Gene_166",96.5756381216362,-0.0164156410041613
"Gene_167",98.5896725255455,0.0444213901238538
"Gene_168",98.0163248761235,0.00582884630162922
"Gene_169",98.8391621194918,-0.00225332771782802
"Gene_170",101.378471154899,0.034682191336067
"Gene_171",100.331976568791,-0.0394403755888706
"Gene_172",97.4204169186902,0.00730980097071652
"Gene_173",101.980273558007,-0.0148190892240007
"Gene_174",99.7115431755285,-0.0115562031346551
"Gene_175",96.1262362100867,0.0597594609159253
"Gene_176",99.5598088361861,0.0865917453717329
"Gene_177",97.919602982723,0.0498650926304663
"Gene_178",101.308897584578,0.00139033976436021
"Gene_179",101.653720458613,0.0748966763436924
"Gene_180",98.6611408212534,-0.0379195518508783
"Gene_181",98.0902824343496,-0.0461692512447194
"Gene_182",99.584231062807,-0.0108806718492693
"Gene_183",100.210754497529,0.0343684511241137
"Gene_184",99.4129222540063,0.0216306030274877
"Gene_185",98.5883918711837,0.0269083307659226
"Gene_186",99.4396229032347,0.0411529689212864
"Gene_187",99.3145207282802,-0.00871576550721796
"Gene_188",100.755353902622,0.00851949917230208
"Gene_189",97.7933439392869,-0.0639861127804746
"Gene_190",97.794294645501,0.0815427399763734
"Gene_191",100.532398967281,0.00781974519074524
"Gene_192",101.973677458934,0.0034815723073317
"Gene_193",98.8654529668434,-0.0378344421781251
"Gene_194",98.2671721858856,0.0657862461444921
"Gene_195",104.342562857201,0.0150755111133462
"Gene_196",100.906507103803,0.0141869748655025
"Gene_197",98.167031851889,-0.0659560958230668
"Gene_198",99.934102273249,0.0366292296820386
"Gene_199",99.4844424099821,-0.0224284856023911
"Gene_200",98.5159742899966,-0.00298216153225735
"Gene_201",101.004343243736,-0.017134386126184
"Gene_202",100.879959729237,-0.042033826802714
"Gene_203",102.499149708584,0.060271591136576
"Gene_204",99.6354760102811,0.100248669048143
"Gene_205",101.202428279958,-0.0596975537925711
"Gene_206",100.757790112409,-0.0913603438579165
"Gene_207",97.569780192892,0.0235083720639668
"Gene_208",98.9880701875358,0.0123036384316627
"Gene_209",102.874130977905,0.0048534614918179
"Gene_210",99.7867429112649,0.0554107342179364
"Gene_211",95.6012893566331,0.0397769494241825
"Gene_212",102.572674594305,-0.00354914204761167
"Gene_213",99.0148818851244,0.0275109074272119
"Gene_214",99.7848277133006,-0.0209513860638838
"Gene_215",95.8509274402911,-0.00829470138968091
"Gene_216",95.1036372685667,-0.0658043733340726
"Gene_217",102.274628791944,-0.0246297080342023
"Gene_218",99.0651778538312,-0.0101959141361325
"Gene_219",102.696638709316,-0.0224273373034811
"Gene_220",95.1266606049647,0.0634023243427802
"Gene_221",100.930852910819,0.0619045036745416
"Gene_222",101.352779391125,0.0353924072214324
"Gene_223",100.78226457056,-0.0478187553228371
"Gene_224",97.0940383241858,-0.048171663901853
"Gene_225",97.6177998369267,0.0514479760619924
"Gene_226",101.004824347072,-0.037039870970181
"Gene_227",101.102833221041,0.042603656264917
"Gene_228",97.568665527764,0.0515130139628628
"Gene_229",99.9605081731565,-0.0302384935153753
"Gene_230",100.282617701396,-0.0624135685153247
"Gene_231",97.0953218892058,-0.0141387095179466
"Gene_232",101.951897619715,-0.021202486157686
"Gene_233",98.7142718898168,0.0523780260607539
"Gene_234",103.045085383018,-0.00282936369439313
"Gene_235",100.509504427957,0.0442987316762088
"Gene_236",99.3624817138404,-0.0853893066946193
"Gene_237",96.7477432799078,-0.00376670621367373
"Gene_238",97.4457960342595,-0.00224839870562445
"Gene_239",99.4861438783481,0.169873813193843
"Gene_240",97.5181758559874,-0.0398445642806886
"Gene_241",97.3437842726099,-0.0583602235104971
"Gene_242",100.458535970643,0.0500299709864351
"Gene_243",98.0422437590388,0.0417409265056303
"Gene_244",102.301497578177,-0.070295109075395
"Gene_245",102.847007361765,-0.0433538668063541
"Gene_246",98.0377926888025,0.046093520062416
"Gene_247",101.406044777205,0.00280509405729984
"Gene_248",99.3848255750141,-0.0528595757416051
"Gene_249",98.6897094533698,-0.0415498989258731
"Gene_250",103.916528095786,0.0158629087382672
"Gene_251",97.6948507844897,-0.0507579507604689
"Gene_252",97.9645615200854,-0.041103946100527
"Gene_253",101.103234028943,-0.0441446525579029
"Gene_254",100.805913330892,0.0598234578590723
"Gene_255",96.4219072502248,-0.0223902799028653
"Gene_256",100.458518094044,-0.0057570612220009
"Gene_257",98.5655911205462,0.0612131170519916
"Gene_258",101.951183836296,-0.00993525460697659
"Gene_259",99.3634476165042,0.0650661302104573
"Gene_260",99.7583332694737,-0.0130055447152652
"Gene_261",103.993126134466,-4.91810983346556e-05
"Gene_262",99.9566054836326,0.0344563391973706
"Gene_263",100.607159034663,-0.0214864952248998
"Gene_264",100.803941356857,0.00993318739966742
"Gene_265",100.755604338451,0.0313275259232157
"Gene_266",100.380885616863,0.0178587678616892
"Gene_267",97.5909173371279,0.0492882763161702
"Gene_268",99.2615870520937,-0.0116092008431048
"Gene_269",100.382922161155,0.0393306173790377
"Gene_270",103.544505152604,-0.00281810974700769
"Gene_271",97.9907755295077,-0.0990758207901189
"Gene_272",98.3185877828532,-0.0804853999809735
"Gene_273",101.704706024076,0.0451936237779473
"Gene_274",99.5130369052091,0.0779548299119313
"Gene_275",96.6493736283387,0.0259988258183967
"Gene_276",97.3462894065027,0.0745290850853973
"Gene_277",98.2653000032024,-0.0132102535246193
"Gene_278",98.6381799637505,-0.0401301746956516
"Gene_279",97.0934316403015,0.0450918203551051
"Gene_280",99.8347087386988,0.0625983387268983
"Gene_281",95.3496388636152,-0.0596203437331093
"Gene_282",100.4069020113,0.0744163460039704
"Gene_283",96.4715895723813,0.0803949921943969
"Gene_284",103.323113898727,-0.109290953927927
"Gene_285",98.1190832275476,0.0673481234401579
"Gene_286",101.676242016925,-0.0332667700645518
"Gene_287",100.509251639429,-0.0400739052176597
"Gene_288",100.805315224473,-0.0143141778004943
"Gene_289",98.889680923609,-0.000777161788927826
"Gene_290",96.2484550423128,-0.0470670658386668
"Gene_291",101.250568411301,0.0113217156277173
"Gene_292",97.0956809464015,-0.0555752598407194
"Gene_293",97.5914858607696,0.0227641906602067
"Gene_294",97.6175877035699,0.00729599362016733
"Gene_295",102.426654081657,0.0638324596700293
"Gene_296",99.8618218729948,0.025872751790277
"Gene_297",100.680405961856,0.0163728905626044
"Gene_298",99.9078757574353,0.0114333824390338
"Gene_299",99.4608620056558,-0.00725501133963955
"Gene_300",100.556530618642,-0.0858120553893678
"Gene_301",100.48399602387,0.0321322736766176
"Gene_302",99.6616207637711,-0.0967026442160888
"Gene_303",99.585137175644,-0.0137493701593168
"Gene_304",99.3378086925822,-0.0297100325540881
"Gene_305",100.579443811535,0.0320625845389755
"Gene_306",99.6869925629814,-0.0685408977987131
"Gene_307",99.1382567007092,-0.0689167117332192
"Gene_308",96.7702443938696,0.06531023571747
"Gene_309",102.27724121943,0.047041645614763
"Gene_310",100.50731052455,0.0485726711554878
"Gene_311",102.051605426824,0.0675603228088395
"Gene_312",101.975346067647,-0.0134341393753636
"Gene_313",100.731596403051,-0.0178758238187473
"Gene_314",100.382746102876,-0.00504620368042866
"Gene_315",99.2881232955391,-0.11517552307789
"Gene_316",99.834820794052,0.0237150392691367
"Gene_317",97.147316584593,-0.0244524356965451
"Gene_318",99.2097384188924,-0.0174424119053065
"Gene_319",100.008420645059,0.0574600644083736
"Gene_320",104.170025673723,-0.0200484958010126
"Gene_321",102.400007247186,-0.078672069624555
"Gene_322",98.4889402993405,-0.0649827772194526
"Gene_323",95.602282803797,-0.0609327512572275
"Gene_324",95.4271715408907,-0.0557330956744125
"Gene_325",98.9624955305642,0.018822032841972
"Gene_326",101.801295424028,-0.0297353444633114
"Gene_327",99.1874656713389,-0.0254076968022622
"Gene_328",97.6423841882026,-0.0155115980405364
"Gene_329",99.9354569739756,-0.0295345206058915
"Gene_330",97.3702561453562,-0.0841969104291531
"Gene_331",98.2424400713271,0.0182464391004056
"Gene_332",97.3683461347428,-0.0221913354668165
"Gene_333",103.569691589468,0.00339929540904529
"Gene_334",99.8615973713933,0.0114666481000275
"Gene_335",97.1449254268634,0.043613200549264
"Gene_336",96.2246523733723,-0.0837254498839897
"Gene_337",100.582345843786,-0.027914470081401
"Gene_338",96.5750010221079,0.0579954991277091
"Gene_339",99.4392631111656,0.0469560103786734
"Gene_340",102.274957919843,-0.107601131439764
"Gene_341",99.9851184715999,-0.0294925638277984
"Gene_342",98.9869716947491,-0.112612955453135
"Gene_343",102.474044562,0.0707889938459314
"Gene_344",98.1893349213138,0.0372830008552544
"Gene_345",99.0121373723013,0.0202681265495278
"Gene_346",101.127977204562,0.0688946570620542
"Gene_347",101.15689359062,-0.0128302125925623
"Gene_348",100.830759041855,0.0662354550935016
"Gene_349",101.007126022373,0.0369616559628724
"Gene_350",100.229994575384,0.0192800546727789
"Gene_351",96.7253416005957,0.0341471574855278
"Gene_352",97.5193400218531,0.039763322353494
"Gene_353",103.346285714312,0.020805070001282
"Gene_354",97.8678860592024,-0.0455645990343814
"Gene_355",102.201255756775,0.0168178132915243
"Gene_356",95.8531489977841,-0.0412682064173102
"Gene_357",98.0902786556003,-0.0154544773427211
"Gene_358",97.4928112438383,-0.00520557405924596
"Gene_359",99.5350886612,0.00354922032910796
"Gene_360",98.6401659105125,-0.0663658237721958
"Gene_361",101.924349588516,0.0358979404483074
"Gene_362",102.571543614924,0.0790964808773435
"Gene_363",99.6131284247102,-0.014472979466273
"Gene_364",96.6970637755529,0.0467734351945065
"Gene_365",96.995208355307,-0.0496981933881101
"Gene_366",100.130998050251,-0.0596252221561368
"Gene_367",100.954121595849,0.0127620964827623
"Gene_368",101.778770411628,-0.0586505358037041
"Gene_369",99.0614920527708,-0.0261766972774106
"Gene_370",99.1137456812358,0.120373142818656
"Gene_371",101.578894254959,-0.108313617531629
"Gene_372",97.7945350616496,-0.0404795171828728
"Gene_373",100.257745072424,-0.0473469483518398
"Gene_374",95.3293124404449,-0.0799714591262893
"Gene_375",99.5104995723345,-0.0563835555096871
"Gene_376",99.7330681183964,0.0323723552363081
"Gene_377",98.9111453882671,-4.79270493585542e-05
"Gene_378",97.5937175125248,-0.02435046328519
"Gene_379",99.1105219027923,0.0521403354671924
"Gene_380",100.085084090941,0.0581268315999642
"Gene_381",97.8906658259847,-0.0991844440018769
"Gene_382",101.553256220848,0.0325045962514573
"Gene_383",103.494045444008,-0.0417092506260509
"Gene_384",96.9697075548504,0.0103439654979656
"Gene_385",101.976634456983,0.0218175928373623
"Gene_386",101.952337376643,-4.97995440784022e-05
"Gene_387",101.307175976509,0.00849272911399562
"Gene_388",94.7552036187652,-0.00538464507854197
"Gene_389",100.53282083201,0.0936064175380177
"Gene_390",97.3965947474401,0.0922408379731591
"Gene_391",98.8426998510241,-0.134628409005398
"Gene_392",98.3867023397084,-0.0226958950611693
"Gene_393",101.106539500197,0.00279006513537114
"Gene_394",102.201256506882,0.0266984426168848
"Gene_395",100.881950913673,0.0861640581573398
"Gene_396",98.9395489759274,0.0152022197308844
"Gene_397",99.710300163973,0.0720240355298293
"Gene_398",97.942490892658,0.0784740219147321
"Gene_399",101.30256445489,0.060960148715673
"Gene_400",101.556228509782,-0.00571785524789181
"Gene_401",97.1203792074415,0.0991453355122328
"Gene_402",100.329467295347,-0.000775426244995146
"Gene_403",98.4147374881248,0.0262313600208861
"Gene_404",101.454585875247,0.00137086759734821
"Gene_405",98.0407175515842,0.005080349465316
"Gene_406",100.507366561133,-0.0129215780938299
"Gene_407",98.6190245721972,-0.0160733247179686
"Gene_408",97.6448104443978,0.000677426766449554
"Gene_409",98.1159546024962,-0.0205537890126303
"Gene_410",101.877781321533,0.0345158845455953
"Gene_411",100.653495333192,-0.0571725700372297
"Gene_412",100.457034473153,0.044297625535603
"Gene_413",99.8605722702034,0.0215333059852993
"Gene_414",99.0389752061471,0.00938883773020932
"Gene_415",102.772497388353,0.0495858468309867
"Gene_416",99.2343305938613,0.00646577137546661
"Gene_417",100.556677704257,-0.072936695800409
"Gene_418",97.3466309919442,-0.0805319187236619
"Gene_419",101.675672471207,-0.0714362109861573
"Gene_420",98.0429176964516,-0.0256881569326914
"Gene_421",99.9839292204374,0.0222251113214828
"Gene_422",100.007343089645,-0.0374164056625731
"Gene_423",103.118384490422,-0.0676614073347759
"Gene_424",100.557540558404,0.0127995167934709
"Gene_425",98.5422737420355,0.114499560421569
"Gene_426",102.176382252319,0.0133308464783677
"Gene_427",101.30519934142,-0.0213403109093297
"Gene_428",101.779752998367,-0.0233352428503137
"Gene_429",101.951481944801,0.0577591917854212
"Gene_430",98.1389727673659,-0.128257622581074
"Gene_431",97.9407909611974,-0.0227733892705204
"Gene_432",96.4212402236902,0.044658290540388
"Gene_433",101.253433841405,-0.120760158022854
"Gene_434",97.4474314998252,0.0700362665931873
"Gene_435",104.291868009397,0.0275096462206025
"Gene_436",98.6660894457553,0.0101557014498338
"Gene_437",97.2445503378202,-0.0569673927359571
"Gene_438",99.9108647198519,0.0143525811739895
"Gene_439",98.8130642198856,-0.0495098968108741
"Gene_440",99.1876226203953,-0.0964332623701911
"Gene_441",98.4650065334475,-0.10517282462782
"Gene_442",98.491051917256,0.0634415667053156
"Gene_443",101.430753770795,-0.0347615488208607
"Gene_444",99.0624454044181,-0.0334380748079856
"Gene_445",99.6359782147518,-0.0368345580440268
"Gene_446",103.294665808812,-0.0209041845512148
"Gene_447",105.33668391895,-0.0123328845251411
"Gene_448",98.2669455939806,0.0496840121526928
"Gene_449",99.112739966928,-0.0362991774387683
"Gene_450",100.755436002115,0.0969727417824842
"Gene_451",97.767716573334,0.0102283891194153
"Gene_452",100.630597684577,-0.0307545344149263
"Gene_453",99.1876441499555,0.0412476759134835
"Gene_454",97.1215450698637,-0.0103872341187903
"Gene_455",100.206453422132,-0.078973698010242
"Gene_456",100.880864748957,-0.0534738054476346
"Gene_457",98.7142677120605,0.00283006167721918
"Gene_458",100.730527926955,0.0391780961967678
"Gene_459",99.6381962384343,0.012224751812395
"Gene_460",97.3689304966102,-0.0546691877255336
"Gene_461",96.02296405034,0.0403581300844518
"Gene_462",99.7338240741762,0.0208491978219263
"Gene_463",100.381359018417,0.0421878857741588
"Gene_464",98.1910621616094,-0.0402824540574028
"Gene_465",99.8375764993287,0.0194009949959822
"Gene_466",101.402354240266,0.0282913396292173
"Gene_467",98.6898231089968,0.0108896050749777
"Gene_468",102.025897590527,-0.0261140972151439
"Gene_469",99.0371410618301,-0.0167005027250263
"Gene_470",100.330435883542,0.0221534003620812
"Gene_471",98.069027982667,-0.0806158346232827
"Gene_472",98.5160945930965,-0.0336154866312046
"Gene_473",96.2707607566016,0.0686343877390442
"Gene_474",99.3856821864459,0.0527334974499929
"Gene_475",98.8398543273025,-0.0807445520383159
"Gene_476",99.7116390769512,0.0705586966086036
"Gene_477",99.2389449276949,0.025308022434794
"Gene_478",98.0693263026707,-0.0117601120492698
"Gene_479",99.7845498234616,-0.0425527964155514
"Gene_480",98.6883990269205,-0.0939929134164957
"Gene_481",100.906313062359,0.096840401044615
"Gene_482",98.613688814733,0.0917885588984917
"Gene_483",100.457613283052,0.0572035348895335
"Gene_484",99.8345422831448,-0.0943843875179355
"Gene_485",97.8171586676969,-0.0823506994781174
"Gene_486",99.6345019202486,0.000685341741191642
"Gene_487",102.279301053456,0.0245701219080462
"Gene_488",101.925923749784,0.0683473091639085
"Gene_489",101.576425918173,0.0218638746916044
"Gene_490",101.281127266477,0.0673421539706233
"Gene_491",104.392075650648,0.0495246245373034
"Gene_492",99.7336301742602,0.0367011953097198
"Gene_493",98.3649851063421,0.037934877947399
"Gene_494",100.908074947829,0.0626307281779429
"Gene_495",100.10720276785,0.0243410794638515
"Gene_496",97.9418212171671,-0.0536339282384571
"Gene_497",102.323886625602,0.00205365884155286
"Gene_498",99.7087310037327,0.00714311042822578
"Gene_499",100.530183804664,-0.00785697833263394
"Gene_500",98.7897011421976,0.0152219857525814
"Gene_501",100.481454735691,-0.0493974766975193
"Gene_502",101.950481428208,-0.0832392915545287
"Gene_503",102.848351478356,-0.0265922038848308
"Gene_504",98.4665405518493,-0.0263200168685023
"Gene_505",98.5136201105376,-0.0496590635282469
"Gene_506",95.3530640776312,-0.0158611362757669
"Gene_507",101.753306183747,-2.4422050204706e-05
"Gene_508",97.5195203820356,-0.011832693517692
"Gene_509",99.1403133970644,-0.0587473991790595
"Gene_510",101.105149831404,0.0454419980564913
"Gene_511",102.496162789935,0.119184746031864
"Gene_512",97.8667856354448,0.108661019012663
"Gene_513",99.4125640726335,0.076591755668237
"Gene_514",99.1143574412183,0.0188023762886399
"Gene_515",99.8341682910966,0.0136181339985511
"Gene_516",100.98241493004,0.0590353277694073
"Gene_517",102.077585741465,0.071046160535709
"Gene_518",96.5470419221291,0.0542912940073678
"Gene_519",97.9666713619713,-0.033820661419419
"Gene_520",100.584406033085,0.0850086195061984
"Gene_521",97.446601389721,-0.0744961825183436
"Gene_522",99.3602365652566,-0.0796097427088918
"Gene_523",100.977432825246,-0.0591230703349934
"Gene_524",97.6918024907088,0.0507096307167456
"Gene_525",98.5669582275994,-0.134280669267925
"Gene_526",100.954241603656,0.036982269764988
"Gene_527",96.4491808279068,-0.0514479585667438
"Gene_528",97.3966610656669,0.033151383188819
"Gene_529",97.8678692239183,-0.0631966005295119
"Gene_530",100.258648720288,-0.0516560779866354
"Gene_531",102.450499745304,0.00278981751423875
"Gene_532",103.671701592958,0.0311313085239912
"Gene_533",104.489517513341,-0.0949758782843595
"Gene_534",99.5101144033939,0.0389367469335343
"Gene_535",99.0639848485035,0.0434723190681149
"Gene_536",99.7347873725837,-0.00365705732888362
"Gene_537",101.652205377362,0.0494433717775876
"Gene_538",101.632619313838,0.0897783717390458
"Gene_539",103.870985060081,0.112758805031265
"Gene_540",98.5905060226379,0.0662619690136399
"Gene_541",97.4704546181676,-0.0413382095713799
"Gene_542",100.831492673409,-0.0178590025739715
"Gene_543",98.0171367538538,0.0263380617633944
"Gene_544",103.346277390484,-0.0570494737980126
"Gene_545",101.578536895437,0.0247211223182641
"Gene_546",101.849737526865,-0.0042913991199169
"Gene_547",100.083942170842,-0.0136619841868684
"Gene_548",100.057427747189,0.0530898378300362
"Gene_549",97.4417264170648,-0.0199915583729187
"Gene_550",100.856196945995,-0.085589699952848
"Gene_551",100.657577371928,0.0784977150305851
"Gene_552",100.654238696539,0.0227940408754664
"Gene_553",98.9654233056651,0.036252818087179
"Gene_554",99.8844471322597,-0.00506311040931363
"Gene_555",100.059370960181,0.0142771746192063
"Gene_556",99.1097784188663,0.0622939001011668
"Gene_557",102.769901803788,0.0859755902794312
"Gene_558",99.2110124900521,0.0781759609834098
"Gene_559",98.3690015278123,-0.0424141288245781
"Gene_560",96.7208311611856,0.0519598045340674
"Gene_561",100.780482747323,-0.0749306539572663
"Gene_562",102.898277509672,-0.0181908976652026
"Gene_563",100.233417563337,-0.0351827208901368
"Gene_564",96.5990915059875,-0.0409728510649807
"Gene_565",102.026494643433,0.0485665099287924
"Gene_566",97.5705402532283,-0.107625411778834
"Gene_567",102.522895503953,0.014651167744539
"Gene_568",99.5599899486547,-0.0491186149024998
"Gene_569",98.8373511172778,0.0283150988469951
"Gene_570",101.32945530984,-0.0773627995960513
"Gene_571",97.1205056154202,-0.0133722051013347
"Gene_572",97.9686343021776,0.0542229886930946
"Gene_573",100.779334898463,0.0391574156846263
"Gene_574",100.905561462829,-0.0256887627214849
"Gene_575",101.155141894537,0.0951894227298878
"Gene_576",99.9579060933126,0.0373274659416709
"Gene_577",98.2651376464034,0.0160517492333135
"Gene_578",99.6089732190729,0.0316888552107371
"Gene_579",99.410895194353,0.00285012765126518
"Gene_580",99.339934021865,-0.0195805143524333
"Gene_581",98.1651986170473,0.0365587316023512
"Gene_582",99.0359185809757,-0.0268876500711301
"Gene_583",99.1382820626066,0.0339915336405281
