Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
PPAR signaling pathway Homo sapiens hsa03320	3/69	0.20914614065043535	0.6244073184636185	0	0	1.9500400480576692	3.051270630004076	SCD;CD36;SLC27A2
Adipocytokine signaling pathway Homo sapiens hsa04920	3/70	0.2151006320116594	0.6325227314289156	0	0	1.920836346899862	2.9516518365033058	SOCS3;IRS1;CD36
Bile secretion Homo sapiens hsa04976	3/71	0.22109062444518554	0.6325227314289156	0	0	1.892491578129049	2.856115353082985	ABCC2;ABCB4;LDLR
Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960	2/39	0.22375187009466116	0.6325227314289156	0	0	2.3173151173151174	3.4695248947285413	IRS1;SFN
Toll-like receptor signaling pathway Homo sapiens hsa04620	4/106	0.2241464048267516	0.6325227314289156	0	0	1.6829848937367442	2.516829600844209	JUN;IL6;CXCL8;FOS
Leishmaniasis Homo sapiens hsa05140	3/73	0.23316798074977693	0.6404347204593873	0	0	1.83823159219635	2.676458098528387	JUN;FOS;PTGS2
Chronic myeloid leukemia Homo sapiens hsa05220	3/73	0.23316798074977693	0.6404347204593873	0	0	1.83823159219635	2.676458098528387	CDKN1A;CCND1;MYC
Fatty acid biosynthesis Homo sapiens hsa00061	1/13	0.2596165126115735	0.7036973894471598	0	0	3.569261695906433	4.813326747376787	FASN
Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932	5/151	0.26359534889190894	0.7052031411913408	0	0	1.4696478361013456	1.9595404237283955	SOCS3;JUN;IL6;CXCL8;IRS1
Phagosome Homo sapiens hsa04145	5/154	0.27668532688817776	0.7307330428072387	0	0	1.4398348874502584	1.8500070195803502	COMP;TUBB2A;CD36;THBS1;FCAR
Thyroid hormone signaling pathway Homo sapiens hsa04919	4/118	0.2840863721840956	0.7373010247214132	0	0	1.5048991131249758	1.893880860464763	NOTCH3;CCND1;MYC;NOTCH4
Chemical carcinogenesis Homo sapiens hsa05204	3/82	0.28869141041695595	0.7373010247214132	0	0	1.6280600011152624	2.0226967722835356	CYP2A6;PTGS2;CYP3A5
Oxytocin signaling pathway Homo sapiens hsa04921	5/158	0.294336632258217	0.7373010247214132	0	0	1.401902944068483	1.7145709824668567	JUN;CDKN1A;CCND1;FOS;PTGS2
Notch signaling pathway Homo sapiens hsa04330	2/48	0.30022815472590875	0.7373010247214132	0	0	1.8630673674151934	2.241666089424496	NOTCH3;NOTCH4
Fatty acid metabolism Homo sapiens hsa01212	2/48	0.30022815472590875	0.7373010247214132	0	0	1.8630673674151934	2.241666089424496	SCD;FASN
Neuroactive ligand-receptor interaction Homo sapiens hsa04080	8/277	0.30064701978931413	0.7373010247214132	0	0	1.2766246346693602	1.5342709683120621	PTGER4;LHCGR;NPY5R;PTGER3;NPY1R;DRD1;GRIN2B;ADRA2A
Insulin secretion Homo sapiens hsa04911	3/85	0.3074545596712484	0.7451251681444373	0	0	1.568255076823896	1.8496439112386782	PCLO;KCNJ11;ABCC8
Epstein-Barr virus infection Homo sapiens hsa05169	6/202	0.31580666241736316	0.7551640906375949	0	0	1.3132042173854022	1.5136321166866784	JUN;CDKN1A;ENTPD3;MYC;HSPA1B;ICAM1
Nitrogen metabolism Homo sapiens hsa00910	1/17	0.3250489795877643	0.7551640906375949	0	0	2.6763980263157894	3.0076809724126368	CA4
Primary bile acid biosynthesis Homo sapiens hsa00120	1/17	0.3250489795877643	0.7551640906375949	0	0	2.6763980263157894	3.0076809724126368	CH25H
Gap junction Homo sapiens hsa04540	3/88	0.3262602139162425	0.7551640906375949	0	0	1.5126716766001556	1.6942830589862803	TUBB2A;PRKG2;DRD1
Endometrial cancer Homo sapiens hsa05213	2/52	0.33396011390033054	0.7643975940385342	0	0	1.7136703296703297	1.879440022825974	CCND1;MYC
NF-kappa B signaling pathway Homo sapiens hsa04064	3/93	0.35757256005282223	0.8081188874363859	0	0	1.4282672540381791	1.4688542849760502	CXCL8;PTGS2;ICAM1
Staphylococcus aureus infection Homo sapiens hsa05150	2/56	0.36720511743887474	0.8081188874363859	0	0	1.5864061864061865	1.589316740378587	FCAR;ICAM1
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate Homo sapiens hsa00532	1/20	0.3703074248614341	0.8081188874363859	0	0	2.2534626038781163	2.2386387417087494	XYLT1
Acute myeloid leukemia Homo sapiens hsa05221	2/57	0.3754187408869748	0.8081188874363859	0	0	1.5574825174825175	1.5258862335216017	CCND1;MYC
NOD-like receptor signaling pathway Homo sapiens hsa04621	2/57	0.3754187408869748	0.8081188874363859	0	0	1.5574825174825175	1.5258862335216017	IL6;CXCL8
Measles Homo sapiens hsa05162	4/136	0.37719352641295184	0.8081188874363859	0	0	1.298481503779517	1.2660154286657546	IL6;CCND1;HSPA1B;TNFRSF10D
Alcoholism Homo sapiens hsa05034	5/179	0.3890229708903085	0.8081188874363859	0	0	1.231372698606449	1.1625597576832505	MAOB;PPP1R1B;FOSB;DRD1;GRIN2B
Viral myocarditis Homo sapiens hsa05416	2/59	0.3917115082310661	0.8081188874363859	0	0	1.502679776363987	1.4083560536736972	CCND1;ICAM1
Insulin signaling pathway Homo sapiens hsa04910	4/139	0.39273302845165653	0.8081188874363859	0	0	1.2694301365383043	1.1864414141246493	GYS2;SOCS3;IRS1;FASN
Long-term depression Homo sapiens hsa04730	2/60	0.3997862304335233	0.8081188874363859	0	0	1.4766957180750284	1.3538719927329748	GNAZ;PRKG2
Cell adhesion molecules (CAMs) Homo sapiens hsa04514	4/142	0.4082142764742859	0.8081188874363859	0	0	1.2416418722206226	1.112465245055247	NRCAM;CLDN2;SELE;ICAM1
Renin-angiotensin system Homo sapiens hsa04614	1/23	0.41253727977165683	0.8081188874363859	0	0	1.9458732057416268	1.7229319869856348	MME
Biosynthesis of unsaturated fatty acids Homo sapiens hsa01040	1/23	0.41253727977165683	0.8081188874363859	0	0	1.9458732057416268	1.7229319869856348	SCD
Arachidonic acid metabolism Homo sapiens hsa00590	2/62	0.415782218755785	0.8081188874363859	0	0	1.4273260073260072	1.252612266782987	GPX3;PTGS2
HIF-1 signaling pathway Homo sapiens hsa04066	3/103	0.41940727852687903	0.8081188874363859	0	0	1.2847797356828194	1.1163615652840873	IL6;CDKN1A;SERPINE1
Vitamin digestion and absorption Homo sapiens hsa04977	1/24	0.42597623214937314	0.8081188874363859	0	0	1.8611746758199847	1.5882738479968475	APOB
Histidine metabolism Homo sapiens hsa00340	1/24	0.42597623214937314	0.8081188874363859	0	0	1.8611746758199847	1.5882738479968475	MAOB
Renin secretion Homo sapiens hsa04924	2/64	0.43156143839419137	0.8081188874363859	0	0	1.3811414392059553	1.1606358486859487	PTGER4;PRKG2
Longevity regulating pathway - multiple species Homo sapiens hsa04213	2/64	0.43156143839419137	0.8081188874363859	0	0	1.3811414392059553	1.1606358486859487	IRS1;HSPA1B
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563	1/25	0.4391084081176394	0.8081188874363859	0	0	1.7835343567251463	1.4678647436964585	GPLD1
Inflammatory bowel disease (IBD) Homo sapiens hsa05321	2/65	0.4393656087032778	0.8081188874363859	0	0	1.3591487877202162	1.1177957546841015	JUN;IL6
Glioma Homo sapiens hsa05214	2/65	0.4393656087032778	0.8081188874363859	0	0	1.3591487877202162	1.1177957546841015	CDKN1A;CCND1
Pancreatic cancer Homo sapiens hsa05212	2/66	0.4471108121913724	0.8150869673577231	0	0	1.3378434065934066	1.0768954622471016	CCND1;ARHGEF6
Glycosphingolipid biosynthesis - lacto and neolacto series Homo sapiens hsa00601	1/26	0.45194079557744715	0.8166649463943344	0	0	1.7121052631578948	1.3597610041621866	B3GNT5
Collecting duct acid secretion Homo sapiens hsa04966	1/27	0.46448022350439633	0.8302279516445467	0	0	1.6461707152496625	1.2623434563567228	SLC4A1
Serotonergic synapse Homo sapiens hsa04726	3/112	0.4733018256863479	0.8302279516445467	0	0	1.1781513963545245	0.8812831458039846	MAOB;KCND2;PTGS2
Melanoma Homo sapiens hsa05218	2/71	0.48490713279675035	0.8302279516445467	0	0	1.2405797101449276	0.8979289705612125	CDKN1A;CCND1
Glutamatergic synapse Homo sapiens hsa04724	3/114	0.4849736568479678	0.8302279516445467	0	0	1.156804381473985	0.8371338745883496	SLC38A3;GRIN2B;SHANK2
Pentose phosphate pathway Homo sapiens hsa00030	1/29	0.4887067447036927	0.8302279516445467	0	0	1.5284304511278195	1.0943450049375352	ALDOC
B cell receptor signaling pathway Homo sapiens hsa04662	2/73	0.49957137207058044	0.8302279516445467	0	0	1.2055099829747717	0.8366297195421131	JUN;FOS
Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980	2/73	0.49957137207058044	0.8302279516445467	0	0	1.2055099829747717	0.8366297195421131	CYP2A6;CYP3A5
Circadian rhythm Homo sapiens hsa04710	1/30	0.5004067338941964	0.8302279516445467	0	0	1.4756503327283728	1.0216429615867249	RORB
Arrhythmogenic right ventricular cardiomyopathy (ARVC) Homo sapiens hsa05412	2/74	0.5068024939788812	0.8302279516445467	0	0	1.1887057387057387	0.8078847284601277	LMNA;DSG2
Biosynthesis of amino acids Homo sapiens hsa01230	2/74	0.5068024939788812	0.8302279516445467	0	0	1.1887057387057387	0.8078847284601277	SDS;ALDOC
Leukocyte transendothelial migration Homo sapiens hsa04670	3/118	0.5079358408367596	0.8302279516445467	0	0	1.1163378663091361	0.7562074235150308	THY1;CLDN2;ICAM1
Mucin type O-Glycan biosynthesis Homo sapiens hsa00512	1/31	0.511839562421638	0.8302279516445467	0	0	1.426388888888889	0.9553154822936427	GALNT13
beta-Alanine metabolism Homo sapiens hsa00410	1/31	0.511839562421638	0.8302279516445467	0	0	1.426388888888889	0.9553154822936427	AOC2
Fructose and mannose metabolism Homo sapiens hsa00051	1/32	0.5230113175409015	0.8417213391673883	0	0	1.3803056027164686	0.89464807924695	ALDOC
MAPK signaling pathway Homo sapiens hsa04010	6/255	0.5285444709687332	0.844032255965574	0	0	1.0308551278283866	0.6573024352534559	NR4A1;JUN;JUND;MYC;FOS;HSPA1B
Complement and coagulation cascades Homo sapiens hsa04610	2/79	0.5419210354048327	0.8587364099491964	0	0	1.1112316255173398	0.6807793638868421	SERPINE1;PLAUR
Alanine, aspartate and glutamate metabolism Homo sapiens hsa00250	1/35	0.5550189589174982	0.8668773921869481	0	0	1.2583204334365325	0.7408399372030162	NAT8L
Aldosterone synthesis and secretion Homo sapiens hsa04925	2/81	0.5554748338285299	0.8668773921869481	0	0	1.0829878981777716	0.6367232134085841	NR4A1;LDLR
Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410	2/83	0.5687420985424638	0.8743348679085637	0	0	1.0561389228055895	0.5960089788263158	IL6;LMNA
Peroxisome Homo sapiens hsa04146	2/83	0.5687420985424638	0.8743348679085637	0	0	1.0561389228055895	0.5960089788263158	ABCD2;SLC27A2
Calcium signaling pathway Homo sapiens hsa04020	4/180	0.5916759037271645	0.8893855979101888	0	0	0.9716536223158739	0.5099201811082636	LHCGR;ERBB4;PTGER3;DRD1
Nicotine addiction Homo sapiens hsa05033	1/40	0.6036729433419669	0.8893855979101888	0	0	1.0967161493477282	0.5535375494520081	GRIN2B
Tryptophan metabolism Homo sapiens hsa00380	1/40	0.6036729433419669	0.8893855979101888	0	0	1.0967161493477282	0.5535375494520081	MAOB
Prostate cancer Homo sapiens hsa05215	2/89	0.6068101133226084	0.8893855979101888	0	0	0.9829986105848175	0.49104650172511677	CDKN1A;CCND1
Graft-versus-host disease Homo sapiens hsa05332	1/41	0.6127471359441434	0.8893855979101888	0	0	1.0692434210526316	0.5237185612489493	IL6
Herpes simplex infection Homo sapiens hsa05168	4/185	0.6132692035854354	0.8893855979101888	0	0	0.9445684387691632	0.46184794896476816	SOCS3;JUN;IL6;FOS
GnRH signaling pathway Homo sapiens hsa04912	2/91	0.6189201553048868	0.8893855979101888	0	0	0.9608099765403136	0.4609764539926931	JUN;HBEGF
Morphine addiction Homo sapiens hsa05032	2/91	0.6189201553048868	0.8893855979101888	0	0	0.9608099765403136	0.4609764539926931	DRD1;PDE8B
Porphyrin and chlorophyll metabolism Homo sapiens hsa00860	1/42	0.6216140116904365	0.8893855979101888	0	0	1.0431108258451005	0.4959323748136233	ALAS2
Chemokine signaling pathway Homo sapiens hsa04062	4/187	0.6217064373741126	0.8893855979101888	0	0	0.9341487834593903	0.44398901879634833	CXCL8;PPBP;CXCL14;CX3CL1
Cysteine and methionine metabolism Homo sapiens hsa00270	1/45	0.6470174665738345	0.9192110214773097	0	0	0.9718401116427432	0.42312168040388837	SDS
Drug metabolism - other enzymes Homo sapiens hsa00983	1/46	0.6551012758039657	0.9243209781891571	0	0	0.9501949317738791	0.4018996133663359	CYP2A6
Melanogenesis Homo sapiens hsa04916	2/100	0.6698646481739268	0.9301482225138364	0	0	0.8721686476788517	0.34946018894557784	WNT11;WNT2
Intestinal immune network for IgA production Homo sapiens hsa04672	1/48	0.6707188988482231	0.9301482225138364	0	0	0.9096677864874954	0.36332600642324825	IL6
Choline metabolism in cancer Homo sapiens hsa05231	2/101	0.6751715766031714	0.9301482225138364	0	0	0.8633144633144633	0.33909993510162784	JUN;FOS
Arginine and proline metabolism Homo sapiens hsa00330	1/50	0.6856308020704165	0.9301482225138364	0	0	0.8724489795918368	0.32927619146067744	MAOB
T cell receptor signaling pathway Homo sapiens hsa04660	2/104	0.690677030086369	0.9301482225138364	0	0	0.8377935789700496	0.31005312709848	JUN;FOS
Viral carcinogenesis Homo sapiens hsa05203	4/205	0.6922768833213065	0.9301482225138364	0	0	0.8497029202772012	0.3124946337404189	JUN;CDKN1A;CDKN2B;CCND1
Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014	1/51	0.6928321100353207	0.9301482225138364	0	0	0.8549561403508772	0.3137411812178277	GRIN2B
Glutathione metabolism Homo sapiens hsa00480	1/52	0.6998688082021585	0.9301482225138364	0	0	0.8381492948056416	0.2991039507630236	GPX3
Lysine degradation Homo sapiens hsa00310	1/52	0.6998688082021585	0.9301482225138364	0	0	0.8381492948056416	0.2991039507630236	PLOD2
Pathogenic Escherichia coli infection Homo sapiens hsa05130	1/55	0.7200283647122798	0.938344707153243	0	0	0.7914636127355426	0.2599678362058671	TUBB2A
