Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of cell death (GO:0010941)	11/96	1.209074831182385E-5	0.002310432086495794	0	0	5.645950936428383	63.92949767057765	JUN;WNT11;JUND;DLC1;HBB;CD36;HBA1;JUNB;DKK1;BMP7;HSPA1B
response to molecule of bacterial origin (GO:0002237)	11/98	1.474588449793275E-5	0.0024486744220794826	0	0	5.515591979794856	61.35845962634284	JUN;IL6;TRIM6;JUND;CXCL8;NOCT;PPBP;TRIB1;JUNB;SELE;TNFRSF10D
positive regulation of acute inflammatory response (GO:0002675)	5/15	1.5144037814953986E-5	0.0024486744220794826	0	0	21.60730088495575	239.79574329373048	IL6;PTGER3;OSM;FFAR3;PTGS2
cellular response to cytokine stimulus (GO:0071345)	26/456	2.018109257027251E-5	0.0030289752466975757	0	0	2.681368369934711	28.9876417257227	CDKN1A;CSF3;CXCL8;IL20RB;TWIST1;PTGS2;CX3CL1;ICAM1;CRHBP;SOCS3;TRIM6;ZFP36;CCND1;MYC;CD36;JUNB;MCL1;EGR1;ANXA1;MME;OSM;FOS;IL6;IRF1;SAA1;CRLF1
negative regulation of peptide hormone secretion (GO:0090278)	5/16	2.1614951808022663E-5	0.0030289752466975757	0	0	19.641995172968624	210.99677268915428	CRHBP;MIDN;KCNJ11;IRS1;ADRA2A
negative regulation of cell differentiation (GO:0045596)	13/150	4.180418235830432E-5	0.004604162084303293	0	0	4.14739922404156	41.81621143268723	GDF10;CETP;NOTCH4;TWIST1;RORB;TBX5;PTHLH;BMP5;HOXA9;IL6;TNN;NOCT;HOXB8
negative regulation of protein secretion (GO:0050709)	7/42	4.1951347702332325E-5	0.004604162084303293	0	0	8.670222222222222	87.38716977058688	PTGER4;MIDN;RGCC;KCNJ11;IRS1;FFAR4;ADRA2A
positive regulation of cell death (GO:0010942)	8/57	4.327516827702438E-5	0.004604162084303293	0	0	7.0884050724967045	71.2238090972559	EGR1;DLC1;HBB;CD36;HBA1;FOS;DKK1;GRIN2B
regulation of cell migration (GO:0030334)	20/316	4.348811799467398E-5	0.004604162084303293	0	0	2.975910693301998	29.887138963622142	ANXA1;SEMA3C;ULK4;SERPINE1;SEMA3G;SEMA3E;THY1;TBX5;THBS1;CX3CL1;ADRA2A;RND1;WNT11;ERBB4;DLC1;LMNA;MYADM;PLXNB3;DRD1;HBEGF
negative regulation of cellular process (GO:0048523)	28/534	4.3807441334950453E-5	0.004604162084303293	0	0	2.4555497203718546	24.64317717753963	CDKN1A;CXCL8;NOTCH4;PTHLH;RND1;WNT11;ERBB4;MYC;LMNA;MSX1;CDKN2B;CDKN2C;OSM;KLF4;TBX5;BMP7;MYO16;BMP5;SFRP4;NR4A1;IL6;RGCC;DLC1;IRF1;PLXNB3;NOX4;HSPA1B;GPLD1
aminoglycan metabolic process (GO:0006022)	6/30	5.1325066013246255E-5	0.005137394702849697	0	0	10.819844789356985	106.87119169512683	GPC3;XYLT1;CSPG5;CSPG4;GPC6;HSPG2
response to lipopolysaccharide (GO:0032496)	13/155	5.8793932993749496E-5	0.0056174930524027925	0	0	4.000333079558431	38.96913224020144	JUN;JUND;CXCL8;SERPINE1;PPBP;SELE;TNFRSF10D;ZFP36;IL6;TRIM6;NOCT;TRIB1;JUNB
negative regulation of ossification (GO:0030279)	7/45	6.652070649393025E-5	0.006079414132619191	0	0	7.984502923976608	76.7949274282841	GDF10;TNN;NOCT;LRP4;TWIST1;RORB;DKK1
positive regulation of fatty acid oxidation (GO:0046321)	4/11	7.815817701396458E-5	0.006845353670139731	0	0	24.64333017975402	233.04645030566502	ABCD2;NR4A3;IRS1;TWIST1
cellular response to hormone stimulus (GO:0032870)	9/80	8.656172149264284E-5	0.00713303827677268	0	0	5.509557344064386	51.53999633959434	ROBO2;LHCGR;JUN;ABCC2;JUND;NR4A3;FFAR4;JUNB;ADRA2A
embryonic skeletal system morphogenesis (GO:0048704)	5/21	9.162323190906868E-5	0.00713303827677268	0	0	13.50041482300885	125.52450383425696	OSR2;IRX5;SIX1;TWIST1;HOXD3
embryonic skeletal system development (GO:0048706)	5/21	9.162323190906868E-5	0.00713303827677268	0	0	13.50041482300885	125.52450383425696	KIAA1217;OSR2;WNT11;SIX1;HOXD3
negative regulation of angiogenesis (GO:0016525)	8/69	1.7245439318020728E-4	0.012499970153958472	0	0	5.6904596735915876	49.30998260759158	RGCC;COL4A2;SERPINE1;SEMA3E;KLF4;HSPG2;THBS1;HOXA5
regulation of osteoblast differentiation (GO:0045667)	8/69	1.7245439318020728E-4	0.012499970153958472	0	0	5.6904596735915876	49.30998260759158	GDF10;IL6;TNN;NOCT;TWIST1;RORB;BMP7;BMP6
ear morphogenesis (GO:0042471)	5/24	1.8085881631203204E-4	0.012672174396263045	0	0	11.367023754075454	97.95866741713645	OSR2;GSC;SIX1;TWIST1;HOXA1
positive regulation of macromolecule metabolic process (GO:0010604)	17/276	2.216743784334907E-4	0.015030953015070887	0	0	2.876693576693577	24.205365686981015	EGR1;OSR2;TWIST1;KLF4;DKK1;SELE;SFRP4;IL6;C1QTNF1;RGCC;WNT11;MYC;PKP1;HOXD3;CD36;DRD1;HSPA1B
regulation of epithelial cell proliferation (GO:0050678)	8/72	2.3257953545356274E-4	0.015277568235105902	0	0	5.422884187082405	45.369358316581746	OSR2;NR4A1;ZFP36;CDKN2B;NR4A3;MYC;BMP6;BMP5
extracellular matrix organization (GO:0030198)	15/229	2.6671396181468456E-4	0.016665240680663926	0	0	3.065240833932423	25.224889932033236	POSTN;COL16A1;SERPINE1;LOXL4;HSPG2;THBS1;ICAM1;LOXL2;COMP;ADAMTS4;COL4A2;COL4A1;COL5A3;MMP19;MATN3
positive regulation of wound healing (GO:0090303)	5/26	2.695614572514622E-4	0.016665240680663926	0	0	10.28339654445849	84.51629670916411	ANXA1;SERPINE1;THBS1;ADRA2A;HBEGF
negative regulation of signal transduction (GO:0009968)	17/283	2.9715847781590013E-4	0.017078815575037088	0	0	2.7999743677375255	22.73927773929041	NOTCH3;CXCL8;IRS1;HHIP;NRG2;DKK1;THBS1;CXXC4;BMP5;CRHBP;SFRP4;SOCS3;CYP26B1;GRB14;ERBB4;TRIB1;HBEGF
negative regulation of insulin secretion (GO:0046676)	4/15	3.006261542703959E-4	0.017078815575037088	0	0	15.67890828817981	127.15035006266481	MIDN;KCNJ11;IRS1;ADRA2A
embryonic cranial skeleton morphogenesis (GO:0048701)	4/15	3.006261542703959E-4	0.017078815575037088	0	0	15.67890828817981	127.15035006266481	IRX5;SIX1;TWIST1;HOXA1
negative regulation of cell-matrix adhesion (GO:0001953)	5/27	3.246629431978386E-4	0.017237735512296907	0	0	9.815466613032985	78.84492453254752	DLC1;SERPINE1;SEMA3E;HOXA7;THBS1
negative regulation of osteoblast differentiation (GO:0045668)	5/27	3.246629431978386E-4	0.017237735512296907	0	0	9.815466613032985	78.84492453254752	GDF10;TNN;NOCT;TWIST1;RORB
cytokine-mediated signaling pathway (GO:0019221)	29/633	3.2849015779547083E-4	0.017237735512296907	0	0	2.124586092715232	17.041312871411705	CDKN1A;CSF3;CXCL8;IRS1;IL20RB;TWIST1;PTGS2;CX3CL1;ICAM1;SOCS3;IL1RL1;CCND1;MYC;CD36;JUNB;MCL1;EGR1;ANXA1;TNFRSF12A;CD70;OSM;FOS;PPBP;TNFRSF10D;IL6;IRF1;SAA1;TNFSF9;CRLF1
response to lipid (GO:0033993)	11/140	3.790786109277354E-4	0.017237735512296907	0	0	3.711787812423958	29.240599382684174	JUN;TRIM6;JUND;CXCL8;NOCT;PPBP;CD36;TRIB1;JUNB;SELE;TNFRSF10D
oxygen transport (GO:0015671)	3/7	3.87380963730211E-4	0.017237735512296907	0	0	32.278083700440526	253.57991619597544	MYC;HBB;HBA1
positive regulation of fatty acid beta-oxidation (GO:0032000)	3/7	3.87380963730211E-4	0.017237735512296907	0	0	32.278083700440526	253.57991619597544	ABCD2;IRS1;TWIST1
long-chain fatty acid import (GO:0044539)	3/7	3.87380963730211E-4	0.017237735512296907	0	0	32.278083700440526	253.57991619597544	SPX;CD36;SLC27A2
negative regulation of homeostatic process (GO:0032845)	5/28	3.878835287621598E-4	0.017237735512296907	0	0	9.38822624086187	73.74269061446336	ZFP36;IL6;SPX;HOXA5;ADRA2A
neural crest cell migration (GO:0001755)	5/28	3.878835287621598E-4	0.017237735512296907	0	0	9.38822624086187	73.74269061446336	SEMA3C;ERBB4;SEMA3G;SEMA3E;PITX2
positive regulation of epithelial cell apoptotic process (GO:1904037)	4/16	3.93630496950643E-4	0.017237735512296907	0	0	14.37159676232524	112.67472579281088	SFRP4;IL6;RGCC;THBS1
embryonic digit morphogenesis (GO:0042733)	4/16	3.93630496950643E-4	0.017237735512296907	0	0	14.37159676232524	112.67472579281088	OSR2;TWIST1;MSX1;TBX3
cell chemotaxis (GO:0060326)	7/60	4.218160430192933E-4	0.017990615812356697	0	0	5.720335429769392	44.45239058925963	NR4A1;ARHGEF16;PLXNB3;SAA1;SAA2;CXCL14;HBEGF
positive regulation of macromolecule biosynthetic process (GO:0010557)	11/142	4.2794043321495477E-4	0.017990615812356697	0	0	3.6547427515147364	28.34810917384744	IL6;RGCC;IRS1;MYC;NAMPT;PRR16;SAMD4A;KLF4;AREG;THBS1;HOXA5
negative regulation of cell migration (GO:0030336)	10/121	4.64575207941102E-4	0.01853189102581646	0	0	3.9163996210976078	30.055966735336792	WNT11;TNN;DLC1;SERPINE1;PLXNB3;THY1;HOXA7;TRIB1;TBX5;CX3CL1
sprouting angiogenesis (GO:0002040)	6/44	4.6578721931222756E-4	0.01853189102581646	0	0	6.828684794024974	52.38817862155901	NR4A1;LOXL4;SEMA3E;THBS1;GPLD1;LOXL2
glycosaminoglycan metabolic process (GO:0030203)	7/61	4.672646167308622E-4	0.01853189102581646	0	0	5.614115226337448	43.05248728008236	GPC3;XYLT1;CSPG5;CSPG4;HSPG2;GPC6;HS3ST2
ureteric bud development (GO:0001657)	4/17	5.055028119614141E-4	0.018974409120408795	0	0	13.26541008660214	100.68389157143108	ROBO2;WNT11;SIX1;BMP7
response to purine-containing compound (GO:0014074)	4/17	5.055028119614141E-4	0.018974409120408795	0	0	13.26541008660214	100.68389157143108	JUN;JUND;KCNJ11;JUNB
mesonephric tubule development (GO:0072164)	4/17	5.055028119614141E-4	0.018974409120408795	0	0	13.26541008660214	100.68389157143108	ROBO2;WNT11;SIX1;BMP7
kidney development (GO:0001822)	7/63	5.698503563192655E-4	0.021014481561106947	0	0	5.413055555555555	40.43626531316887	ROBO2;OSR2;MME;GREB1L;SIX1;LRP4;BMP7
aminoglycan biosynthetic process (GO:0006023)	6/46	5.947555259145274E-4	0.021345985102321868	0	0	6.486585365853658	48.17820544619824	B3GNT5;GPC3;XYLT1;GPC6;HSPG2;HS3ST2
cellular response to oxygen-containing compound (GO:1901701)	16/274	6.035648310611857E-4	0.021345985102321868	0	0	2.711947828226898	20.102739318513176	EGR1;JUN;CXCL8;ABCB4;SERPINE1;FOS;RORB;CRHBP;ZFP36;IL6;NR4A3;WNT11;FFAR3;DRD1;WNT2;GPLD1
regulation of sensory perception (GO:0051931)	3/8	6.093049981633264E-4	0.021345985102321868	0	0	25.82114537444934	191.1588864770396	TMEM100;SCN11A;SPX
cellular response to decreased oxygen levels (GO:0036294)	7/64	6.274493113657348E-4	0.02162128610640614	0	0	5.317816764132553	39.212770749948554	RGCC;KCND2;MYC;LMNA;TWIST1;PTGS2;BMP7
response to organophosphorus (GO:0046683)	4/18	6.382684541914801E-4	0.02163935952758857	0	0	12.317250078839482	90.61494908376811	JUN;JUND;KCNJ11;JUNB
regulation of neuron differentiation (GO:0045664)	8/84	6.678086084262211E-4	0.022281487220824077	0	0	4.563826046184504	33.36845493642807	MMD;ULK4;ID4;SIX1;NRCAM;HOXD3;DKK1;BMP7
negative regulation of blood vessel morphogenesis (GO:2000181)	7/65	6.895721810675602E-4	0.02264813632193768	0	0	5.225862068965517	38.041345094666745	RGCC;COL4A2;SEMA3E;KLF4;HSPG2;THBS1;HOXA5
inflammatory response (GO:0006954)	15/252	7.282133673958395E-4	0.023549299973323914	0	0	2.7644767741565954	19.973113764447454	PTGER4;ANXA1;CXCL8;PTGER3;PPBP;FOS;HSPG2;SELE;THBS1;CX3CL1;TNFRSF10D;CRHBP;IL6;DLC1;NOX4
negative regulation of phosphate metabolic process (GO:0045936)	4/19	7.93975609046576E-4	0.02490950343605825	0	0	11.49551140544518	82.06022324426587	CDKN1A;CDKN2B;CDKN2C;BMP7
regulation of heterotypic cell-cell adhesion (GO:0034114)	4/19	7.93975609046576E-4	0.02490950343605825	0	0	11.49551140544518	82.06022324426587	MYADM;THY1;KLF4;BMP7
positive regulation of cell proliferation (GO:0008284)	21/424	8.128247566653107E-4	0.02512584762515416	0	0	2.287545245520978	16.275873037016584	OSR2;CDKN1A;CSF3;IRS1;OSM;AREG;THBS1;ADRA2A;TBX3;BMP6;PTHLH;BMP5;IL6;NR4A3;SERTAD1;ERBB4;MYC;NAMPT;WNT2;CRLF1;HBEGF
pericardium development (GO:0060039)	3/9	8.984848245170242E-4	0.025871439741572393	0	0	21.516519823788546	150.93409921829954	TBX5;BMP7;BMP5
negative regulation of mitotic nuclear division (GO:0045839)	3/9	8.984848245170242E-4	0.025871439741572393	0	0	21.516519823788546	150.93409921829954	RGCC;KIF25;BMP7
regulation of endothelial cell differentiation (GO:0045601)	3/9	8.984848245170242E-4	0.025871439741572393	0	0	21.516519823788546	150.93409921829954	TMEM100;NOTCH4;APOLD1
embryonic forelimb morphogenesis (GO:0035115)	3/9	8.984848245170242E-4	0.025871439741572393	0	0	21.516519823788546	150.93409921829954	OSR2;TBX5;TBX3
regulation of sensory perception of pain (GO:0051930)	3/9	8.984848245170242E-4	0.025871439741572393	0	0	21.516519823788546	150.93409921829954	TMEM100;SCN11A;SPX
cellular response to organic substance (GO:0071310)	10/133	9.729347965201849E-4	0.0264451967538042	0	0	3.532129281024354	24.495999998600254	ROBO2;CSF3;JUN;JUND;ABCC2;MME;FFAR4;KLF4;JUNB;ADRA2A
hydrogen peroxide metabolic process (GO:0042743)	4/20	9.746860527077739E-4	0.0264451967538042	0	0	10.776490066225165	74.71766380876467	MAOB;GPX3;HBB;HBA1
embryonic limb morphogenesis (GO:0030326)	5/34	9.81315578875703E-4	0.0264451967538042	0	0	7.443545926151968	51.55858772634134	OSR2;CYP26B1;TWIST1;TBX5;TBX3
positive regulation of leukocyte migration (GO:0002687)	5/34	9.81315578875703E-4	0.0264451967538042	0	0	7.443545926151968	51.55858772634134	IL6;CXCL8;THY1;PPBP;ICAM1
regulation of wound healing (GO:0061041)	5/34	9.81315578875703E-4	0.0264451967538042	0	0	7.443545926151968	51.55858772634134	ANXA1;TNFRSF12A;SERPINE1;ADRA2A;HBEGF
adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)	10/134	0.0010304587089982342	0.027418027928028964	0	0	3.5034639532366314	24.095953504303644	PTGER4;GNAZ;LHCGR;PTGER3;NPY1R;FFAR3;DRD1;GPR3;ADRA2A;PTHLH
sterol transport (GO:0015918)	4/21	0.0011824665781132464	0.030685737619679555	0	0	10.14205947279574	68.35902955686959	CETP;CD36;APOB;LDLR
limb morphogenesis (GO:0035108)	4/21	0.0011824665781132464	0.030685737619679555	0	0	10.14205947279574	68.35902955686959	CYP26B1;TBX5;TBX4;TBX3
gas transport (GO:0015669)	3/10	0.0012618444568444536	0.0315761553367505	0	0	18.441787287602267	123.10226393617758	MYC;HBB;HBA1
regulation of fatty acid beta-oxidation (GO:0031998)	3/10	0.0012618444568444536	0.0315761553367505	0	0	18.441787287602267	123.10226393617758	ABCD2;IRS1;TWIST1
forelimb morphogenesis (GO:0035136)	3/10	0.0012618444568444536	0.0315761553367505	0	0	18.441787287602267	123.10226393617758	OSR2;TBX5;TBX3
negative regulation of myeloid cell differentiation (GO:0045638)	4/22	0.0014193810543257804	0.035100458543444596	0	0	9.578121167525142	62.80885884827374	HOXA9;ZFP36;HOXB8;HOXA5
cAMP-mediated signaling (GO:0019933)	7/75	0.0016177110426507254	0.039539867577346795	0	0	4.455065359477124	28.631560405410845	PTGER4;LHCGR;PTGER3;DEFB1;DRD1;GPR3;PTHLH
metanephros development (GO:0001656)	4/23	0.0016874830870423302	0.0407436688551984	0	0	9.073544789125132	57.93020238788457	ROBO2;OSR2;SIX1;BMP7
regulation of protein kinase C signaling (GO:0090036)	3/11	0.001705729238466917	0.0407436688551984	0	0	16.135737885462554	102.84536191295528	WNT11;ULK4;MYADM
limb development (GO:0060173)	4/24	0.001988809248307586	0.04644974488825051	0	0	8.61942604856512	53.61471928841711	COMP;LRP4;DKK1;TBX4
mammary gland development (GO:0030879)	4/24	0.001988809248307586	0.04644974488825051	0	0	8.61942604856512	53.61471928841711	ERBB4;NOTCH4;WNT2;TBX3
adenylate cyclase-activating G-protein coupled receptor signaling pathway (GO:0007189)	7/78	0.002031202652970388	0.046918549192788525	0	0	4.266165884194053	26.44650506399171	PTGER4;LHCGR;PTGER3;DRD1;GPR3;ADRA2A;PTHLH
regulation of hormone secretion (GO:0046883)	3/12	0.0022359337040204117	0.05108622441142289	0	0	14.342143906020558	87.53148646095724	ANXA1;OSM;FFAR3
negative regulation of multicellular organismal process (GO:0051241)	9/125	0.002321017006517379	0.05145193399575996	0	0	3.3644358066502464	20.407825903661447	CRHBP;WNT11;LRP4;SPX;HOXA7;TBX5;DKK1;LOXL2;BMP5
positive regulation of nitric oxide biosynthetic process (GO:0045429)	4/25	0.002325372849475355	0.05145193399575996	0	0	8.20855671186797	49.77566090717583	HBB;CD36;PTGS2;KLF4
positive regulation of nitric oxide metabolic process (GO:1904407)	4/25	0.002325372849475355	0.05145193399575996	0	0	8.20855671186797	49.77566090717583	HBB;CD36;PTGS2;KLF4
regulation of angiogenesis (GO:0045765)	11/177	0.00257691748019615	0.056423755660128194	0	0	2.878964287643849	17.161970695612695	IL6;RGCC;CXCL8;COL4A2;SERPINE1;TWIST1;SEMA3E;KLF4;HSPG2;THBS1;HOXA5
cellular response to lipid (GO:0071396)	11/178	0.0026918134426423207	0.05800750554667725	0	0	2.8615772938428075	16.9334985866015	CRHBP;ZFP36;IL6;CXCL8;WNT11;ABCB4;SERPINE1;FFAR3;RORB;WNT2;GPLD1
positive regulation of protein secretion (GO:0050714)	7/82	0.002704441267161927	0.05800750554667725	0	0	4.037807407407407	23.87498967921883	PTGER4;HCAR2;IL6;RGCC;NNAT;SAA1;BMP6
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	24/565	0.002843506137450479	0.05972188783004218	0	0	1.9468181837585858	11.413644904424503	IRX1;IRX2;OSR2;JUN;JUND;ARID5A;EN1;TWIST1;KLF4;DKK1;TBX3;BMP6;LOXL2;ZFP36;NR4A3;NFIL3;CCND1;BAG3;MYC;FOSB;ALX1;HOXA7;JUNB;ATF3
regulation of fibrinolysis (GO:0051917)	3/13	0.0028577283607573935	0.05972188783004218	0	0	12.907268722466961	75.6072726157767	FAP;SERPINE1;THBS1
branching morphogenesis of an epithelial tube (GO:0048754)	5/43	0.002869605457104786	0.05972188783004218	0	0	5.677980903586399	33.23651960284071	COL4A1;NOTCH4;MYC;SIX1;SEMA3E
positive regulation of gene expression (GO:0010628)	30/771	0.0033617548034829176	0.06927851565608915	0	0	1.782703922479591	10.153019706096565	NOTCH4;TWIST1;SIX1;RORB;THBS1;C1QTNF1;WNT11;ERBB4;MYC;ALX1;DRD1;CD36;EGR1;OSR2;JUN;SAMD4A;FOS;KLF4;TBX5;DKK1;BMP7;SFRP4;KLF6;IL6;RGCC;IRF1;PRR16;PKP1;HOXD3;HSPA1B
branching involved in blood vessel morphogenesis (GO:0001569)	3/14	0.0035758854253306327	0.07158582060995229	0	0	11.733279935923107	66.09993073850015	COL4A1;NOTCH4;SEMA3E
hydrogen peroxide catabolic process (GO:0042744)	3/14	0.0035758854253306327	0.07158582060995229	0	0	11.733279935923107	66.09993073850015	GPX3;HBB;HBA1
regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle (GO:0031657)	3/14	0.0035758854253306327	0.07158582060995229	0	0	11.733279935923107	66.09993073850015	CDKN2B;CDKN2C;RGCC
regulation of myeloid cell differentiation (GO:0045637)	6/65	0.003646492261459752	0.0723106295621547	0	0	4.393400729076628	24.664505991674595	CSF3;HOXA9;NR4A3;HOXB8;THBS1;HOXA5
semaphorin-plexin signaling pathway (GO:0071526)	4/29	0.004063147009163787	0.07948801785034115	0	0	6.893774834437086	37.95572811260122	SEMA3C;SEMA3G;PLXNB3;SEMA3E
receptor-mediated endocytosis (GO:0006898)	11/188	0.004084065617429517	0.07948801785034115	0	0	2.6985128322059233	14.843607834178666	GRK3;CXCL8;DLC1;SAA1;HBB;CD36;HBA1;APOB;HSPG2;LDLR;LRP1B
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	6/67	0.004241113161456869	0.0817492643647143	0	0	4.248918614372433	23.211542867540295	CDKN1A;CDKN2B;CDKN2C;CCND1;SERTAD1;CCNL1
positive regulation of response to wounding (GO:1903036)	3/15	0.004394703555286735	0.0817492643647143	0	0	10.754955947136564	58.37096609155615	ANXA1;ADRA2A;HBEGF
embryonic axis specification (GO:0000578)	3/15	0.004394703555286735	0.0817492643647143	0	0	10.754955947136564	58.37096609155615	CXXC4;TBX3;HOXD8
negative regulation of lipid catabolic process (GO:0050995)	3/15	0.004394703555286735	0.0817492643647143	0	0	10.754955947136564	58.37096609155615	HCAR2;ADRA2A;GPLD1
negative regulation of axon extension involved in axon guidance (GO:0048843)	3/15	0.004394703555286735	0.0817492643647143	0	0	10.754955947136564	58.37096609155615	SEMA3C;SEMA3G;SEMA3E
regulation of epithelial to mesenchymal transition (GO:0010717)	6/68	0.004563904977122035	0.08344413924370433	0	0	4.180173092053501	22.529363362149347	RGCC;TWIST1;ALX1;TBX5;LOXL2;BMP5
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	4/30	0.0046049096823357295	0.08344413924370433	0	0	6.628290032263542	35.66439092716647	ANXA1;PTGS2;KLF4;THBS1
positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	4/30	0.0046049096823357295	0.08344413924370433	0	0	6.628290032263542	35.66439092716647	HBB;CD36;PTGS2;KLF4
cellular response to growth factor stimulus (GO:0071363)	9/139	0.004711269103007806	0.08464177482497785	0	0	2.999948489010989	16.073117890409097	TMEM100;NR4A1;ZFP36;CXCL8;ANXA1;KLF4;WNT2;BMP7;BMP6
positive regulation of cellular metabolic process (GO:0031325)	7/92	0.005134476540218459	0.09146330243677289	0	0	3.560941176470588	18.77248914700011	SFRP4;CDKN1A;FASN;KLF4;THBS1;SELE;HOXA5
regulation of cytokine secretion (GO:0050707)	4/31	0.005193213658814053	0.09173222782207681	0	0	6.382470770991742	33.57436565527342	PTGER4;RGCC;FFAR4;SAA1
