Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
voltage-gated sodium channel activity (GO:0005248)	6/23	0.0016291768989966757	0.08145884494983378	0	0	5.746285365357216	36.88931531238842	CACNA1I;CATSPER2;SCN7A;SCN3B;SCN3A;SCN2B
chemokine receptor binding (GO:0042379)	9/49	0.0018288207149223998	0.08440710991949538	0	0	3.668300086730269	23.125271656265618	CCL13;CCL11;CCL21;CCL5;XCL2;XCL1;CXCL1;CCL19;CCL26
metalloendopeptidase inhibitor activity (GO:0008191)	4/12	0.0038509853561038195	0.16504222954730655	0	0	8.130397236614852	45.200343631362415	SPOCK2;COL4A3;TIMP1;NGF
fatty acid elongase activity (GO:0009922)	3/7	0.005737015221515866	0.20524010609928311	0	0	12.187661777394306	62.89828234269124	ELOVL2;ELOVL3;ELOVL7
acetylgalactosaminyltransferase activity (GO:0008376)	8/48	0.0060022651889640975	0.20524010609928311	0	0	3.2578856152512996	16.666099433974935	CSGALNACT1;GALNT6;CHPF;B3GNT7;B3GALT2;B4GALNT3;GALNT9;B4GALNT4
ion channel activity (GO:0005216)	12/93	0.007504811061704994	0.20524010609928311	0	0	2.4163607085346217	11.821346412171298	CACNA1I;P2RX5;CATSPER2;TRPV6;GRIK5;GRIK3;PIEZO2;KCNA3;SCN7A;NALCN;SCN3A;CALHM6
sodium ion transmembrane transporter activity (GO:0015081)	10/71	0.00770002024629392	0.20524010609928311	0	0	2.6720457650273226	13.00359707799425	SLC4A9;SLC9A7;ATP1A4;ATP1B2;SLC4A3;ABCB11;KCNK1;SLC4A4;SLC9C1;NALCN
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	9/61	0.008296543630270123	0.20524010609928311	0	0	2.8199679765161116	13.51305045856226	EPHB6;NTRK1;NELL2;LTK;ERBB3;FLT3;ROR2;MST1R;FGFR4
SH3/SH2 adaptor activity (GO:0005070)	8/51	0.008692311032397886	0.20524010609928311	0	0	3.0301076135585023	14.378819453811552	FCRL2;HSH2D;CHN2;CD28;SLA2;SKAP1;PAG1;LAT
C-C chemokine binding (GO:0019957)	3/8	0.00878507421974464	0.20524010609928311	0	0	9.749611734253667	46.161497489672115	CXCR4;CCR7;CCR5
sodium:bicarbonate symporter activity (GO:0008510)	3/8	0.00878507421974464	0.20524010609928311	0	0	9.749611734253667	46.161497489672115	SLC4A9;SLC4A3;SLC4A4
voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	5/23	0.009182871508353556	0.20524010609928311	0	0	4.518390473446654	21.19312791099063	CACNA1I;CATSPER2;SCN7A;SCN3B;SCN3A
transmembrane receptor protein kinase activity (GO:0019199)	9/62	0.009218506368895917	0.20524010609928311	0	0	2.766613755747926	12.965852265626305	EPHB6;NTRK1;LTK;ERBB3;FLT3;ROR2;MST1R;BMPR1B;FGFR4
G-protein coupled chemoattractant receptor activity (GO:0001637)	4/15	0.00923580477446774	0.20524010609928311	0	0	5.9120741089653	27.696101584656624	CXCR3;CCR5;CCR4;CCR2
3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)	4/15	0.00923580477446774	0.20524010609928311	0	0	5.9120741089653	27.696101584656624	PDE1A;PDE4D;PDE4B;PDE7A
syntaxin-1 binding (GO:0017075)	4/15	0.00923580477446774	0.20524010609928311	0	0	5.9120741089653	27.696101584656624	SNAP25;PRRT2;SYT1;DAPK1
cation channel activity (GO:0005261)	16/146	0.010846969932238937	0.21623228997396549	0	0	2.009182440596053	9.089279176844688	KCNK6;CATSPER2;KCNK17;NALCN;MCOLN2;AQP1;CALHM6;CACNB2;CACNA1I;P2RX5;TRPV6;PIEZO2;SCN7A;KCNN4;KCNK1;SCN3A
cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	5/24	0.011055563394981696	0.21623228997396549	0	0	4.28035300004549	19.28222623529333	TNFSF14;LEF1;CD27;BIRC3;SNCA
non-membrane spanning protein tyrosine kinase activity (GO:0004715)	7/43	0.011273893223885077	0.21623228997396549	0	0	3.1653198653198653	14.197300179483719	BLK;ITK;ZAP70;LCK;TNK1;SLA2;JAK3
protein tyrosine kinase activity (GO:0004713)	16/147	0.011536883412359112	0.21623228997396549	0	0	1.9937385929152844	8.896472556230885	EPHB6;BLK;NTRK1;ITK;LTK;FLT3;TNK1;MST1R;SLA2;ZAP70;FGF9;ERBB3;LCK;ROR2;FGFR4;JAK3
ionotropic glutamate receptor activity (GO:0004970)	4/16	0.011757019209320423	0.21623228997396549	0	0	5.419113413932067	24.078772845651876	GRIN2A;GRIK5;GRIK3;GRIN2C
endopeptidase inhibitor activity (GO:0004866)	13/111	0.012208585424244085	0.21623228997396549	0	0	2.1635494929042114	9.531767941316721	CRB2;SERPINE2;SPINK5;SPINT2;NGF;TFPI;SGPP2;WFDC2;SERPINA5;SLPI;SPOCK2;COL4A3;TIMP1
complement component C1q binding (GO:0001849)	3/9	0.01261355024848132	0.21623228997396549	0	0	8.124245038826574	35.52719053103825	C4A;MEGF10;PTX3
vascular endothelial growth factor receptor binding (GO:0005172)	3/9	0.01261355024848132	0.21623228997396549	0	0	8.124245038826574	35.52719053103825	GREM1;VEGFD;PGF
chemokine binding (GO:0019956)	4/17	0.014680245052640822	0.24074841139439357	0	0	5.001992825827022	21.11467503600943	CXCR3;PDPN;CXCR4;CCR5
calcium ion binding (GO:0005509)	26/284	0.014846152035987601	0.24074841139439357	0	0	1.6482421661753466	6.9391235336082095	DOC2A;C1R;NRXN1;ITLN1;FBLN1;LRP2;RASGRP1;CDH4;CDH3;SCUBE1;CDH2;SPOCK2;PHF24;ANXA8;SNCA;SYT4;SYT1;KCNIP1;SYTL1;SELL;SYT12;CASQ2;MASP1;CASQ1;MCTP2;CDH19
SH2 domain binding (GO:0042169)	5/26	0.015546979582402809	0.2454786249853075	0	0	3.8722887599292095	16.123780178471506	SIT1;LCK;LAX1;PAG1;SKAP1
fatty acid synthase activity (GO:0004312)	3/10	0.017250504023427943	0.2624942590074543	0	0	6.963268827807223	28.2702720230954	ELOVL2;ELOVL3;ELOVL7
hyaluronic acid binding (GO:0005540)	4/18	0.018024180079744746	0.2624942590074543	0	0	4.644460893165556	18.652345763668748	CEMIP;STAB2;LAYN;HAPLN2
calcium-activated potassium channel activity (GO:0015269)	4/18	0.018024180079744746	0.2624942590074543	0	0	4.644460893165556	18.652345763668748	KCNT2;KCNMB4;KCNN3;KCNN4
cytokine activity (GO:0005125)	16/155	0.0183745981305218	0.2624942590074543	0	0	1.8781875023541377	7.5067137111864115	CCL13;CCL11;CCL21;IL18;CXCL1;GDF6;GDF7;BMP4;BMP3;IL7;CCL5;XCL2;XCL1;TIMP1;CCL19;CCL26
leak channel activity (GO:0022840)	4/19	0.02180435833445736	0.30424686048080035	0	0	4.334599884858952	16.58264213449573	KCNK6;KCNK17;KCNK1;NALCN
WW domain binding (GO:0050699)	5/29	0.0243270984591354	0.33173316080639187	0	0	3.3877124747911265	12.589296452351782	TCEAL7;TCEAL6;TCEAL5;TCEAL2;TP63
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	4/21	0.03071988701447861	0.4095984935263815	0	0	3.8242405770598396	13.31923735855808	HGD;ALOX15;BCO2;IDO1
mitogen-activated protein kinase kinase binding (GO:0031434)	8/65	0.03396121007516347	0.4429723053282192	0	0	2.2841679588920307	7.726281003830903	EPHB6;NTRK1;LTK;ERBB3;FLT3;ROR2;MST1R;FGFR4
bicarbonate transmembrane transporter activity (GO:0015106)	4/22	0.03587081153273369	0.4575109042193418	0	0	3.611590865476876	12.018765353972116	SLC4A9;SLC26A7;SLC4A3;SLC4A4
MAP kinase kinase kinase activity (GO:0004709)	9/78	0.036600872337547344	0.4575109042193418	0	0	2.123270108224292	7.023104875589609	EPHB6;NTRK1;LTK;ERBB3;FLT3;MAP3K9;ROR2;MST1R;FGFR4
coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway (GO:1904929)	2/6	0.043261703584622044	0.4994708908990672	0	0	8.118103448275862	25.4948022333328	PTK7;ROR2
sphingolipid transporter activity (GO:0046624)	2/6	0.043261703584622044	0.4994708908990672	0	0	8.118103448275862	25.4948022333328	SPNS3;PLTP
tropomyosin binding (GO:0005523)	3/14	0.044015186375599605	0.4994708908990672	0	0	4.43022982194682	13.83658486415657	TMOD1;NEBL;TMOD2
MHC class I protein binding (GO:0042288)	3/14	0.044015186375599605	0.4994708908990672	0	0	4.43022982194682	13.83658486415657	CD8B;CD8A;CD244
retinoid binding (GO:0005501)	4/24	0.047576094015597294	0.4994708908990672	0	0	3.2500863557858377	9.8978938190719	ALDH1A2;LCN12;PTGDS;SERPINA5
phosphatidylinositol phospholipase C activity (GO:0004435)	4/24	0.047576094015597294	0.4994708908990672	0	0	3.2500863557858377	9.8978938190719	CCL5;PLD4;PLCH2;CCR5
ion transmembrane transporter activity (GO:0015075)	5/35	0.0500799778641256	0.4994708908990672	0	0	2.70930567559781	8.112024223988199	SLC4A9;P2RX5;TRPV6;SLC4A3;SLC4A4
transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	3/15	0.052710043474016574	0.4994708908990672	0	0	4.0608283002588434	11.950811654788724	PTPRD;PTPRZ1;PTPRO
transmembrane receptor protein phosphatase activity (GO:0019198)	3/15	0.052710043474016574	0.4994708908990672	0	0	4.0608283002588434	11.950811654788724	PTPRD;PTPRZ1;PTPRO
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	8/71	0.05304013894893468	0.4994708908990672	0	0	2.065967923853539	6.067141045277208	FGF9;ERBB3;LCK;TRAT1;CD19;CD28;PIP5K1B;FGFR4
calcium-dependent phospholipid binding (GO:0005544)	6/47	0.053427184665054236	0.4994708908990672	0	0	2.379567896024981	6.97079087493401	SYT4;DOC2A;SYT1;SYT12;SYTL1;ANXA8
cation transmembrane transporter activity (GO:0008324)	10/97	0.055044566061051056	0.4994708908990672	0	0	1.8709091634738186	5.4249109042373105	CACNA1I;CATSPER2;PIEZO2;ATP13A4;SCN7A;NALCN;SCN3A;SLC38A5;AQP1;CALHM6
peptidase inhibitor activity (GO:0030414)	5/36	0.05549060082802003	0.4994708908990672	0	0	2.621769314411576	7.580955109069797	SLPI;SPINT2;TFPI;SGPP2;WFDC2
endopeptidase regulator activity (GO:0061135)	5/36	0.05549060082802003	0.4994708908990672	0	0	2.621769314411576	7.580955109069797	SLPI;SPINT2;TFPI;SGPP2;WFDC2
ligand-gated cation channel activity (GO:0099094)	7/60	0.05820478627509738	0.4994708908990672	0	0	2.148084619782733	6.10869659714612	KCNK6;GRIN2A;GRIK5;GRIK3;SHROOM2;GRIN2C;KCNK1
protein-glutamine gamma-glutamyltransferase activity (GO:0003810)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	TGM1;TGM2
fatty acid transporter activity (GO:0015245)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	SLC27A6;MFSD2A
fatty-acyl-CoA synthase activity (GO:0004321)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	ACSM3;ACSM1
myosin heavy chain binding (GO:0032036)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	CORO1A;NKD2
protein binding involved in heterotypic cell-cell adhesion (GO:0086080)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	DSP;CXADR
vascular endothelial growth factor-activated receptor activity (GO:0005021)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	NELL2;FLT3
NMDA glutamate receptor activity (GO:0004972)	2/7	0.05827160393822451	0.4994708908990672	0	0	6.494137931034483	18.460498665632983	GRIN2A;GRIN2C
potassium ion leak channel activity (GO:0022841)	3/16	0.062160752548370106	0.5109102949181105	0	0	3.74825778190748	10.412778062175285	KCNK6;KCNK17;KCNK1
transferase activity, transferring amino-acyl groups (GO:0016755)	3/16	0.062160752548370106	0.5109102949181105	0	0	3.74825778190748	10.412778062175285	TGM1;CHAC1;TGM2
peptidoglycan binding (GO:0042834)	3/16	0.062160752548370106	0.5109102949181105	0	0	3.74825778190748	10.412778062175285	IGHM;NOD2;JCHAIN
potassium channel activity (GO:0005267)	10/100	0.06505575861081238	0.5274791238714518	0	0	1.8082561728395061	4.9410790730504095	KCNK6;KCNT2;GRIK5;GRIK3;KCNA3;KCNMB4;KCNK17;KCNN4;KCNK1;AQP1
potassium ion transmembrane transporter activity (GO:0015079)	5/38	0.06728140787258859	0.5346567674818529	0	0	2.462612294072968	6.646273736988424	KCNK6;KCNK17;KCNN4;KCNK1;AQP1
substrate-specific channel activity (GO:0022838)	4/27	0.06861428516017112	0.5346567674818529	0	0	2.8257114965833146	7.57080032046706	P2RX5;TRPV6;AQP5;AQP1
phospholipase C activity (GO:0004629)	4/27	0.06861428516017112	0.5346567674818529	0	0	2.8257114965833146	7.57080032046706	CCL5;PLD4;PLCH2;CCR5
receptor antagonist activity (GO:0048019)	3/17	0.07233515755137608	0.5404853192754149	0	0	3.480340194749168	9.140922084782062	CCL5;WFIKKN2;DKK3
sulfotransferase activity (GO:0008146)	5/39	0.07365823107781189	0.5404853192754149	0	0	2.390055417153897	6.234027870875783	CHST8;CHST15;CHST1;HS3ST1;SULT1C4
3-chloroallyl aldehyde dehydrogenase activity (GO:0004028)	2/8	0.07476713583309906	0.5404853192754149	0	0	5.411494252873563	14.034043925094611	ALDH3A1;ALDH1A2
acyl-CoA ligase activity (GO:0003996)	2/8	0.07476713583309906	0.5404853192754149	0	0	5.411494252873563	14.034043925094611	ACSM3;ACSM1
phosphatidylcholine transporter activity (GO:0008525)	2/8	0.07476713583309906	0.5404853192754149	0	0	5.411494252873563	14.034043925094611	ABCB1;PLTP
coreceptor activity involved in Wnt signaling pathway (GO:0071936)	2/8	0.07476713583309906	0.5404853192754149	0	0	5.411494252873563	14.034043925094611	PTK7;ROR2
syntaxin binding (GO:0019905)	8/77	0.07789546168606903	0.5563961549004931	0	0	1.8857157209956548	4.813077397002735	SNAP25;SYT4;PRRT2;DOC2A;SYT1;SYT12;DAPK1;SYTL1
fatty acid ligase activity (GO:0015645)	3/18	0.08319736290526672	0.5872755028607063	0	0	3.2481449525452977	8.076641140392214	ACSM3;ACSM1;ACSL6
natural killer cell lectin-like receptor binding (GO:0046703)	2/9	0.09252532221646693	0.6381056704583926	0	0	4.638177339901477	11.040127912143044	RAET1E;RAET1G
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)	2/9	0.09252532221646693	0.6381056704583926	0	0	4.638177339901477	11.040127912143044	NUDT10;ALPL
neuropilin binding (GO:0038191)	3/19	0.09470856040274368	0.6457401845641615	0	0	3.044974115616911	7.176854445481921	SEMA5B;SEMA4D;SEMA3D
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	7/68	0.09896679635430135	0.6671918855346158	0	0	1.8655737704918032	4.315017797177223	FGF9;ERBB3;LCK;TRAT1;CD19;CD28;FGFR4
cytokine receptor binding (GO:0005126)	12/137	0.10180016878403943	0.6786677918935962	0	0	1.5621286956521738	3.569063409908879	BMP4;BMP3;CCL21;CCL5;IL34;XCL1;VEGFD;CCL19;GDF6;IL12RB1;PGF;GDF7
serine-type endopeptidase inhibitor activity (GO:0004867)	6/56	0.10510678175128489	0.6930117478106695	0	0	1.9503114186851211	4.39361958653959	SERPINE2;SLPI;SPINK5;SPINT2;WFDC2;SERPINA5
glutamate receptor activity (GO:0008066)	3/20	0.10682775636342647	0.6954188269647865	0	0	2.865705730091864	6.4092583154984775	GRID2;GRIK5;GRIK3
transforming growth factor beta receptor binding (GO:0005160)	5/44	0.1101963841906224	0.6954188269647865	0	0	2.08308401480398	4.5942234513018745	BMP4;BMP3;BAMBI;GDF6;GDF7
phosphatidylglycerol binding (GO:1901611)	2/10	0.11134404305255814	0.6954188269647865	0	0	4.058189655172414	8.908255416984641	UCP1;PLTP
protein kinase C activity (GO:0004697)	2/10	0.11134404305255814	0.6954188269647865	0	0	4.058189655172414	8.908255416984641	PRKCB;PRKCZ
dipeptidase activity (GO:0016805)	2/10	0.11134404305255814	0.6954188269647865	0	0	4.058189655172414	8.908255416984641	DPEP2;DPEP3
monocarboxylic acid transmembrane transporter activity (GO:0008028)	4/32	0.11242604369264049	0.6954188269647865	0	0	2.3205033308660252	5.0713664272596395	SLCO2B1;SLC16A10;EMB;SLC16A9
voltage-gated ion channel activity (GO:0005244)	3/21	0.11951240885894736	0.7170744531536841	0	0	2.7063560540696003	5.749207086166925	GRIN2A;KCNA3;GRIN2C
scavenger receptor activity (GO:0005044)	3/21	0.11951240885894736	0.7170744531536841	0	0	2.7063560540696003	5.749207086166925	CRB2;MEGF10;STAB2
neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529)	3/21	0.11951240885894736	0.7170744531536841	0	0	2.7063560540696003	5.749207086166925	GRID2;GRIK5;GRIK3
kinase inhibitor activity (GO:0019210)	6/59	0.12658298228195372	0.7188244401044322	0	0	1.8396226415094339	3.802237300895232	LRRC15;FLRT2;FLRT3;CHAD;RHOH;LRRC4C
myosin binding (GO:0017022)	5/46	0.12686599480952662	0.7188244401044322	0	0	1.9812593545123005	4.090555432415529	CXCR4;RAB27B;GCSAM;CORO1A;NKD2
sodium:potassium-exchanging ATPase activity (GO:0005391)	2/11	0.1310403678170113	0.7188244401044322	0	0	3.607088122605364	7.330504303225325	ATP1A4;ATP1B2
potassium-transporting ATPase activity (GO:0008556)	2/11	0.1310403678170113	0.7188244401044322	0	0	3.607088122605364	7.330504303225325	ATP1A4;ATP1B2
potassium:proton antiporter activity (GO:0015386)	2/11	0.1310403678170113	0.7188244401044322	0	0	3.607088122605364	7.330504303225325	SLC9A7;SLC9C1
calcium-dependent protein serine/threonine kinase activity (GO:0009931)	2/11	0.1310403678170113	0.7188244401044322	0	0	3.607088122605364	7.330504303225325	PRKCB;CAMK4
3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	2/11	0.1310403678170113	0.7188244401044322	0	0	3.607088122605364	7.330504303225325	PDE1A;PDE6B
CoA-ligase activity (GO:0016405)	2/11	0.1310403678170113	0.7188244401044322	0	0	3.607088122605364	7.330504303225325	ACSM3;ACSM1
carboxylic acid binding (GO:0031406)	4/34	0.13270323545182833	0.7188244401044322	0	0	2.165572826712723	4.373677408975336	CEMIP;STAB2;LAYN;HAPLN2
ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism (GO:0015662)	3/22	0.13271898365142648	0.7188244401044322	0	0	2.563780028154943	5.177608352221642	ATP2A3;ATP13A4;ABCB11
protein kinase binding (GO:0019901)	35/495	0.13310468063012174	0.7188244401044322	0	0	1.2407507426411017	2.5021220032017055	SHC4;EPHB6;GRB7;LTK;SHC3;FLT3;GATA6;NOD2;MST1R;PTN;CD3E;ADD2;PARD6B;ERBB3;SV2A;SOX9;MAP2K6;DSP;NTRK1;PRKCB;CDKN2A;OSR1;PIFO;RHOH;GCSAM;LAX1;SYN1;LCK;EEF1A2;CD226;ROR2;EZR;FGFR4;SKAP1;LAT
phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	6/60	0.13418056215282737	0.7188244401044322	0	0	1.8054594386774319	3.6263896919432854	GSDMA;SYT1;ACTN2;ALOX15;ANXA8;SNX20
calcium activated cation channel activity (GO:0005227)	3/23	0.1464034372780911	0.7470554538876187	0	0	2.4354616048317514	4.67946962223703	KCNT2;KCNMB4;KCNN4
BMP receptor binding (GO:0070700)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	BMP4;BMP3
sodium:amino acid symporter activity (GO:0005283)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	SLC38A1;SLC6A12
cAMP binding (GO:0030552)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	PDE4D;PDE4B
protein tyrosine kinase activator activity (GO:0030296)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	ERBB3;CCL5
C2H2 zinc finger domain binding (GO:0070742)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	WT1;LEF1
C-acyltransferase activity (GO:0016408)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	ACSM3;ACSM1
UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity (GO:0008499)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	B3GNT7;B3GALT2
carbonate dehydratase activity (GO:0004089)	2/12	0.15144901093693303	0.7470554538876187	0	0	3.2462068965517243	6.127235877952982	CA12;CA3
phosphatidylinositol 3-kinase activity (GO:0035004)	7/76	0.1519012756238158	0.7470554538876187	0	0	1.648572683355292	3.106775565041912	FGF9;ERBB3;LCK;TRAT1;CD19;CD28;FGFR4
ATPase binding (GO:0051117)	6/63	0.1582094532202972	0.7579537946035733	0	0	1.710162083409215	3.1532575098047366	SLN;LCK;PDE4D;ATP1B2;EZR;NKD2
UDP-glycosyltransferase activity (GO:0008194)	6/63	0.1582094532202972	0.7579537946035733	0	0	1.710162083409215	3.1532575098047366	CSGALNACT1;B3GNT7;B3GALT2;GXYLT2;B4GALNT3;B4GALNT4
UDP-galactosyltransferase activity (GO:0035250)	3/24	0.16052163437672246	0.7579537946035733	0	0	2.3193639837298163	4.242874118891345	COLGALT2;B3GNT7;B3GALT2
death receptor activity (GO:0005035)	3/24	0.16052163437672246	0.7579537946035733	0	0	2.3193639837298163	4.242874118891345	TNFRSF19;CD27;TNFRSF11A
tumor necrosis factor-activated receptor activity (GO:0005031)	3/24	0.16052163437672246	0.7579537946035733	0	0	2.3193639837298163	4.242874118891345	TNFRSF19;CD27;TNFRSF11A
acetylglucosaminyltransferase activity (GO:0008375)	5/50	0.16335025679714113	0.7579537946035733	0	0	1.804763276673389	3.26997580762134	MGAT4C;B3GNT7;B3GALT2;GCNT1;GCNT2
voltage-gated calcium channel activity (GO:0005245)	4/37	0.16563625011320873	0.7579537946035733	0	0	1.9683885486994295	3.5390861570445864	CACNA1I;CACNB2;CATSPER2;NALCN
carboxylic acid transmembrane transporter activity (GO:0046943)	6/64	0.16660944413965478	0.7579537946035733	0	0	1.680587042119079	3.0117848502789752	SLC38A1;SLC6A12;SLC16A10;EMB;SLC16A9;SLC38A5
water transmembrane transporter activity (GO:0005372)	2/13	0.17242090184556902	0.7579537946035733	0	0	2.9509404388714735	5.187212347851241	AQP5;AQP1
protein kinase A catalytic subunit binding (GO:0034236)	2/13	0.17242090184556902	0.7579537946035733	0	0	2.9509404388714735	5.187212347851241	SOX9;EZR
GTPase inhibitor activity (GO:0005095)	2/13	0.17242090184556902	0.7579537946035733	0	0	2.9509404388714735	5.187212347851241	RTKN;RHOH
sodium:proton antiporter activity (GO:0015385)	2/13	0.17242090184556902	0.7579537946035733	0	0	2.9509404388714735	5.187212347851241	SLC9A7;SLC9C1
low-density lipoprotein receptor activity (GO:0005041)	2/13	0.17242090184556902	0.7579537946035733	0	0	2.9509404388714735	5.187212347851241	STAB2;LRP2
