Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
semaphorin receptor binding (GO:0030215)	3/18	0.007491499854127654	0.11693256214454832	0	0	8.602643171806168	42.10121743048021	SEMA3C;SEMA3G;SEMA3E
transcription regulatory region sequence-specific DNA binding (GO:0000976)	14/292	0.007571173088495934	0.11693256214454832	0	0	2.190022248566835	10.694770544015578	EGR1;MACC1;RORB;KLF4;FOSL2;NR4A1;NR4A3;NFIL3;LMX1A;ALX1;HOXD3;PITX2;ATF3;HOXD8
transforming growth factor beta binding (GO:0050431)	3/19	0.00874728960597988	0.12158732552312032	0	0	8.064564977973568	38.21806525306427	LTBP2;CD36;THBS1
neuropilin binding (GO:0038191)	3/19	0.00874728960597988	0.12158732552312032	0	0	8.064564977973568	38.21806525306427	SEMA3C;SEMA3G;SEMA3E
R-SMAD binding (GO:0070412)	3/19	0.00874728960597988	0.12158732552312032	0	0	8.064564977973568	38.21806525306427	JUN;RGCC;FOS
sequence-specific DNA binding (GO:0043565)	17/394	0.00956778071184468	0.1287020824786849	0	0	1.9642030383409694	9.132275254986881	IRX1;IRX2;EGR1;OSR2;SATB2;ARID5A;SIX1;TFCP2L1;TBX5;GRHL1;KLF14;TBX3;NR4A1;NR4A3;MAFF;HOXA1;HOXA7
low-density lipoprotein particle receptor binding (GO:0050750)	3/20	0.010118929607301909	0.131862301445153	0	0	7.5897901010624516	34.86254255702744	APOB;DKK1;HSPG2
protein kinase regulator activity (GO:0019887)	7/107	0.011445956665277857	0.14237292860932427	0	0	3.0244666666666666	13.519725128247606	SOCS3;CDKN1A;RGCC;WNT11;PPP1R1B;CCNL1;TRIB1
phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)	3/21	0.011608344299081594	0.14237292860932427	0	0	7.16776798825257	31.939797097180534	JPH2;PHLDA3;CLVS1
amide transmembrane transporter activity (GO:0042887)	2/8	0.01331555141209009	0.15864528396690192	0	0	14.312820512820513	61.81453338358224	SLC14A2;SLC38A3
lipoprotein particle binding (GO:0071813)	3/23	0.014946583986111258	0.16845204114076742	0	0	6.4503303964757706	27.112496378947593	CD36;THBS1;LDLR
voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	3/23	0.014946583986111258	0.16845204114076742	0	0	6.4503303964757706	27.112496378947593	KCND2;SCN11A;SCN4A
metalloendopeptidase activity (GO:0004222)	5/65	0.016392739983470007	0.17988875192386822	0	0	3.5919985250737465	14.766406816852912	ADAMTS4;MME;FAP;MMP19;PAPPA2
glucocorticoid receptor binding (GO:0035259)	2/9	0.016863295705154383	0.18030754638588148	0	0	12.267503924646782	50.08350621675492	NR4A1;NR4A3
transforming growth factor beta receptor binding (GO:0005160)	4/44	0.01777362156758212	0.18203701128261188	0	0	4.305298013245033	17.350522582064944	GDF10;BMP7;BMP6;BMP5
protease binding (GO:0002020)	7/118	0.018743297920916682	0.18203701128261188	0	0	2.7232032032032034	10.829958654125559	COMP;ACR;ADAMTS4;FAP;CD70;SERPINE1;LDLR
epidermal growth factor receptor binding (GO:0005154)	3/25	0.01877120260228372	0.18203701128261188	0	0	5.863336003203845	23.309289821291987	ERBB4;AREG;HBEGF
lipoprotein particle receptor binding (GO:0070325)	3/25	0.01877120260228372	0.18203701128261188	0	0	5.863336003203845	23.309289821291987	APOB;DKK1;HSPG2
activating transcription factor binding (GO:0033613)	5/68	0.019580292846028986	0.18414515862084793	0	0	3.4204242168843937	13.453320908064034	JUN;MYC;FOS;PITX2;TBX3
protein serine/threonine phosphatase inhibitor activity (GO:0004865)	2/10	0.020763669383388625	0.18414515862084793	0	0	10.733516483516484	41.5875514833503	PPP1R14A;PPP1R1B
phosphatidylinositol-5-phosphate binding (GO:0010314)	2/10	0.020763669383388625	0.18414515862084793	0	0	10.733516483516484	41.5875514833503	JPH2;PHLDA3
prostaglandin receptor activity (GO:0004955)	2/10	0.020763669383388625	0.18414515862084793	0	0	10.733516483516484	41.5875514833503	PTGER4;PTGER3
RNA polymerase II transcription factor binding (GO:0001085)	7/121	0.0211965650211048	0.18414515862084793	0	0	2.651130604288499	10.217235019119576	JUN;GSC;ID4;FOS;PITX2;KLF4;TBX3
RNA polymerase II activating transcription factor binding (GO:0001102)	4/47	0.022145996626922067	0.18469761186853004	0	0	4.004312336362236	15.256824578537858	JUN;FOS;PITX2;TBX3
calcium-dependent phospholipid binding (GO:0005544)	4/47	0.022145996626922067	0.18469761186853004	0	0	4.004312336362236	15.256824578537858	PCLO;ANXA1;SYT2;C2CD4B
protein tyrosine kinase binding (GO:1990782)	4/48	0.023736419526702402	0.1940801361300961	0	0	3.9131045554886614	14.6379252104216	TRIM6;GRB14;ARHGEF16;LRP4
transcription regulatory region DNA binding (GO:0044212)	15/374	0.02578602110039788	0.20678405382434456	0	0	1.8134839108130931	6.633584057214018	EGR1;JUN;JUND;ARID5A;TWIST1;SIX1;FOS;RORB;GRHL1;KLF4;WNT11;ERBB4;MYC;PITX2;ATF3
transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)	4/50	0.027120315136762323	0.21338059267980922	0	0	3.742585660811978	13.501273712117118	JUN;FOS;PITX2;KLF4
ATPase-coupled anion transmembrane transporter activity (GO:0043225)	2/12	0.029551357181700006	0.22820214712535006	0	0	8.585934065934065	30.236445274076637	ABCC2;ABCC8
collagen binding (GO:0005518)	4/52	0.03077804660148949	0.23335355332402033	0	0	3.5862766740250183	12.483662755795304	COMP;C1QTNF1;COL5A3;THBS1
regulatory region DNA binding (GO:0000975)	10/224	0.03371484970623398	0.24316580681114625	0	0	2.02063601580631	6.8495861041710375	JUN;JUND;WNT11;ERBB4;ARID5A;SIX1;FOS;GRHL1;KLF4;ATF3
hexose transmembrane transporter activity (GO:0015149)	2/13	0.034404754440905586	0.24316580681114625	0	0	7.804995004995005	26.299402978156667	SLC2A3;PPBP
glycine binding (GO:0016594)	2/13	0.034404754440905586	0.24316580681114625	0	0	7.804995004995005	26.299402978156667	ALAS2;GRIN2B
low-density lipoprotein receptor activity (GO:0005041)	2/13	0.034404754440905586	0.24316580681114625	0	0	7.804995004995005	26.299402978156667	CD36;LDLR
DNA binding (GO:0003677)	29/893	0.0369247191443473	0.25662679805321376	0	0	1.4648532147802007	4.832366267118925	SATB2;SIX1;TFCP2L1;AFF2;NFIL3;MYC;ALX4;HOXA1;HOXA7;JUNB;HOXA5;IRX1;IRX2;EGR1;OSR2;JUN;ARID5A;KLF14;TBX5;GRHL1;TBX4;TBX3;MLF1;ACR;NR4A1;NR4A3;IRF1;MAFF;FOSB
transcription corepressor activity (GO:0003714)	9/203	0.044175806233048544	0.2982061997775212	0	0	2.0036473674521353	6.250534267404889	NFIL3;CCND1;ID4;ARID5A;ALX1;TFCP2L1;JUNB;ATF3;HOXC6
lipoprotein particle receptor activity (GO:0030228)	2/15	0.04495033501070317	0.2982061997775212	0	0	6.603550295857988	20.48551434724185	CD36;LDLR
steroid hydroxylase activity (GO:0008395)	3/35	0.04523038356533902	0.2982061997775212	0	0	4.028978524229075	12.47366197234221	CH25H;CYP2A6;CYP3A5
kinase inhibitor activity (GO:0019210)	4/59	0.045767857999427716	0.2982061997775212	0	0	3.128717639975918	9.649507172665277	SOCS3;CDKN1A;PPP1R1B;TRIB1
cholesterol transporter activity (GO:0017127)	2/17	0.0565138188326053	0.3517352604954688	0	0	5.722490842490842	16.442261775892014	CETP;APOB
CXCR chemokine receptor binding (GO:0045236)	2/17	0.0565138188326053	0.3517352604954688	0	0	5.722490842490842	16.442261775892014	CXCL8;PPBP
receptor antagonist activity (GO:0048019)	2/17	0.0565138188326053	0.3517352604954688	0	0	5.722490842490842	16.442261775892014	DKK1;DKK2
receptor tyrosine kinase binding (GO:0030971)	3/39	0.05912684169944554	0.3609680490114235	0	0	3.5805800293685754	10.126131978408893	GRB14;ARHGEF16;LRP4
growth factor receptor binding (GO:0070851)	5/92	0.059728526095415395	0.3609680490114235	0	0	2.473807344115553	6.971054393596125	CSF3;IL6;ERBB4;AREG;HBEGF
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	3/41	0.0667395590979305	0.393866544264979	0	0	3.3917806631115233	9.181405805701065	CH25H;CYP26B1;FMO3
protein kinase inhibitor activity (GO:0004860)	4/67	0.06706121017461274	0.393866544264979	0	0	2.7302988892392865	7.377675756456782	SOCS3;CDKN1A;PPP1R1B;TRIB1
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	4/68	0.07002877005711101	0.4038924656609045	0	0	2.6875	7.145657011490505	IRS1;ERBB4;NRG2;HBEGF
hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances (GO:0016820)	3/42	0.07070539566725666	0.4038924656609045	0	0	3.3046424940698067	8.754769241296879	ABCC2;ABCC8;ABCB4
ligand-gated calcium channel activity (GO:0099604)	2/20	0.0755224984211323	0.4180834426289159	0	0	4.768009768009768	12.317317283316378	JPH2;GRIN2B
glucose transmembrane transporter activity (GO:0005355)	2/20	0.0755224984211323	0.4180834426289159	0	0	4.768009768009768	12.317317283316378	SLC2A3;PPBP
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	4/71	0.07932748846489625	0.4180834426289159	0	0	2.566768804981714	6.50462996944204	IRS1;ERBB4;NRG2;HBEGF
voltage-gated ion channel activity (GO:0005244)	2/21	0.08225031152548565	0.4180834426289159	0	0	4.51683053788317	11.282988941478736	KCND2;GRIN2B
calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	2/21	0.08225031152548565	0.4180834426289159	0	0	4.51683053788317	11.282988941478736	CAPN11;CAPN6
protein binding involved in cell-cell adhesion (GO:0098632)	2/21	0.08225031152548565	0.4180834426289159	0	0	4.51683053788317	11.282988941478736	ANXA1;PLXNB3
inward rectifier potassium channel activity (GO:0005242)	2/21	0.08225031152548565	0.4180834426289159	0	0	4.51683053788317	11.282988941478736	KCNJ11;ABCC8
heme binding (GO:0020037)	4/72	0.08255697200124797	0.4180834426289159	0	0	2.528892351642644	6.3077318649228635	CYP26B1;CYP2A6;NOX4;PTGS2
ATPase activity, coupled to transmembrane movement of substances (GO:0042626)	3/45	0.08321564925227821	0.4180834426289159	0	0	3.068124606670862	7.628339132909718	ABCC2;ABCC8;ABCB4
P-P-bond-hydrolysis-driven transmembrane transporter activity (GO:0015405)	3/45	0.08321564925227821	0.4180834426289159	0	0	3.068124606670862	7.628339132909718	ABCC2;ABCC8;ABCB4
metallopeptidase activity (GO:0008237)	5/102	0.08455192559217704	0.41973991633259317	0	0	2.2176352522580056	5.478422685220943	ADAMTS4;MME;FAP;MMP19;PAPPA2
G-protein coupled receptor activity (GO:0004930)	10/267	0.0872180879388006	0.42467385013032505	0	0	1.678809878219692	4.095194029790807	PTGER4;HCAR2;SFRP4;PROKR1;LHCGR;PTGER3;FFAR4;FFAR3;RORB;DRD1
chemokine activity (GO:0008009)	3/46	0.08758261657364018	0.42467385013032505	0	0	2.9966191988525765	7.2972853902167225	CXCL8;PPBP;CX3CL1
Wnt-activated receptor activity (GO:0042813)	2/22	0.08915363650082643	0.42732260253844395	0	0	4.2907692307692304	10.37248041469309	SFRP4;LRP4
protein phosphatase regulator activity (GO:0019888)	3/47	0.09204420775544173	0.4361320574651385	0	0	2.928364036844213	6.9855722862224825	PPP1R15A;PPP1R15B;PPP1R1B
phosphatidylinositol 3-kinase activity (GO:0035004)	4/76	0.09610540185559265	0.4361320574651385	0	0	2.3879077753249938	5.593219673341178	IRS1;ERBB4;NRG2;HBEGF
protein phosphatase inhibitor activity (GO:0004864)	2/23	0.0962209815031001	0.4361320574651385	0	0	4.086237571951858	9.566322824578899	PPP1R14A;PPP1R1B
calcium-release channel activity (GO:0015278)	2/23	0.0962209815031001	0.4361320574651385	0	0	4.086237571951858	9.566322824578899	MCOLN3;JPH2
voltage-gated sodium channel activity (GO:0005248)	2/23	0.0962209815031001	0.4361320574651385	0	0	4.086237571951858	9.566322824578899	SCN11A;SCN4A
kinase binding (GO:0019900)	14/418	0.10026196474287301	0.4401532280394801	0	0	1.4971392173077354	3.4433735951528446	PPP1R15A;CDKN1A;CDKN2B;MIDN;CDKN2C;THY1;ADRA2A;RND1;TRIM6;ZFP36;RGCC;NR4A3;CCND1;CSPG4
chemokine receptor binding (GO:0042379)	3/49	0.1012417871149976	0.4401532280394801	0	0	2.800756560045968	6.414415042229729	CXCL8;PPBP;CX3CL1
retinoid binding (GO:0005501)	2/24	0.10344128620592098	0.4401532280394801	0	0	3.9002997002997004	8.848809275468746	CYP26B1;CRABP2
kinase activator activity (GO:0019209)	2/24	0.10344128620592098	0.4401532280394801	0	0	3.9002997002997004	8.848809275468746	RGCC;WNT11
neutral amino acid transmembrane transporter activity (GO:0015175)	2/24	0.10344128620592098	0.4401532280394801	0	0	3.9002997002997004	8.848809275468746	SLC7A10;SLC38A3
ATPase coupled ion transmembrane transporter activity (GO:0042625)	2/24	0.10344128620592098	0.4401532280394801	0	0	3.9002997002997004	8.848809275468746	ABCC2;ABCC8
protein kinase binding (GO:0019901)	16/495	0.10483988334705541	0.4415982965224455	0	0	1.4439757809874123	3.256628921417819	PPP1R15A;CDKN2B;CDKN1A;CDKN2C;IRS1;THY1;ADRA2A;RND1;TRIM6;ZFP36;RGCC;NR4A3;CCND1;ERBB4;CSPG4;TRIB1
calcium ion binding (GO:0005509)	10/284	0.11767634952990953	0.474486356955191	0	0	1.5732621368735609	3.366493417531273	COMP;SCGN;PCLO;ANXA1;SYT2;CDH20;NOTCH4;TNNT3;C2CD4B;THBS1
SH2 domain binding (GO:0042169)	2/26	0.11829860930764526	0.474486356955191	0	0	3.574908424908425	7.630796696761615	IRS1;DLC1
bile acid:sodium symporter activity (GO:0008508)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	SLC10A6
urea transmembrane transporter activity (GO:0015204)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	SLC14A2
C3HC4-type RING finger domain binding (GO:0055131)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	HSPA1B
clathrin heavy chain binding (GO:0032050)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	LDLR
alpha-adrenergic receptor activity (GO:0004936)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	ADRA2A
coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway (GO:1904929)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	GPC6
G-quadruplex RNA binding (GO:0002151)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	AFF2
NAD(P)H oxidase activity (GO:0016174)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	NOX4
G-protein coupled glutamate receptor binding (GO:0035256)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	NECAB2
azole transmembrane transporter activity (GO:1901474)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	SLC38A3
dopamine transmembrane transporter activity (GO:0005329)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	SLC6A2
very long-chain fatty acid-CoA ligase activity (GO:0031957)	1/6	0.12951764192597218	0.474486356955191	0	0	8.569298245614036	17.51511582601944	SLC27A2
histone deacetylase binding (GO:0042826)	4/85	0.1300456259991042	0.474486356955191	0	0	2.1216035756138774	4.327795317921893	HOXA10;C10ORF90;CCND1;HSPA1B
protein kinase activator activity (GO:0030295)	3/55	0.13085355167829008	0.474486356955191	0	0	2.4768298881735005	5.037070756024217	CDKN1A;WNT11;RGCC
sterol transporter activity (GO:0015248)	2/28	0.13364524404400036	0.4756158868250403	0	0	3.299577345731192	6.64061857342298	CETP;APOB
ATPase activity, coupled to movement of substances (GO:0043492)	3/56	0.13605704592629056	0.4756158868250403	0	0	2.4299725708586153	4.847020180433729	ABCC2;ABCC8;ABCB4
superoxide-generating NADPH oxidase activity (GO:0016175)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	NOX4
aldehyde-lyase activity (GO:0016832)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	ALDOC
phospholipase binding (GO:0043274)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	SELE
estradiol 17-beta-dehydrogenase activity (GO:0004303)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	AKR1B15
interleukin-6 receptor binding (GO:0005138)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	IL6
cAMP response element binding (GO:0035497)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	JUN
NAADP-sensitive calcium-release channel activity (GO:0072345)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	MCOLN3
alanine transmembrane transporter activity (GO:0022858)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	SLC38A3
[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity (GO:0008467)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	HS3ST2
fatty acid transporter activity (GO:0015245)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	ABCD2
protein binding involved in heterotypic cell-cell adhesion (GO:0086080)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	DSG2
L-alanine transmembrane transporter activity (GO:0015180)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	SLC38A3
NMDA glutamate receptor activity (GO:0004972)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	GRIN2B
GPI anchor binding (GO:0034235)	1/7	0.1494141035349647	0.4756158868250403	0	0	7.140716374269005	13.574741823876604	THY1
protein heterodimerization activity (GO:0046982)	9/265	0.1547585809992439	0.4822826879338578	0	0	1.5135236467633928	2.824066999978917	NR4A1;JUN;NOTCH4;FOS;ATF3;CRLF1;BMP6;ADRA2A;MCL1
phosphatidylinositol-3-phosphate binding (GO:0032266)	2/31	0.1574217089911186	0.4822826879338578	0	0	2.957787040545661	5.468436629766992	JPH2;PHLDA3
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	6/159	0.15747895303241743	0.4822826879338578	0	0	1.686013651580366	3.116534630007336	IRX1;IRX2;NFIL3;ARID5A;EN1;TBX3
phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)	2/32	0.16551497200274626	0.4822826879338578	0	0	2.859047619047619	5.1425507201867235	JPH2;PHLDA3
anion transmembrane transporter activity (GO:0008509)	3/62	0.16865690395083557	0.4822826879338578	0	0	2.1821847233629508	3.8840461088251934	ABCC2;ABCC8;SLC4A1
phospholipase inhibitor activity (GO:0004859)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	ANXA1
C-C chemokine binding (GO:0019957)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	ZFP36
cyclic nucleotide-dependent protein kinase activity (GO:0004690)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	PRKG2
protein phosphatase activator activity (GO:0072542)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	PPP1R15A
dipeptidyl-peptidase activity (GO:0008239)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	FAP
sodium:bicarbonate symporter activity (GO:0008510)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	SLC4A1
phosphatidylcholine transporter activity (GO:0008525)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	ABCB4
epinephrine binding (GO:0051379)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	ADRA2A
monoamine transmembrane transporter activity (GO:0008504)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	SLC6A2
coreceptor activity involved in Wnt signaling pathway (GO:0071936)	1/8	0.16885676843727396	0.4822826879338578	0	0	6.120300751879699	10.886206167102543	GPC6
cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	2/33	0.17367894261827793	0.49223868399117804	0	0	2.766678482807515	4.843200279617649	CDKN1A;CCND1
cyclin-dependent protein kinase activity (GO:0097472)	2/34	0.18190618662719962	0.49223868399117804	0	0	2.6800824175824176	4.567568471483895	CDKN1A;CCND1
E-box binding (GO:0070888)	2/34	0.18190618662719962	0.49223868399117804	0	0	2.6800824175824176	4.567568471483895	MYC;TWIST1
ATP transmembrane transporter activity (GO:0005347)	1/9	0.18785596415557437	0.49223868399117804	0	0	5.354989035087719	8.953968769358882	SLC25A25
UDP-xylosyltransferase activity (GO:0035252)	1/9	0.18785596415557437	0.49223868399117804	0	0	5.354989035087719	8.953968769358882	XYLT1
UDP-glucosyltransferase activity (GO:0035251)	1/9	0.18785596415557437	0.49223868399117804	0	0	5.354989035087719	8.953968769358882	GYS2
macromolecule transmembrane transporter activity (GO:0022884)	1/9	0.18785596415557437	0.49223868399117804	0	0	5.354989035087719	8.953968769358882	MCL1
phosphatase activator activity (GO:0019211)	1/9	0.18785596415557437	0.49223868399117804	0	0	5.354989035087719	8.953968769358882	PPP1R15A
retinoid X receptor binding (GO:0046965)	1/9	0.18785596415557437	0.49223868399117804	0	0	5.354989035087719	8.953968769358882	ARID5A
