Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
sarcoplasmic reticulum (GO:0016529)	4/29	0.08488364513561385	0.7710443518038912	0	0	2.599378238341969	6.411298427793529	SLN;ATP2A3;CASQ2;CASQ1
pseudopodium (GO:0031143)	2/9	0.09252532221646693	0.7710443518038912	0	0	4.638177339901477	11.040127912143044	ACTN2;F2RL1
NMDA selective glutamate receptor complex (GO:0017146)	2/9	0.09252532221646693	0.7710443518038912	0	0	4.638177339901477	11.040127912143044	GRIN2A;GRIN2C
clathrin-coated vesicle membrane (GO:0030665)	8/81	0.09776032100293972	0.7820825680235177	0	0	1.7820089741459129	4.143592309980657	CHRM2;SYT1;CD207;CD3G;ROR2;LRP2;IL7R;CD3D
sarcoplasm (GO:0016528)	4/31	0.10284572222285218	0.791120940175786	0	0	2.4065758331734153	5.473817513360834	SLN;ATP2A3;CASQ2;CASQ1
sodium channel complex (GO:0034706)	2/10	0.11134404305255814	0.7953145932325582	0	0	4.058189655172414	8.908255416984641	GRIK5;GRIK3
CatSper complex (GO:0036128)	2/10	0.11134404305255814	0.7953145932325582	0	0	4.058189655172414	8.908255416984641	CATSPER2;CATSPERB
intermediate filament (GO:0005882)	5/46	0.12686599480952662	0.8749378952381146	0	0	1.9812593545123005	4.090555432415529	DSP;KRT18;KRT8;KRT7;DLGAP2
filopodium (GO:0030175)	6/60	0.13418056215282737	0.8927835413989371	0	0	1.8054594386774319	3.6263896919432854	GPM6A;CXADR;ACTN2;PDPN;TBC1D10C;EZR
invadopodium (GO:0071437)	2/12	0.15144901093693303	0.8927835413989371	0	0	3.2462068965517243	6.127235877952982	PDPN;EZR
pericentric heterochromatin (GO:0005721)	2/12	0.15144901093693303	0.8927835413989371	0	0	3.2462068965517243	6.127235877952982	HELLS;IKZF1
filopodium membrane (GO:0031527)	2/12	0.15144901093693303	0.8927835413989371	0	0	3.2462068965517243	6.127235877952982	PDPN;TBC1D10C
platelet alpha granule (GO:0031091)	8/90	0.1517732020378193	0.8927835413989371	0	0	1.585661749165152	2.9895558640441635	SERPINE2;MMRN1;ACTN2;QSOX1;VEGFD;TIMP1;SERPINA5;SNCA
cortical cytoskeleton (GO:0030863)	5/52	0.18299740155347535	0.9999956280230751	0	0	1.727780944850034	2.9342615685876146	CDH2;SHROOM2;SHROOM3;EZR;CORO1A
contractile fiber (GO:0043292)	3/26	0.18988435578798915	0.9999956280230751	0	0	2.117455077465581	3.5178129155327253	TMOD1;OBSCN;TMOD2
integral component of Golgi membrane (GO:0030173)	4/40	0.20111823282653246	0.9999956280230751	0	0	1.804068317021685	2.8934771978938154	CSGALNACT1;SYT4;QSOX1;TVP23A
myofibril (GO:0030016)	3/27	0.2050431175071301	0.9999956280230751	0	0	2.0291199309749786	3.215211534927127	TMOD1;OBSCN;TMOD2
actin filament (GO:0005884)	5/55	0.2139641754473738	0.9999956280230751	0	0	1.6238547968885046	2.5038975168029625	TMOD1;ACTN2;GAS2;EZR;CORO1A
intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)	2/15	0.2155313768326969	0.9999956280230751	0	0	2.496684350132626	3.831533591689713	RASAL3;SPTB
Cul3-RING ubiquitin ligase complex (GO:0031463)	6/70	0.22059455442665823	0.9999956280230751	0	0	1.5225454152249136	2.301219077805925	KBTBD12;KLHL14;KLHDC7B;KLHL4;KCTD17;KBTBD11
actin-based cell projection (GO:0098858)	6/70	0.22059455442665823	0.9999956280230751	0	0	1.5225454152249136	2.301219077805925	GPM6A;CXADR;ACTN2;PDPN;EZR;ATP6V1B1
microvillus (GO:0005902)	4/42	0.22591602277226108	0.9999956280230751	0	0	1.708935551313517	2.5421987340273704	PDPN;SYTL1;EZR;ATP6V1B1
intermediate filament cytoskeleton (GO:0045111)	6/71	0.23011512962538805	0.9999956280230751	0	0	1.4990417886611658	2.202355516912466	DSP;CARMIL2;KRT18;KRT8;KRT7;EVPL
multivesicular body (GO:0005771)	3/29	0.23610852678704583	0.9999956280230751	0	0	1.8728346717992965	2.703368903035015	CD79A;LRAT;RAB27B
endocytic vesicle (GO:0030139)	8/108	0.29112905708160725	0.9999956280230751	0	0	1.2989948006932408	1.6029447949993192	CEMIP;CD207;PLD4;CTLA4;RAB38;RAB17;CORO1A;RAB11FIP4
specific granule lumen (GO:0035580)	5/62	0.29146738272664674	0.9999956280230751	0	0	1.4239033192315274	1.7554267051593921	SLPI;CXCL1;QSOX1;PTX3;HPSE
IPAF inflammasome complex (GO:0072557)	1/6	0.30175315127304825	0.9999956280230751	0	0	3.2442721791559	3.887111655644413	CASP12
axolemma (GO:0030673)	1/6	0.30175315127304825	0.9999956280230751	0	0	3.2442721791559	3.887111655644413	CNTNAP2
platelet dense granule membrane (GO:0031088)	1/6	0.30175315127304825	0.9999956280230751	0	0	3.2442721791559	3.887111655644413	RAB27B
meiotic cohesin complex (GO:0030893)	1/6	0.30175315127304825	0.9999956280230751	0	0	3.2442721791559	3.887111655644413	REC8
striated muscle thin filament (GO:0005865)	2/19	0.30346197401496583	0.9999956280230751	0	0	1.9088235294117648	2.2762700886903793	TMOD1;TMOD2
cation channel complex (GO:0034703)	5/65	0.3261195928657462	0.9999956280230751	0	0	1.3524920772111784	1.5154553564436368	GRIN2A;PDE4D;CASQ2;GRIN2C;KCNK1
specific granule (GO:0042581)	11/160	0.32660042319652066	0.9999956280230751	0	0	1.1987183598738185	1.341387185101311	ADGRG3;CD53;SNAP25;SLPI;CLEC12A;RAB37;SLCO4C1;CXCL1;QSOX1;PTX3;HPSE
clathrin-coated endocytic vesicle (GO:0045334)	4/50	0.33073502379907804	0.9999956280230751	0	0	1.4111286325749042	1.5613259984032	CEMIP;CD207;CTLA4;ROR2
extrinsic component of external side of plasma membrane (GO:0031232)	1/7	0.3423334062071377	0.9999956280230751	0	0	2.7034165948894633	2.8979818788078506	SERPINE2
multivesicular body membrane (GO:0032585)	1/7	0.3423334062071377	0.9999956280230751	0	0	2.7034165948894633	2.8979818788078506	RAB27B
L-type voltage-gated calcium channel complex (GO:1990454)	1/7	0.3423334062071377	0.9999956280230751	0	0	2.7034165948894633	2.8979818788078506	CACNB2
Golgi lumen (GO:0005796)	7/98	0.3429649190230652	0.9999956280230751	0	0	1.2485514485514486	1.336108758253358	MUC16;MMP16;OGN;SDC1;GPC5;NGF;HS3ST1
platelet dense granule (GO:0042827)	2/21	0.34697314198142215	0.9999956280230751	0	0	1.7077132486388384	1.8076279691627042	RAB27B;SGPP2
platelet alpha granule lumen (GO:0031093)	5/67	0.3494574804581894	0.9999956280230751	0	0	1.3087238966180612	1.375957470484892	MMRN1;ACTN2;QSOX1;VEGFD;TIMP1
tertiary granule (GO:0070820)	11/164	0.35609101679965943	0.9999956280230751	0	0	1.1671294640068597	1.2051416050602328	CD53;DSP;SNAP25;NFASC;CR1;FRMPD3;CLEC12A;TBC1D10C;CXCL1;QSOX1;PTX3
cortical actin cytoskeleton (GO:0030864)	4/52	0.3575833366200756	0.9999956280230751	0	0	1.3521876799078871	1.390572007908107	CDH2;SHROOM2;SHROOM3;CORO1A
dendrite (GO:0030425)	14/215	0.36917852723153805	0.9999956280230751	0	0	1.130748695546657	1.1267627366345427	CNTNAP2;BDNF;GRIK3;KNDC1;NSG1;HTR2A;LRP2;CPT1C;NGF;C4A;RELN;RAB17;TP63;CCR2
ruffle membrane (GO:0032587)	4/53	0.3710079104396385	0.9999956280230751	0	0	1.3245215184519403	1.313305330711619	PSD4;PSD3;PDPN;EPS8L1
trans-Golgi network membrane (GO:0032588)	6/85	0.3728211883628327	0.9999956280230751	0	0	1.232469011431825	1.216023391156932	SCAMP5;MMP24;PLD4;AP1S3;NSG1;AP1M2
chromatoid body (GO:0033391)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	DDX25
clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	SYT1
spectrin-associated cytoskeleton (GO:0014731)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	SPTB
lamellipodium membrane (GO:0031258)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	PDPN
spherical high-density lipoprotein particle (GO:0034366)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	HPR
HFE-transferrin receptor complex (GO:1990712)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	BMPR1B
clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	SYT1
G-protein coupled receptor dimeric complex (GO:0038037)	1/8	0.38055715203626095	0.9999956280230751	0	0	2.3170911775562937	2.2385856039876466	RAMP1
recycling endosome (GO:0055037)	8/119	0.38795683902888517	0.9999956280230751	0	0	1.1695785907224383	1.1074285705523963	SCAMP5;EHD3;SLC9A7;MYO5B;MLC1;NSG1;RAB17;RAB11FIP4
calcium channel complex (GO:0034704)	2/24	0.41036087069518573	0.9999956280230751	0	0	1.4746081504702195	1.3134605150618017	PDE4D;CASQ2
anchored component of plasma membrane (GO:0046658)	3/40	0.4129177291018695	0.9999956280230751	0	0	1.3152764498752418	1.1633711071699802	NTNG1;LYPD3;MELTF
junctional sarcoplasmic reticulum membrane (GO:0014701)	1/9	0.4165611206776661	0.9999956280230751	0	0	2.027347114556417	1.7753926316682977	CASQ2
axon initial segment (GO:0043194)	1/9	0.4165611206776661	0.9999956280230751	0	0	2.027347114556417	1.7753926316682977	NFASC
signal recognition particle (GO:0048500)	1/9	0.4165611206776661	0.9999956280230751	0	0	2.027347114556417	1.7753926316682977	DERL3
juxtaparanode region of axon (GO:0044224)	1/9	0.4165611206776661	0.9999956280230751	0	0	2.027347114556417	1.7753926316682977	CNTNAP2
nuclear inner membrane (GO:0005637)	2/25	0.4308244432515441	0.9999956280230751	0	0	1.4104197901049476	1.187650466687985	DPY19L2P1;DPY19L2P2
centriolar satellite (GO:0034451)	2/25	0.4308244432515441	0.9999956280230751	0	0	1.4104197901049476	1.187650466687985	KRT18;SSX2IP
specific granule membrane (GO:0035579)	6/91	0.43584258128533093	0.9999956280230751	0	0	1.145104823936495	0.9509799586701018	CD53;ADGRG3;SNAP25;CLEC12A;RAB37;SLCO4C1
NLRP3 inflammasome complex (GO:0072559)	1/10	0.45047411699752626	0.9999956280230751	0	0	1.8019906211120682	1.4370058136309138	CASP12
ficolin-1-rich granule membrane (GO:0101003)	4/61	0.47649844699783356	0.9999956280230751	0	0	1.1381389570645093	0.8436919551558203	DSP;NFASC;CR1;TBC1D10C
proton-transporting V-type ATPase complex (GO:0033176)	1/11	0.48241747794897666	0.9999956280230751	0	0	1.621705426356589	1.1821347155433026	ATP6V1B1
ISWI-type complex (GO:0031010)	1/11	0.48241747794897666	0.9999956280230751	0	0	1.621705426356589	1.1821347155433026	CECR2
beta-catenin-TCF complex (GO:1990907)	1/11	0.48241747794897666	0.9999956280230751	0	0	1.621705426356589	1.1821347155433026	LEF1
Golgi stack (GO:0005795)	2/28	0.4898105291632766	0.9999956280230751	0	0	1.2474801061007958	0.8903722566914055	GCNT1;RAB27B
rough endoplasmic reticulum (GO:0005791)	2/28	0.4898105291632766	0.9999956280230751	0	0	1.2474801061007958	0.8903722566914055	LRAT;PTGDS
integral component of nuclear inner membrane (GO:0005639)	1/12	0.5125055051009326	0.9999956280230751	0	0	1.4741993579202881	0.9854194596358773	P2RX5
node of Ranvier (GO:0033268)	1/12	0.5125055051009326	0.9999956280230751	0	0	1.4741993579202881	0.9854194596358773	NFASC
neurotransmitter receptor complex (GO:0098878)	1/12	0.5125055051009326	0.9999956280230751	0	0	1.4741993579202881	0.9854194596358773	GRID2
trans-Golgi network (GO:0005802)	11/185	0.512903034106902	0.9999956280230751	0	0	1.0251155916394539	0.6844373576311357	SCAMP5;MMP24;SLC9A7;PIFO;GCNT1;PLD4;RAB38;CHAC1;AP1S3;NSG1;AP1M2
early endosome (GO:0005769)	13/222	0.5291823020895919	0.9999956280230751	0	0	1.0084783523013563	0.6418181024515883	NTRK1;CNTNAP2;MLC1;CXCR4;NSG1;SNX20;CD8B;LAMP3;CD207;TMEM108;F2RL1;RAB38;RAB17
smooth endoplasmic reticulum (GO:0005790)	1/13	0.5408458723198144	0.9999956280230751	0	0	1.3512776342233705	0.8305235226856706	CASQ1
intercalated disc (GO:0014704)	2/31	0.5448004996368163	0.9999956280230751	0	0	1.1182520808561236	0.6791543063570985	DSP;CDH2
endoplasmic reticulum subcompartment (GO:0098827)	1/14	0.5675400098011336	0.9999956280230751	0	0	1.2472669449413636	0.7065069151020402	REEP1
platelet dense granule lumen (GO:0031089)	1/14	0.5675400098011336	0.9999956280230751	0	0	1.2472669449413636	0.7065069151020402	SGPP2
MHC class II protein complex (GO:0042613)	1/14	0.5675400098011336	0.9999956280230751	0	0	1.2472669449413636	0.7065069151020402	HLA-DOB
dystrophin-associated glycoprotein complex (GO:0016010)	1/14	0.5675400098011336	0.9999956280230751	0	0	1.2472669449413636	0.7065069151020402	SGCA
main axon (GO:0044304)	2/33	0.5790928095044945	0.9999956280230751	0	0	1.0459955506117908	0.5714195468223079	CNTNAP2;NFASC
clathrin-coated endocytic vesicle membrane (GO:0030669)	2/33	0.5790928095044945	0.9999956280230751	0	0	1.0459955506117908	0.5714195468223079	CD207;ROR2
keratin filament (GO:0045095)	1/15	0.5926834656819208	0.9999956280230751	0	0	1.158114925556786	0.6058039036798363	KRT18
lamellar body (GO:0042599)	1/15	0.5926834656819208	0.9999956280230751	0	0	1.158114925556786	0.6058039036798363	SPINK5
trans-Golgi network transport vesicle (GO:0030140)	1/15	0.5926834656819208	0.9999956280230751	0	0	1.158114925556786	0.6058039036798363	RAB27B
COPI vesicle coat (GO:0030126)	1/15	0.5926834656819208	0.9999956280230751	0	0	1.158114925556786	0.6058039036798363	TMED3
nuclear transcription factor complex (GO:0044798)	4/71	0.5973317195641158	0.9999956280230751	0	0	0.967751914005104	0.4986657957025993	POU2AF1;RORC;RARB;GATA4
cytoplasmic vesicle membrane (GO:0030659)	3/54	0.6144783637931307	0.9999956280230751	0	0	0.9535096178246968	0.4643416012068132	MYO5B;AP1S3;AP1M2
COPI-coated vesicle membrane (GO:0030663)	1/16	0.616366246952637	0.9999956280230751	0	0	1.0808498420901522	0.5230383006473507	TMED3
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	1/16	0.616366246952637	0.9999956280230751	0	0	1.0808498420901522	0.5230383006473507	ATP6V1B1
BLOC-1 complex (GO:0031083)	1/16	0.616366246952637	0.9999956280230751	0	0	1.0808498420901522	0.5230383006473507	SNAP25
pericentriolar material (GO:0000242)	1/16	0.616366246952637	0.9999956280230751	0	0	1.0808498420901522	0.5230383006473507	LCK
tertiary granule membrane (GO:0070821)	4/73	0.6194176892161323	0.9999956280230751	0	0	0.9396010112387675	0.45004582020375633	CD53;SNAP25;FRMPD3;CLEC12A
early endosome membrane (GO:0031901)	4/73	0.6194176892161323	0.9999956280230751	0	0	0.9396010112387675	0.45004582020375633	CD8B;CD207;NSG1;SNX20
tertiary granule lumen (GO:1904724)	3/55	0.6269801660845028	0.9999956280230751	0	0	0.9351231167452048	0.43655322358297866	CXCL1;QSOX1;PTX3
endoplasmic reticulum tubular network (GO:0071782)	1/17	0.638673140504263	0.9999956280230751	0	0	1.0132428940568476	0.45430008940667754	REEP1
platelet alpha granule membrane (GO:0031092)	1/17	0.638673140504263	0.9999956280230751	0	0	1.0132428940568476	0.45430008940667754	SNCA
actin cytoskeleton (GO:0015629)	16/294	0.6428926828793786	0.9999956280230751	0	0	0.9321129483847477	0.4117864994654016	TMOD1;CARMIL2;FYB1;KLHL14;ACTN2;DAPK1;TMOD2;SHROOM2;SHROOM3;CORO1A;SPTB;PARVG;CDH2;GAS2;EZR;SNCA
MHC protein complex (GO:0042611)	1/18	0.6596840157735577	0.9999956280230751	0	0	0.9535897046156964	0.3966879031958189	HLA-DOB
GABA-A receptor complex (GO:1902711)	1/19	0.6794741094870342	0.9999956280230751	0	0	0.9005646473346732	0.3480107337165431	GABRB2
heterochromatin (GO:0000792)	2/41	0.6970182108653383	0.9999956280230751	0	0	0.831078691423519	0.29997265200266704	HELLS;CDKN2A
aggresome (GO:0016235)	2/41	0.6970182108653383	0.9999956280230751	0	0	0.831078691423519	0.29997265200266704	KLHL14;PRKCQ
nuclear heterochromatin (GO:0005720)	1/20	0.6981142941861775	0.9999956280230751	0	0	0.8531211750305998	0.30658824201638896	IKZF1
cytoplasmic vesicle (GO:0031410)	11/215	0.7105634949615011	0.9999956280230751	0	0	0.872957871245805	0.29828705853749227	BDNF;CD207;PDPN;MLC1;CXCR4;RAB17;NGF;RAB11FIP4;TMEM198;NKD2;ADD2
polymeric cytoskeletal fiber (GO:0099513)	11/221	0.7433122515109928	0.9999956280230751	0	0	0.8477431632948574	0.25147373914549925	TMOD1;DSP;KRT18;ACTN2;KIF26B;KRT8;GAS2;KRT7;EZR;CORO1A;TRIM55
lysosomal lumen (GO:0043202)	4/86	0.7434740235503087	0.9999956280230751	0	0	0.7900922532541388	0.2342002927300302	OGN;SDC1;GPC5;HPSE
endosome lumen (GO:0031904)	1/24	0.7624544137444464	0.9999956280230751	0	0	0.704602479122196	0.19109704041243505	PRLR
late endosome membrane (GO:0031902)	2/48	0.7764800141245872	0.9999956280230751	0	0	0.7043478260869566	0.17818899466008978	ANXA8;RAB27B
late endosome (GO:0005770)	6/140	0.8297810229732588	0.9999956280230751	0	0	0.7244745132469143	0.13518219215750873	NTRK1;CD79A;CXCR4;LRAT;ANXA8;NSG1
lytic vacuole (GO:0000323)	8/183	0.8405777289909248	0.9999956280230751	0	0	0.7393117108195097	0.12839319737213076	MLC1;PRSS16;CXCR4;RAB38;HPSE;LRP2;HLA-DOB;SNCA
endosomal part (GO:0044440)	1/31	0.843854840860083	0.9999956280230751	0	0	0.5399942578237152	0.09167741101061924	PRLR
vesicle coat (GO:0030120)	1/31	0.843854840860083	0.9999956280230751	0	0	0.5399942578237152	0.09167741101061924	TMED3
caveola (GO:0005901)	2/56	0.8444140601683191	0.9999956280230751	0	0	0.5997445721583653	0.10142419124967475	MLC1;TFPI
Golgi-associated vesicle (GO:0005798)	2/58	0.8581800370535815	0.9999956280230751	0	0	0.5782635467980296	0.08844041797562825	TMED3;RAB27B
azurophil granule membrane (GO:0035577)	2/58	0.8581800370535815	0.9999956280230751	0	0	0.5782635467980296	0.08844041797562825	RAB37;SLCO4C1
phagocytic vesicle (GO:0045335)	3/83	0.8678864395765196	0.9999956280230751	0	0	0.6069240724762727	0.08599774403194306	PLD4;RAB38;CORO1A
condensed nuclear chromosome (GO:0000794)	1/34	0.8695587223697315	0.9999956280230751	0	0	0.49082556834494817	0.06860240092402595	REC8
fibrillar center (GO:0001650)	5/131	0.8839983703313354	0.9999956280230751	0	0	0.6417801923419901	0.07913153613451498	SP140;CAMK4;PAX5;EZR;E2F5
lipid droplet (GO:0005811)	2/64	0.8930506343877899	0.9999956280230751	0	0	0.5221357063403782	0.0590598131128055	ALOX15;FAAH2
Golgi membrane (GO:0000139)	20/442	0.9018767282065523	0.9999956280230751	0	0	0.7642698848781135	0.07893183199640721	CHST8;CSGALNACT1;GALNT6;ST6GAL2;CHPF;GCNT1;PLD4;NSG1;RAB33A;SCAMP5;MGAT4C;MMP24;B3GNT7;SLC9A7;CHST15;TMED3;CHST1;AP1S3;AP1M2;GALNT9
cytoskeleton (GO:0005856)	24/520	0.9022884524774758	0.9999956280230751	0	0	0.7798911502919667	0.0801892019542303	TMOD1;SNAP25;CARMIL2;FYB1;KLHL14;DAPK1;ACTN2;MCF2;TMOD2;KRT8;SHROOM2;RHOH;SHROOM3;NOD2;KLHL4;SPTB;EVPL;SYN1;PSRC1;PARVG;SOX9;EZR;MPZL2;SNCA
cullin-RING ubiquitin ligase complex (GO:0031461)	7/181	0.9069569157426174	0.9999956280230751	0	0	0.6500870776732846	0.06348771979081674	KBTBD12;KLHL14;FBXO2;KLHDC7B;KLHL4;KCTD17;KBTBD11
contractile actin filament bundle (GO:0097517)	1/40	0.9089767066912311	0.9999956280230751	0	0	0.41518143068530666	0.039623176273561364	NEBL
stress fiber (GO:0001725)	1/40	0.9089767066912311	0.9999956280230751	0	0	0.41518143068530666	0.039623176273561364	NEBL
P-body (GO:0000932)	2/68	0.9116776391757986	0.9999956280230751	0	0	0.4903866248693835	0.04534547117609006	ZC3H12D;APOBEC3H
cytoplasmic stress granule (GO:0010494)	1/41	0.9142756478982116	0.9999956280230751	0	0	0.40478036175710597	0.036277698713628764	GRB7
coated vesicle (GO:0030135)	2/71	0.9236027531911394	0.9999956280230751	0	0	0.4689905047476262	0.037272185829841785	FCHO1;TMED3
cell cortex part (GO:0044448)	1/44	0.9283936718834094	0.9999956280230751	0	0	0.37647977885944356	0.02797222949644762	EZR
perinuclear region of cytoplasm (GO:0048471)	16/378	0.929891572052381	0.9999956280230751	0	0	0.71258183641395	0.05179564175335302	CYFIP2;CHODL;GALNT6;GSDMA;BDNF;SPINK5;APLP1;STMN2;MLC1;NLRC3;LAMP3;CTLA4;LRAT;EZR;CCR2;SNCA
secretory granule lumen (GO:0034774)	13/317	0.930216640411566	0.9999956280230751	0	0	0.6897931840043974	0.04989810295708061	PCSK2;ACTN2;VEGFD;CXCL1;SGPP2;C3;SLPI;MMRN1;CRISPLD2;QSOX1;PTX3;TIMP1;HPSE
Golgi subcompartment (GO:0098791)	21/479	0.9312881104744439	0.9999956280230751	0	0	0.7386074423339674	0.05257894230725448	CHST8;CSGALNACT1;GALNT6;ST6GAL2;CHPF;PIFO;GCNT1;RAB27B;RAB33A;SCAMP5;MGAT4C;B3GNT7;SLC9A7;CHST15;TMED3;CHST1;RAB38;AP1S3;CHAC1;AP1M2;GALNT9
RNA polymerase II transcription factor complex (GO:0090575)	5/147	0.9338486221412488	0.9999956280230751	0	0	0.5689799992696021	0.038941519552673186	POU2AF1;LEF1;RORC;RARB;GATA4
