Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ionotropic glutamate receptor complex (GO:0008328)	3/39	0.05912684169944554	0.47923861166919013	0	0	3.5805800293685754	10.126131978408893	OLFM2;GRIN2B;SHANK2
anchored component of external side of plasma membrane (GO:0031362)	2/18	0.06264161723447204	0.4823404527054347	0	0	5.36456043956044	14.861578097657857	CA4;THY1
aggresome (GO:0016235)	3/41	0.0667395590979305	0.48942343338482364	0	0	3.3917806631115233	9.181405805701065	HOXD3;HOXC9;HSPA1B
cytoplasmic vesicle lumen (GO:0060205)	6/129	0.07577508268245324	0.5077976203368195	0	0	2.1004813152344384	5.419211892704315	DLC1;SAA1;HBB;ALDOC;HBA1;APOB
actin cytoskeleton (GO:0015629)	11/294	0.07583990433601849	0.5077976203368195	0	0	1.678524457684324	4.329133930020008	GYS2;C10ORF90;SPTA1;NOTCH3;ARC;ANXA1;ABCB4;DLC1;MYADM;AMPH;RND1
tertiary granule (GO:0070820)	7/164	0.0828405373041485	0.5315601143682862	0	0	1.9207643312101912	4.784312317379685	DLC1;PKP1;HBB;SLC2A3;ALDOC;PPBP;FCAR
intrinsic component of external side of plasma membrane (GO:0031233)	2/22	0.08915363650082643	0.5491864008450908	0	0	4.2907692307692304	10.37248041469309	CA4;THY1
clathrin-coated endocytic vesicle (GO:0045334)	3/50	0.10597294803916203	0.6011325627019232	0	0	2.7410254006935983	6.152427288550818	APOB;LDLR;HBEGF
clathrin-coated vesicle membrane (GO:0030665)	4/81	0.11439788607654673	0.6011325627019232	0	0	2.232275450818497	4.839735415937628	SYT2;APOB;LDLR;HBEGF
cortical actin cytoskeleton (GO:0030864)	3/52	0.11568772646181939	0.6011325627019232	0	0	2.6288771015013936	5.670121787168274	GYS2;DLC1;MYADM
focal adhesion (GO:0005925)	12/356	0.11740691309464582	0.6011325627019232	0	0	1.5050169845832244	3.2239111628169965	ANXA1;MME;FAP;ABCB4;MCAM;DLC1;PLAUR;CSPG4;THY1;HSPG2;HSPA1B;ICAM1
dendrite (GO:0030425)	8/215	0.12083168073051839	0.6011325627019232	0	0	1.6643319023487513	3.517327093625327	CRHBP;SCGN;MME;KCND2;LRP4;THY1;PRSS12;SHANK2
FACIT collagen trimer (GO:0005593)	1/6	0.12951764192597218	0.6011325627019232	0	0	8.569298245614036	17.51511582601944	COL16A1
protein kinase complex (GO:1902911)	1/6	0.12951764192597218	0.6011325627019232	0	0	8.569298245614036	17.51511582601944	IRS1
sarcoplasmic reticulum (GO:0016529)	2/29	0.14147861079405477	0.6011325627019232	0	0	3.1772079772079773	6.213369314881715	JPH2;THBS1
extrinsic component of external side of plasma membrane (GO:0031232)	1/7	0.1494141035349647	0.6011325627019232	0	0	7.140716374269005	13.574741823876604	ANXA1
flotillin complex (GO:0016600)	1/7	0.1494141035349647	0.6011325627019232	0	0	7.140716374269005	13.574741823876604	LRP4
extrinsic component of endosome membrane (GO:0031313)	1/7	0.1494141035349647	0.6011325627019232	0	0	7.140716374269005	13.574741823876604	ANXA1
messenger ribonucleoprotein complex (GO:1990124)	1/7	0.1494141035349647	0.6011325627019232	0	0	7.140716374269005	13.574741823876604	PKP1
endosomal part (GO:0044440)	2/31	0.1574217089911186	0.6011325627019232	0	0	2.957787040545661	5.468436629766992	ANXA1;APOB
sarcoplasm (GO:0016528)	2/31	0.1574217089911186	0.6011325627019232	0	0	2.957787040545661	5.468436629766992	JPH2;THBS1
specific granule (GO:0042581)	6/160	0.16069794647817337	0.6011325627019232	0	0	1.6749791228726927	3.062245046584849	DLC1;PLAUR;SLC2A3;CD36;SLC27A2;FCAR
ficolin-1-rich granule membrane (GO:0101003)	3/61	0.1630720779781861	0.6011325627019232	0	0	2.2199225277229226	4.0259693141471695	PKP1;SLC2A3;FCAR
vacuolar lumen (GO:0005775)	6/161	0.16394524437325178	0.6011325627019232	0	0	1.6640869751806022	3.0090399808821444	GPC3;CSPG5;CSPG4;APOB;HSPG2;GPC6
spectrin-associated cytoskeleton (GO:0014731)	1/8	0.16885676843727396	0.6047428451009347	0	0	6.120300751879699	10.886206167102543	SPTA1
fibrillar center (GO:0001650)	5/131	0.18107986217903868	0.6155280527650735	0	0	1.7046811349908695	2.9129883033858945	KLF6;SAMD4A;ZNF385B;TFCP2L1;HOXB5
RISC-loading complex (GO:0070578)	1/9	0.18785596415557437	0.6155280527650735	0	0	5.354989035087719	8.953968769358882	ZFP36
NMDA selective glutamate receptor complex (GO:0017146)	1/9	0.18785596415557437	0.6155280527650735	0	0	5.354989035087719	8.953968769358882	GRIN2B
junctional sarcoplasmic reticulum membrane (GO:0014701)	1/9	0.18785596415557437	0.6155280527650735	0	0	5.354989035087719	8.953968769358882	JPH2
platelet alpha granule lumen (GO:0031093)	3/67	0.19735296739747565	0.6331741037335678	0	0	2.0111852973568283	3.2636739507923305	SERPINE1;PPBP;THBS1
microtubule (GO:0005874)	7/210	0.20611673128719923	0.6447930498127526	0	0	1.481992337164751	2.340529191858392	CRHBP;TPPP3;CYP2A6;TUBB2A;CAPN6;KIF25;SAA1
cytoplasmic microtubule (GO:0005881)	2/38	0.21530955938519225	0.6447930498127526	0	0	2.381807081807082	3.657689867835587	CYP2A6;SAA1
peroxisomal membrane (GO:0005778)	2/40	0.23221884504213094	0.6447930498127526	0	0	2.2562174667437827	3.2942468403723777	ABCD2;SLC27A2
anchored component of plasma membrane (GO:0046658)	2/40	0.23221884504213094	0.6447930498127526	0	0	2.2562174667437827	3.2942468403723777	CA4;THY1
early endosome membrane (GO:0031901)	3/73	0.23316798074977693	0.6447930498127526	0	0	1.83823159219635	2.676458098528387	ANXA1;DKK1;TMEM163
neurotransmitter receptor complex (GO:0098878)	1/12	0.24229252752124422	0.6447930498127526	0	0	3.893939393939394	5.520085443845079	SHANK2
invadopodium (GO:0071437)	1/12	0.24229252752124422	0.6447930498127526	0	0	3.893939393939394	5.520085443845079	FAP
node of Ranvier (GO:0033268)	1/12	0.24229252752124422	0.6447930498127526	0	0	3.893939393939394	5.520085443845079	KCNQ3
ficolin-1-rich granule (GO:0101002)	6/184	0.24542992010675266	0.6447930498127526	0	0	1.4473454744761953	2.0331496256004784	PKP1;HBB;SLC2A3;ALDOC;FCAR;HSPA1B
RNA polymerase II transcription factor complex (GO:0090575)	5/147	0.24637703807689118	0.6447930498127526	0	0	1.5113579708338527	2.1172496551502245	JUN;JUND;RORB;FOS;JUNB
smooth endoplasmic reticulum (GO:0005790)	1/13	0.2596165126115735	0.6447930498127526	0	0	3.569261695906433	4.813326747376787	APOB
endoribonuclease complex (GO:1902555)	1/13	0.2596165126115735	0.6447930498127526	0	0	3.569261695906433	4.813326747376787	ZFP36
secondary lysosome (GO:0005767)	1/13	0.2596165126115735	0.6447930498127526	0	0	3.569261695906433	4.813326747376787	CRHBP
cell cortex part (GO:0044448)	2/44	0.26622649851926694	0.6447930498127526	0	0	2.040920983778127	2.7009708191735857	SLC4A1;SELE
nucleolar part (GO:0044452)	5/153	0.2723066624523463	0.6447930498127526	0	0	1.4496382444391294	1.8857277166142465	KLF6;SAMD4A;ZNF385B;TFCP2L1;HOXB5
ribonucleoprotein granule (GO:0035770)	3/80	0.2762306193548462	0.6447930498127526	0	0	1.670518908404371	2.1491546242213273	MYH1;MAP1LC3C;NFKBIZ
integral component of peroxisomal membrane (GO:0005779)	1/14	0.2765452540333404	0.6447930498127526	0	0	3.2945344129554655	4.234731292602099	SLC27A2
endolysosome membrane (GO:0036020)	1/14	0.2765452540333404	0.6447930498127526	0	0	3.2945344129554655	4.234731292602099	LDLR
intermediate filament (GO:0005882)	2/46	0.2832457229351376	0.6447930498127526	0	0	1.947952047952048	2.457225564734212	PKP1;SHANK2
membrane raft (GO:0045121)	4/119	0.2891979097278069	0.6447930498127526	0	0	1.491736251079758	1.8507136540944888	MYADM;THY1;CD36;SELE
very-low-density lipoprotein particle (GO:0034361)	1/15	0.29308774991488756	0.6447930498127526	0	0	3.0590538847117794	3.7543255233136	APOB
intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)	1/15	0.29308774991488756	0.6447930498127526	0	0	3.0590538847117794	3.7543255233136	SPTA1
AMPA glutamate receptor complex (GO:0032281)	1/18	0.3404847058921239	0.7124051936824336	0	0	2.5188338493292055	2.713753985641403	OLFM2
nuclear euchromatin (GO:0005719)	1/18	0.3404847058921239	0.7124051936824336	0	0	2.5188338493292055	2.713753985641403	JUN
autophagosome membrane (GO:0000421)	1/18	0.3404847058921239	0.7124051936824336	0	0	2.5188338493292055	2.713753985641403	MAP1LC3C
ruffle membrane (GO:0032587)	2/53	0.3423245735876629	0.7124051936824336	0	0	1.6799827623357035	1.8009347112467506	FAP;DLC1
cytoplasmic ribonucleoprotein granule (GO:0036464)	5/170	0.3482211150337922	0.7150140228693866	0	0	1.2991418610887637	1.3704876309871183	MYH1;ZFP36;MAP1LC3C;NFKBIZ;SAMD4A
dendrite membrane (GO:0032590)	1/20	0.3703074248614341	0.7406148497228682	0	0	2.2534626038781163	2.2386387417087494	THY1
endolysosome (GO:0036019)	1/20	0.3703074248614341	0.7406148497228682	0	0	2.2534626038781163	2.2386387417087494	LDLR
euchromatin (GO:0000791)	1/21	0.38471027788128465	0.7595561896630492	0	0	2.1406798245614036	2.044915983791272	JUN
polymeric cytoskeletal fiber (GO:0099513)	6/221	0.3929033027361336	0.7641876613350171	0	0	1.1959779301809932	1.1172727112580656	CRHBP;TPPP3;ANXA1;TUBB2A;KIF25;PKP1
early endosome (GO:0005769)	6/222	0.396980603290918	0.7641876613350171	0	0	1.1903794037940378	1.0997532696308088	ANXA1;ADPRHL1;APOB;DKK1;TMEM163;LDLR
cytoskeleton (GO:0005856)	13/520	0.41015599901330324	0.7798027635561567	0	0	1.0993300993300994	0.9797424495384208	NOTCH3;ABCB4;SLC4A1;SELE;RND1;SPTA1;C10ORF90;GYS2;ARC;PCLO;ALDOC;AMPH;HOXC8
endoplasmic reticulum exit site (GO:0070971)	1/24	0.42597623214937314	0.7903655391687164	0	0	1.8611746758199847	1.5882738479968475	APOB
endosome lumen (GO:0031904)	1/24	0.42597623214937314	0.7903655391687164	0	0	1.8611746758199847	1.5882738479968475	APOB
lipid droplet (GO:0005811)	2/64	0.43156143839419137	0.7911959703893509	0	0	1.3811414392059553	1.1606358486859487	DGAT2;HSD17B13
cation channel complex (GO:0034703)	2/65	0.4393656087032778	0.7960271028271151	0	0	1.3591487877202162	1.1177957546841015	OLFM2;GRIN2B
P-body (GO:0000932)	2/68	0.46241888101619777	0.8249094195715427	0	0	1.2971694971694971	1.000486246840597	ZFP36;SAMD4A
synaptonemal complex (GO:0000795)	1/28	0.4767333658562812	0.8249094195715427	0	0	1.5851202079272255	1.1742537622007772	C14ORF39
catenin complex (GO:0016342)	1/28	0.4767333658562812	0.8249094195715427	0	0	1.5851202079272255	1.1742537622007772	CDH20
rough endoplasmic reticulum (GO:0005791)	1/28	0.4767333658562812	0.8249094195715427	0	0	1.5851202079272255	1.1742537622007772	CA4
multivesicular body (GO:0005771)	1/29	0.4887067447036927	0.8269205646599198	0	0	1.5284304511278195	1.0943450049375352	CRHBP
perinuclear region of cytoplasm (GO:0048471)	9/378	0.49750224011378424	0.8269205646599198	0	0	1.043880662020906	0.7287907328840483	TMEM100;TPPP3;DGAT2;CAPN6;NOCT;CA4;SELE;HSPA1B;MYO16
lysosome (GO:0005764)	10/422	0.4984672184703565	0.8269205646599198	0	0	1.0388023717990487	0.7232323405115633	CRHBP;MCOLN3;GPC3;CSPG5;CSPG4;APOB;HSPG2;LDLR;GPC6;GPLD1
tertiary granule membrane (GO:0070821)	2/73	0.49957137207058044	0.8269205646599198	0	0	1.2055099829747717	0.8366297195421131	SLC2A3;FCAR
intercalated disc (GO:0014704)	1/31	0.511839562421638	0.8269205646599198	0	0	1.426388888888889	0.9553154822936427	DSG2
peroxisomal part (GO:0044439)	2/75	0.5139652913769782	0.8269205646599198	0	0	1.1723618846906518	0.7803235338728681	ABCD2;SLC27A2
chromatin (GO:0000785)	7/296	0.5167183248646785	0.8269205646599198	0	0	1.0363552479815457	0.6842611998756957	JUN;JUND;MYC;IRF1;KLF4;JUNB;LOXL2
nuclear chromatin (GO:0000790)	6/253	0.5208525634546248	0.8269205646599198	0	0	1.039309855741178	0.6779296224828311	JUN;JUND;MYC;IRF1;KLF4;JUNB
ficolin-1-rich granule lumen (GO:1904813)	3/123	0.5358682408017811	0.8420786641170845	0	0	1.0695484581497798	0.6672559532117963	HBB;ALDOC;HSPA1B
integral component of endoplasmic reticulum membrane (GO:0030176)	3/128	0.5628796860444866	0.875590622735868	0	0	1.0265022026431718	0.5899199094778452	DGAT2;RTN1;SLC27A2
cytoplasmic stress granule (GO:0010494)	1/41	0.6127471359441434	0.9436305893539809	0	0	1.0692434210526316	0.5237185612489493	ZFP36
centriole (GO:0005814)	2/95	0.6422751689238808	0.9697095687674279	0	0	0.9192957580054354	0.4070075836692963	C10ORF90;HSPA1B
endoplasmic reticulum-Golgi intermediate compartment (GO:0005793)	2/95	0.6422751689238808	0.9697095687674279	0	0	0.9192957580054354	0.4070075836692963	CA4;AREG
Golgi subcompartment (GO:0098791)	10/479	0.6585567396713075	0.9752269687225396	0	0	0.9098324294157211	0.38004118779554363	NOTCH3;POSTN;GALNT13;NOTCH4;B3GNT5;CA4;XYLT1;NMNAT2;HS3ST2;CLVS1
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	1/47	0.6630003490103409	0.9752269687225396	0	0	0.9294908466819222	0.3820019273089661	AREG
clathrin-coated vesicle (GO:0030136)	2/100	0.6698646481739268	0.9752269687225396	0	0	0.8721686476788517	0.34946018894557784	SYT2;CLVS1
spindle microtubule (GO:0005876)	1/49	0.678261042228421	0.9752269687225396	0	0	0.8906706871345029	0.3457788881274824	CAPN6
cytosolic small ribosomal subunit (GO:0022627)	1/49	0.678261042228421	0.9752269687225396	0	0	0.8906706871345029	0.3457788881274824	HBA1
kinesin complex (GO:0005871)	1/50	0.6856308020704165	0.9752269687225396	0	0	0.8724489795918368	0.32927619146067744	KIF25
nuclear chromosome (GO:0000228)	1/52	0.6998688082021585	0.9752269687225396	0	0	0.8381492948056416	0.2991039507630236	JUN
small ribosomal subunit (GO:0015935)	1/53	0.7067446511938046	0.9752269687225396	0	0	0.8219888663967612	0.28530070488524795	HBA1
ER to Golgi transport vesicle membrane (GO:0012507)	1/54	0.7134633081083631	0.9752269687225396	0	0	0.8064382654750083	0.27227312955495303	AREG
cytoplasmic vesicle membrane (GO:0030659)	1/54	0.7134633081083631	0.9752269687225396	0	0	0.8064382654750083	0.27227312955495303	SFN
actin filament (GO:0005884)	1/55	0.7200283647122798	0.9752269687225396	0	0	0.7914636127355426	0.2599678362058671	ANXA1
mitochondrial outer membrane (GO:0005741)	2/115	0.7423746811560642	0.9752269687225396	0	0	0.7558105611202957	0.22515687474629625	MAOB;MCL1
specific granule lumen (GO:0035580)	1/62	0.7619674654495152	0.9752269687225396	0	0	0.7003882657463331	0.19040154492189607	DLC1
vacuole (GO:0005773)	1/62	0.7619674654495152	0.9752269687225396	0	0	0.7003882657463331	0.19040154492189607	MAP1LC3C
autophagosome (GO:0005776)	1/64	0.7727545216914067	0.9752269687225396	0	0	0.6780840991367307	0.1748059082066048	MAP1LC3C
microtubule organizing center part (GO:0044450)	2/126	0.7865042915539189	0.9752269687225396	0	0	0.6883729174051755	0.16531764354707637	C10ORF90;HSPA1B
Golgi membrane (GO:0000139)	8/442	0.7947642750474414	0.9752269687225396	0	0	0.7844980653372061	0.18020682910102656	NOTCH3;GALNT13;NOTCH4;B3GNT5;XYLT1;NMNAT2;CLVS1;HS3ST2
nuclear chromosome part (GO:0044454)	7/392	0.7951345468962301	0.9752269687225396	0	0	0.7740606060606061	0.17744870101785667	JUN;JUND;MYC;IRF1;C14ORF39;KLF4;JUNB
mitochondrial envelope (GO:0005740)	1/69	0.7976358085136271	0.9752269687225396	0	0	0.6280637254901961	0.14200719679204163	MAOB
trans-Golgi network (GO:0005802)	3/185	0.7980246575284243	0.9752269687225396	0	0	0.7029457326814155	0.15859565178087778	POSTN;CA4;CLVS1
Cul3-RING ubiquitin ligase complex (GO:0031463)	1/70	0.8022758020185992	0.9752269687225396	0	0	0.618929570302568	0.13635194051436697	KLHL30
intermediate filament cytoskeleton (GO:0045111)	1/71	0.80680963193345	0.9752269687225396	0	0	0.6100563909774436	0.1309593013773931	PKP1
nuclear transcription factor complex (GO:0044798)	1/71	0.80680963193345	0.9752269687225396	0	0	0.6100563909774436	0.1309593013773931	RORB
coated vesicle (GO:0030135)	1/71	0.80680963193345	0.9752269687225396	0	0	0.6100563909774436	0.1309593013773931	CLVS1
nuclear speck (GO:0016607)	5/296	0.8095986606543396	0.9752269687225396	0	0	0.731837119484232	0.15457617358485454	ADAMTS4;NAMPT;NFKBIZ;HSPA1B;AFF2
bicellular tight junction (GO:0005923)	1/72	0.8112397220580035	0.9752269687225396	0	0	0.6014331603657029	0.12581481341107698	CLDN2
COPII-coated ER to Golgi transport vesicle (GO:0030134)	1/75	0.8239309706741481	0.9752269687225396	0	0	0.576961830251304	0.11173934724354952	AREG
late endosome (GO:0005770)	2/140	0.8329661289524716	0.9752269687225396	0	0	0.6180920528746616	0.11296392467814681	CRHBP;LDLR
mitochondrial matrix (GO:0005759)	5/308	0.8356650877324395	0.9752269687225396	0	0	0.7024153742807909	0.12610277701252784	ALAS2;ERBB4;AKR1B15;GLYAT;NAT8L
axon (GO:0030424)	2/141	0.8359088303336053	0.9752269687225396	0	0	0.6136137244050913	0.10998150166521645	MME;PRSS12
secretory granule lumen (GO:0034774)	5/317	0.8532434174317026	0.9811917536785275	0	0	0.6818342977081915	0.10821419816332573	DLC1;SERPINE1;ALDOC;PPBP;THBS1
phagocytic vesicle (GO:0045335)	1/83	0.8537642532007966	0.9811917536785275	0	0	0.52045892169448	0.08228464577714296	CD36
trans-Golgi network membrane (GO:0032588)	1/85	0.8603981719459229	0.9814912479975715	0	0	0.508014828738513	0.07638511282263184	CLVS1
peroxisome (GO:0005777)	1/92	0.8813393989930949	0.9907026820798293	0	0	0.46876807403123194	0.05921126000781762	ABCD2
microbody (GO:0042579)	1/92	0.8813393989930949	0.9907026820798293	0	0	0.46876807403123194	0.05921126000781762	ABCD2
chromosome (GO:0005694)	1/97	0.8943489650911144	0.9973174372749073	0	0	0.4442388523391813	0.04960337205614301	JUN
nuclear body (GO:0016604)	10/618	0.9024574062388514	0.9973174372749073	0	0	0.6967134699164017	0.0715063406118051	ADAMTS4;CDKN1A;GSC;NAMPT;NFKBIZ;ALX1;HOXD3;HOXB7;HSPA1B;AFF2
nucleolus (GO:0005730)	11/676	0.9081079279695441	0.9973174372749073	0	0	0.7001517246029872	0.06748905587398306	CDKN1A;KLF6;RGCC;SCD;NOVA1;MYC;ARID5A;SIX1;S100A3;ATF3;CUTC
cytosolic ribosome (GO:0022626)	1/124	0.9435949853136819	0.9973174372749073	0	0	0.34624162031093997	0.020102181126705854	HBA1
microtubule cytoskeleton (GO:0015630)	5/388	0.944039124831095	0.9973174372749073	0	0	0.5533861688116638	0.031868218909889875	CRHBP;TPPP3;TUBB2A;KIF25;HOXC8
nucleoplasm part (GO:0044451)	5/407	0.957572888838699	0.9973174372749073	0	0	0.5267082727953155	0.022834613769847443	CDKN1A;GSC;ALX1;HOXD3;HOXB7
cytoplasmic vesicle (GO:0031410)	2/215	0.9588792165944318	0.9973174372749073	0	0	0.3989062580611876	0.016750137311077454	CXXC4;RND1
lysosomal membrane (GO:0005765)	3/291	0.9639271131647131	0.9973174372749073	0	0	0.44179056534508077	0.016231206878719578	MCOLN3;LDLR;GPLD1
lytic vacuole membrane (GO:0098852)	2/233	0.9710919512401899	0.9973174372749073	0	0	0.36748013890871034	0.010779705649956723	MCOLN3;GPLD1
cytosolic part (GO:0044445)	1/159	0.9750276826740335	0.9973174372749073	0	0	0.2690567399511437	0.006804287797634906	HBA1
cullin-RING ubiquitin ligase complex (GO:0031461)	1/181	0.9850471309237279	0.9973174372749073	0	0	0.23590399610136453	0.0035540801364847834	KLHL30
lytic vacuole (GO:0000323)	1/183	0.9857286701285485	0.9973174372749073	0	0	0.2332875457875458	0.003353308933918561	LDLR
spindle (GO:0005819)	1/186	0.9866932873552128	0.9973174372749073	0	0	0.22946894262683737	0.0030739751958050484	CAPN6
mitochondrion (GO:0005739)	14/1026	0.9884402773500628	0.9973174372749073	0	0	0.5786855699997323	0.006728409324672049	PPP1R15A;ALAS2;SDS;DGAT2;MAOB;MACC1;TFCP2L1;GLYAT;ERBB4;AKR1B15;MAFF;NAT8L;HSPA1B;MCL1
centrosome (GO:0005813)	4/461	0.9938898071163296	0.9973174372749073	0	0	0.3687741823293289	0.0022601935473059013	C10ORF90;RGCC;KIF25;HSPA1B
mitochondrial inner membrane (GO:0005743)	2/341	0.996785076740621	0.9973174372749073	0	0	0.24900645077636227	8.018262269639958E-4	ALAS2;SLC25A25
microtubule organizing center (GO:0005815)	4/507	0.9973174372749073	0.9973174372749073	0	0	0.3342417898788286	8.978293476002995E-4	C10ORF90;RGCC;KIF25;HSPA1B
