Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of B cell activation (GO:0050864)	33/95	1.2238059927714912E-17	3.142956299617693E-15	0	0	8.851795765593303	344.7064617407382	IGHM;IGHV6-1;IGHV2-5;IGHV3-21;IGHV1-3;IGHV3-23;IGHV1-2;IGHV4-59;IGHV4-39;NOD2;SLA2;IKZF3;IGHG3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;IGLC2;IGHV3-7;IGHA1;IGHA2;IGHV5-51;IGHV3-74;IGHV3-30;FCRL3;IGHV3-33;IGHV3-15;IGHV1-18;IGHD;MZB1
positive regulation of lymphocyte activation (GO:0051251)	34/104	3.39286792662729E-17	7.987376577268411E-15	0	0	8.08145896656535	306.4672771760233	IGHM;IGHV2-5;IGHV6-1;IGHV3-21;IGHV1-3;IGHV3-23;SIRPG;IGHV1-2;IGHV4-59;IGHV4-39;NOD2;IGHG3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;CCR7;IGLC2;IGHV3-7;IGHA1;IGHA2;CCR2;IGHV5-51;IGHV3-30;IGHV3-74;IGHV3-33;IGHV3-15;IGHV1-18;LCK;IGHD;PRKCQ
receptor-mediated endocytosis (GO:0006898)	44/188	1.0480046271941598E-15	2.2773946706334626E-13	0	0	5.109173126614987	176.22502926760185	COLEC11;IGHV2-5;IGHV3-23;IGHV1-2;IGHV4-59;STAB2;IGHV4-39;IGLV3-1;HPR;CLEC9A;LRP2;ASGR1;JCHAIN;IGLV2-11;IGLV3-25;IGLV1-40;IGKV1-16;IGLV6-57;IGLV1-47;IGKC;FCHO1;IGKV1-17;IGLV2-14;IGLV3-21;IGLV1-44;IGKV1-12;IGKV3-15;TMEM108;IGHV3-7;IGKV3-11;IGHA1;IGHA2;SNCA;IGHV3-30;IGHV3-33;IGKV1-5;CD207;IGLV2-23;IGKV4-1;MASP1;RAMP1;IGKV3-20;IGKV2-30;IGLV3-19
antigen receptor-mediated signaling pathway (GO:0050851)	52/257	1.793026997789248E-15	3.6180723348247325E-13	0	0	4.258035596572182	144.58105000422628	ITK;IGHM;IGHV3-21;IGHV1-3;IGHV3-23;IGHV1-2;CD3G;IGHV4-39;SLA2;CD3E;CD3D;IGHG3;IGHG4;IGHG1;IGHG2;TRBC2;TRBC1;PDE4B;IGLC3;CTLA4;CD38;IGLC2;IGHV3-7;IGHV5-51;IGHV3-30;IGHV3-74;PRKCB;IGHV3-33;PDE4D;THEMIS;IGHV1-18;ZAP70;LCK;IGHD;PRKCQ;SKAP1;CARD11;BLK;IGHV6-1;IGHV2-5;IGHV4-59;CD79B;CD79A;IGKC;CD19;IGHA1;IGHA2;PAG1;FYB1;TRAT1;IGHV3-15;LAT
phagocytosis, engulfment (GO:0006911)	31/104	1.525152677194004E-14	2.8723708753820406E-12	0	0	7.0457105483085645	224.1529172725168	IGHM;IGHV6-1;IGHV2-5;MEGF10;IGHV3-21;IGHV1-3;IGHV3-23;IGHV1-2;IGHV4-59;IGHV4-39;IGHG3;C3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;IGLC2;IGHV3-7;IGHA1;IGHA2;IGHV5-51;IGHV3-30;IGHV3-74;IGHV3-33;RHOH;IGHV3-15;IGHV1-18;IGHD
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	35/133	2.06962397307798E-14	3.6541798274658084E-12	0	0	5.938648751426037	187.11984048395942	CYFIP2;IGHV2-5;IGHV3-23;IGHV1-2;IGHV4-59;CD3G;IGHV4-39;IGLV3-1;IGHG3;IGLV2-11;IGHG4;IGLV3-25;IGHG1;IGHG2;IGLV1-40;IGKV1-16;IGLV6-57;IGLV1-47;IGKC;IGKV1-17;IGLV2-14;IGLV3-21;IGLV1-44;IGKV1-12;IGKV3-15;IGHV3-7;IGKV3-11;IGHV3-30;IGHV3-33;IGKV1-5;IGLV2-23;IGKV4-1;IGKV3-20;IGKV2-30;IGLV3-19
positive regulation of B cell activation (GO:0050871)	33/119	2.2161341568491645E-14	3.682693525352288E-12	0	0	6.373370136156714	200.38147847648054	IGHM;IGHV2-5;IGHV6-1;IGHV3-21;IGHV1-3;IGHV3-23;IGHV1-2;IGHV4-59;IGHV4-39;NOD2;IGHG3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;CD38;IGLC2;IGHV3-7;IGHA1;IGHA2;IGHV5-51;IGHV3-30;IGHV3-74;IGHV3-33;FCRL3;IGHV3-15;IGHV1-18;IL7;IGHD;CD27
Fc-gamma receptor signaling pathway (GO:0038094)	35/134	2.6476536467881957E-14	4.155345306764807E-12	0	0	5.878348704435661	183.77197906974288	CYFIP2;IGHV2-5;IGHV3-23;IGHV1-2;IGHV4-59;CD3G;IGHV4-39;IGLV3-1;IGHG3;IGLV2-11;IGHG4;IGLV3-25;IGHG1;IGHG2;IGLV1-40;IGKV1-16;IGLV6-57;IGLV1-47;IGKC;IGKV1-17;IGLV2-14;IGLV3-21;IGLV1-44;IGKV1-12;IGKV3-15;IGHV3-7;IGKV3-11;IGHV3-30;IGHV3-33;IGKV1-5;IGLV2-23;IGKV4-1;IGKV3-20;IGKV2-30;IGLV3-19
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	35/135	3.378277725375198E-14	5.022965565360491E-12	0	0	5.819254658385093	180.50644345584956	CYFIP2;IGHV2-5;IGHV3-23;IGHV1-2;IGHV4-59;CD3G;IGHV4-39;IGLV3-1;IGHG3;IGLV2-11;IGHG4;IGLV3-25;IGHG1;IGHG2;IGLV1-40;IGKV1-16;IGLV6-57;IGLV1-47;IGKC;IGKV1-17;IGLV2-14;IGLV3-21;IGLV1-44;IGKV1-12;IGKV3-15;IGHV3-7;IGKV3-11;IGHV3-30;IGHV3-33;IGKV1-5;IGLV2-23;IGKV4-1;IGKV3-20;IGKV2-30;IGLV3-19
plasma membrane invagination (GO:0099024)	29/103	5.436495048872429E-13	7.679049256532306E-11	0	0	6.490255480546742	183.28787588787077	IGHM;IGHV6-1;IGHV2-5;IGHV3-21;IGHV1-3;IGHV3-23;IGHV1-2;IGHV4-59;IGHV4-39;IGHG3;C3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;IGLC2;IGHV3-7;IGHA1;IGHA2;IGHV5-51;IGHV3-30;IGHV3-74;IGHV3-33;IGHV3-15;IGHV1-18;IGHD
phagocytosis (GO:0006909)	33/135	1.0935280305885049E-12	1.471055564958346E-10	0	0	5.369040796123587	147.87203799644521	IGHM;IGHV6-1;IGHV2-5;IGHV3-21;IGHV1-3;IGHV3-23;ALOX15;IGHV1-2;IGHV4-59;PLD4;IGHV4-39;CORO1A;IGHG3;C3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;IGLC2;IGHV3-7;IGHA1;IGHA2;TGM2;IGHV5-51;IGHV3-30;IGHV3-74;IGHV3-33;IGHV3-15;IGHV1-18;IGHD
endocytosis (GO:0006897)	46/263	1.6879578151427702E-11	2.1674912853537845E-9	0	0	3.5370150141221943	87.73536250227654	DENND1C;COLEC11;IGHV2-5;IGHV3-23;IGHV1-2;STAB2;IGHV4-59;MLC1;PLD4;IGHV4-39;IGLV3-1;HPR;CLEC9A;LRP2;CORO1A;ASGR1;JCHAIN;IGLV2-11;IGLV3-25;IGLV1-40;IGKV1-16;IGKC;IGLV6-57;IGLV1-47;IGKV1-17;IGLV3-21;IGLV2-14;IGLV1-44;IGKV1-12;IGKV3-15;TMEM108;IGHV3-7;IGHA1;IGKV3-11;IGHA2;IGHV3-30;IGHV3-33;IGKV1-5;RHOH;CD207;IGLV2-23;IGKV4-1;MASP1;IGLV3-19;IGKV3-20;IGKV2-30
T cell activation (GO:0042110)	23/88	6.96411366177216E-10	8.553748301959284E-8	0	0	5.8320929290200585	122.97014939828914	BLK;ITK;CXADR;CCL21;TNFSF14;RHOH;CD3G;NLRC3;CD3E;SLA2;CD1C;CD3D;PRLR;CD2;ZAP70;CD8B;LCK;CD8A;CD28;F2RL1;CCR7;CCL19;LAT
Fc-epsilon receptor signaling pathway (GO:0038095)	33/182	4.8082337768983E-9	5.659691841557374E-7	0	0	3.6662307321915812	70.21908264240308	ITK;IGHV2-5;IGHV3-23;IGHV1-2;IGHV4-59;IGHV4-39;IGLV3-1;IGLV2-11;IGLV3-25;IGLV1-40;IGKV1-16;IGLV6-57;IGLV1-47;IGKC;IGKV1-17;IGLV2-14;IGLV3-21;IGLV1-44;IGKV1-12;IGKV3-15;IGHV3-7;IGKV3-11;IGHV3-30;IGHV3-33;IGKV1-5;IGLV2-23;IGKV4-1;PRKCQ;CARD11;IGKV3-20;LAT;IGKV2-30;IGLV3-19
Fc receptor signaling pathway (GO:0038093)	33/183	5.544975719291049E-9	6.265822562798885E-7	0	0	3.6415943312666075	69.22806871881636	ITK;IGHV2-5;IGHV3-23;IGHV1-2;IGHV4-59;IGHV4-39;IGLV3-1;IGLV2-11;IGLV3-25;IGLV1-40;IGKV1-16;IGLV6-57;IGLV1-47;IGKC;IGKV1-17;IGLV2-14;IGLV3-21;IGLV1-44;IGKV1-12;IGKV3-15;IGHV3-7;IGKV3-11;IGHV3-30;IGHV3-33;IGKV1-5;IGLV2-23;IGKV4-1;PRKCQ;CARD11;IGKV3-20;LAT;IGKV2-30;IGLV3-19
defense response to bacterium (GO:0042742)	36/241	1.7798422934889843E-7	1.933867107348608E-5	0	0	2.90598275787376	45.16353703586578	IGHM;IGHV6-1;IGHV2-5;IGHV3-21;IGHV1-3;IGHV3-23;IGHV1-2;STAB2;IGHV4-59;DEFB124;IGHV4-39;NOD2;JCHAIN;IGHG3;IGHG4;IGHG1;IGHG2;IGKC;TRBC2;TRBC1;IGLC3;IGLC2;IGHV3-7;IGHA1;IGHA2;IGHV5-51;IGHV3-30;GSDMA;IGHV3-74;IGHV3-33;PLA2G2A;IGHV3-15;IGHV1-18;SLPI;IGHD;IGKV3-20
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	32/201	1.9531982699786274E-7	2.0436241158109712E-5	0	0	3.1282819290988115	48.32766218598187	EPHB6;CCL13;NDRG4;LTK;CCL11;FLT3;ALOX15;MST1R;PLA2G5;TNFRSF11A;HTR2A;NOD2;PRKCZ;RASGRP1;ERBB3;CCL5;GCNT2;TNFAIP8L3;CCR7;CCL19;SLAMF1;NTRK1;CCL21;PLA2G2A;NPNT;HAND2;XCL2;F2RL1;XCL1;ROR2;FGFR4;CCL26
positive regulation of T cell activation (GO:0050870)	17/68	2.3334100375666648E-7	2.354244055759224E-5	0	0	5.469286754002911	83.52019228879094	SIRPG;CLECL1;NOD2;CD1D;CD3E;ZAP70;CD40LG;CD6;LCK;IL7;CCL5;CD28;CCR7;PRKCQ;CCL19;JAK3;CCR2
regulation of T cell activation (GO:0050863)	13/44	7.698401891112874E-7	7.499305290480645E-5	0	0	6.864061315589994	96.62596010330628	SIRPG;SPINK5;LAX1;CD2;SIT1;LCK;CCL5;PRKCQ;TIGIT;JAK3;PAG1;LAT;CCR2
regulation of lymphocyte activation (GO:0051249)	7/13	2.763279250369063E-6	2.602087960764201E-4	0	0	19.022222222222222	243.4671808136625	LCK;SIT1;FCRL3;CCL5;IKZF3;PAG1;LAT
glial cell differentiation (GO:0010001)	9/25	6.400703146116787E-6	5.832898834767717E-4	0	0	9.18245880312229	109.8139679298205	MMP24;RELN;MYRF;PTPRZ1;CDH2;ERBB3;ADGRG6;PLP1;SOX8
regulation of ERK1 and ERK2 cascade (GO:0070372)	33/247	6.958333750057266E-6	6.14290401372243E-4	0	0	2.5437778863107705	30.208813665942785	EPHB6;CCL13;NDRG4;LTK;CCL11;FLT3;ALOX15;FBLN1;MST1R;PLA2G5;HTR2A;NOD2;PRKCZ;RASGRP1;ERBB3;CCL5;GCNT2;TNFAIP8L3;CCR7;CCL19;SLAMF1;NTRK1;CCL21;PLA2G2A;NPNT;HAND2;XCL2;F2RL1;XCL1;ROR2;EZR;FGFR4;CCL26
axonogenesis (GO:0007409)	30/223	1.5638076850218573E-5	0.0013112933100455169	0	0	2.560235449202658	28.33105802671798	CYFIP2;GRB7;BRSK1;SHC3;NRXN1;PTPRO;NRXN3;CXCR4;NTN1;RAP1GAP;ART4;PARD6B;RELN;EFNB3;SLITRK2;NTNG1;UNC5A;BDNF;OMG;UNC5C;L1CAM;GFRA3;SPTB;NELL2;DAB1;DOK6;OGN;PRKCQ;LRRN1;EZR
dendritic cell chemotaxis (GO:0002407)	7/16	1.5781937182848697E-5	0.0013112933100455169	0	0	12.679461279461279	140.19229566860855	CCL21;CCL5;CXCR4;CCR7;CCL19;CCR5;CCR2
enzyme linked receptor protein signaling pathway (GO:0007167)	20/120	1.8536315078869374E-5	0.001496145431365885	0	0	3.281611208406305	35.75570974502451	BLK;SHC4;ITK;SHC3;BDNF;FLT3;TNK1;PTN;SLA2;CD3E;NGF;PTPRD;ZAP70;PDZD3;CD8B;ERBB3;CD8A;LCK;JAK3;PAG1
positive regulation of natural killer cell mediated immunity (GO:0002717)	7/17	2.5483391499489003E-5	0.00199973836072379	0	0	11.41090909090909	120.69870413239104	RAET1E;KLRK1;RAET1G;CRTAM;SLAMF6;CD226;RASGRP1
regulation of apoptotic cell clearance (GO:2000425)	5/8	3.171194693384838E-5	0.0023698482521603316	0	0	27.131950446557187	281.05491151489724	C4B;C3;C4A;ALOX15;C2
positive regulation of MAPK cascade (GO:0043410)	35/289	3.187760480782039E-5	0.0023698482521603316	0	0	2.2722159730033744	23.525630836326524	EPHB6;CCL13;NDRG4;LTK;CCL11;FLT3;ALOX15;MST1R;PLA2G5;TNFRSF11A;HTR2A;NOD2;PRKCZ;RASGRP1;ERBB3;CCL5;GCNT2;TNFAIP8L3;CCR7;CCL19;SLAMF1;TBX1;NTRK1;CCL21;FCRL3;PLA2G2A;NPNT;HAND2;XCL2;CD27;F2RL1;XCL1;ROR2;FGFR4;CCL26
axon guidance (GO:0007411)	23/158	4.316879540023304E-5	0.0031269704360425213	0	0	2.7975742204012617	28.116719389313705	CYFIP2;GRB7;SHC3;UNC5A;BDNF;NRXN1;PTPRO;NRXN3;CXCR4;UNC5C;L1CAM;GFRA3;SPTB;NTN1;RAP1GAP;ART4;NELL2;EFNB3;DAB1;RELN;DOK6;PRKCQ;EZR
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	8/25	5.633744594865417E-5	0.003978832120123701	0	0	7.674992353960649	75.09328510789753	KLRK1;RAET1E;CRTAM;XCL1;SLAMF6;CD226;IL12RB1;RASGRP1
positive regulation of cytokine production (GO:0001819)	28/220	8.044250737272749E-5	0.005542684959218419	0	0	2.3978909465020575	22.607238686265948	GATA4;CLEC9A;NOD2;PRKCZ;LY9;RASGRP1;SCAMP5;C3;PDE4B;SLAMF6;CCR7;CCL19;IL12RB1;TIGIT;CCR2;ZBP1;PDE4D;CRTAM;IL18;SULF1;CD40LG;CD6;IL7;CD28;XCL1;PRKCQ;HPSE;CARD11
monocyte chemotaxis (GO:0002548)	10/41	9.037942044704965E-5	0.006079091970545601	0	0	5.266297043010753	49.03709314128763	CCL13;CCL11;CCL21;CCL5;PTPRO;XCL2;XCL1;TNFRSF11A;CCL19;CCL26
positive regulation of small GTPase mediated signal transduction (GO:0051057)	6/15	1.2060233470071516E-4	0.007923292919291171	0	0	10.858708189158016	97.97825337026656	NTRK1;RELN;RASGEF1A;RASGRF1;NGF;RASGRP1
glomerular filtration (GO:0003094)	5/10	1.293400312598363E-4	0.007943164963239947	0	0	16.27744165946413	145.73300493485675	SULF1;IGHA1;IGHA2;IGKV3-20;JCHAIN
positive regulation of T cell receptor signaling pathway (GO:0050862)	5/10	1.293400312598363E-4	0.007943164963239947	0	0	16.27744165946413	145.73300493485675	TESPA1;LCK;TRAT1;CD226;KCNN4
regulation of T cell apoptotic process (GO:0070232)	5/10	1.293400312598363E-4	0.007943164963239947	0	0	16.27744165946413	145.73300493485675	CCL5;PRKCQ;PDCD1;JAK3;IDO1
immunological synapse formation (GO:0001771)	4/6	1.5470475296766337E-4	0.008919202594564265	0	0	32.53195164075993	285.4350859481187	CD6;CCL21;CCR7;CCL19
positive regulation of antigen processing and presentation (GO:0002579)	4/6	1.5470475296766337E-4	0.008919202594564265	0	0	32.53195164075993	285.4350859481187	CCL21;CCR7;NOD2;CCL19
positive regulation of dendritic cell antigen processing and presentation (GO:0002606)	4/6	1.5470475296766337E-4	0.008919202594564265	0	0	32.53195164075993	285.4350859481187	CCL21;CCR7;NOD2;CCL19
calcium ion transmembrane import into cytosol (GO:0097553)	9/36	1.6526642079895903E-4	0.009337552775141185	0	0	5.438276958658572	47.35625316735666	GRIN2A;CCL21;TRPV6;LCK;XCL1;CCR7;HTR2A;CCL19;GRIN2C
positive regulation of T cell proliferation (GO:0042102)	12/61	1.721699240952209E-4	0.009392427246386236	0	0	4.001206743566992	34.678573433242306	CD40LG;CD6;CCL5;IL18;CLECL1;CD28;CD1D;CCL19;CD3E;IL12RB1;JAK3;CCR2
peripheral nervous system development (GO:0007422)	7/22	1.7288715639365816E-4	0.009392427246386236	0	0	7.605252525252525	65.88332498224293	NFASC;ERBB3;BDNF;ADGRG6;SOX8;NGF;GFRA3
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	6/16	1.8349501489597233E-4	0.009780630510964564	0	0	9.772318339100346	84.07441169316637	TESPA1;PRKCB;TRAT1;LCK;CD226;KCNN4
regulation of calcium ion-dependent exocytosis (GO:0017158)	11/53	1.9386646284125372E-4	0.010142088102343367	0	0	4.276943444623723	36.5607708816743	SCAMP5;RIMS1;CACNA1I;SYT4;CATSPER2;DOC2A;SYT1;TRPV6;SYT12;SYTL1;SYN1
positive regulation of lymphocyte proliferation (GO:0050671)	13/71	1.9978286534058607E-4	0.010261574447039195	0	0	3.663455478527055	31.206337535151906	FCRL3;IL18;CLECL1;CD1D;CD3E;CD40LG;CD6;IL7;CCL5;CD28;CD38;CCL19;JAK3
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	20/142	2.09806333501363E-4	0.010583980216809829	0	0	2.6866871465074214	22.754428428395816	CRB2;GRID2;CXADR;CRTAM;CLDN1;PTPRD;CLDN11;CDH4;CDH3;MMP24;CDH2;SELL;CLDN15;CD6;FLRT3;CD226;TIGIT;SDK2;CDH19;MPZL2
renal filtration (GO:0097205)	5/11	2.257722462470252E-4	0.011189589397330635	0	0	13.563814462690868	113.88156685836526	SULF1;IGHA1;IGHA2;IGKV3-20;JCHAIN
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	6/17	2.696837275355467E-4	0.013135457418757232	0	0	8.88345391632589	73.00653989045931	RAET1E;KLRK1;CRTAM;SLAMF6;CD226;RASGRP1
positive regulation of apoptotic cell clearance (GO:2000427)	4/7	3.443227030072197E-4	0.016211860599923262	0	0	21.686816350028785	172.9291826105214	C4B;C3;C4A;C2
regulation of cell projection organization (GO:0031344)	4/7	3.443227030072197E-4	0.016211860599923262	0	0	21.686816350028785	172.9291826105214	SEMA4D;FAM110C;PIFO;CCL19
regulation of T cell differentiation (GO:0045580)	8/33	4.77458198848936E-4	0.022111793635217116	0	0	5.216776429809359	39.89286643467996	CD2;ZAP70;CR1;IL7;IL2RA;CAMK4;SPINK5;CTLA4
cell morphogenesis (GO:0000902)	11/59	5.173166481518389E-4	0.02357128275853137	0	0	3.7411309006660876	28.30859655292296	CYFIP2;GREM1;CDH4;CDH3;RELN;CDH2;PTPRO;PDPN;SHROOM3;RHOH;CDH19
regulation of T cell receptor signaling pathway (GO:0050856)	7/26	5.435427430329399E-4	0.02437314681060405	0	0	6.002870813397129	45.125994321740045	TESPA1;TRAT1;LCK;CD226;UBASH3A;KCNN4;EZR
positive regulation of interleukin-17 production (GO:0032740)	5/13	5.702910054648799E-4	0.025173001413098212	0	0	10.171780466724288	75.97672871335429	IL18;SLAMF6;PRKCQ;NOD2;LY9
