SLL55_LV	SLL56_LV	SLL60_LV	SLL61_LV	SLL63_LV	SLL64_LV	SLL65_LV	SLL66_LV	SLL67_LV	SLL68_LV	SLL70_LV	SLL71_LV	SLL72_LV
ENSG00000003436	9.6007531073577	8.58594943605943	9.03370687997577	8.53423933496082	8.18813059501776	8.26100051190123	8.75285584819492	8.35785623801764	7.65740457030138	8.42176514876449	8.86160552882023	9.55663235554241	9.25924014981837
ENSG00000003509	9.09068908726055	8.69429985288548	9.38014261200768	9.297584400768	9.25454454084739	9.39246579703721	9.138268080871	9.41431659621859	8.99352970822504	9.61180893499916	9.14484539166498	9.12334382969589	9.3710823374249
ENSG00000003756	9.39048133240596	9.14832917643514	9.41939747584673	9.30447215368789	9.5037002976921	9.2346398866741	9.27287933637395	9.39320869256308	10.1880474387595	9.39855132342985	9.74287390349403	9.82778651574312	9.48574582237447
ENSG00000003987	6.5676322039653	6.61758246965109	6.57329003905293	6.32315648235991	6.39157120043437	6.35920843578425	6.26281166697556	6.20038800337555	6.33449368396414	6.77337008887464	6.42255387120316	6.66647061752753	6.31430786550509
ENSG00000003989	9.61331383925607	8.9729105149469	9.25939446314036	8.8151689227148	9.56705679422217	9.49377806274647	9.26974307096179	9.44426547210772	9.37252628074301	9.39855132342985	9.06538673346907	9.75598845445462	9.47369495074104
ENSG00000004059	9.55329584619746	9.60357228641779	9.16581828644195	9.59561510046354	9.21077519974982	9.43424883756363	9.47415550799082	9.36215785511358	9.57944062496631	9.37317227472129	9.5537890185832	9.14546395161938	9.5149016462919
ENSG00000004139	6.63429084171502	6.64317709095022	6.57329003905293	6.84641510454856	6.71010669002155	6.86619799825517	6.68942972840343	6.7124186387828	7.37015554697195	6.6875676325526	6.75234328967198	6.84914399588689	6.99075517818697
ENSG00000004142	11.558478859813	11.5057853604028	11.4615706403802	11.6849479551183	11.6162984457603	11.7319860138145	11.8986552681123	11.6524389209433	11.85193105404	11.7312072408955	11.6746204926617	11.5041908809126	11.495269084603
ENSG00000004399	10.5483923500186	10.5484530554321	10.2662115229134	10.3620480888748	9.94323299413174	10.1695076666836	10.0850665537513	9.7041368752826	10.521647127393	9.19412151294938	10.4082183160697	10.1948420666264	9.98304808389676
ENSG00000004455	9.94060297882	9.96404126228948	10.0037372528226	9.91237139999534	9.88748255099279	9.92008235268896	9.9800374850697	9.9530967223816	9.95932938736073	10.0187298669319	9.95020557026835	9.99817281914206	9.96598273151844
ENSG00000004468	7.50467515478403	7.57107483419083	7.92496568243719	7.27297241724994	7.72329330711464	7.19928004178357	7.24591923399308	7.02181785297157	7.22638128426046	7.46639760874008	8.01808980148601	7.70459510586679	8.04133187333263
ENSG00000004478	9.13158273296042	9.7461762099125	9.52781977108273	9.70613347708236	9.88602418915697	9.60414185194259	9.77046961665826	9.63599910512555	9.82794151734979	9.70469723558746	9.51008021986615	9.51125997263011	9.3351714344947
ENSG00000004487	9.86288827958698	9.71183356339287	9.58850977545133	9.78805931384986	9.66225021047936	9.54730869690371	9.72780901879613	9.76006813659043	9.35324431986152	9.86251085682864	9.74778601326286	9.72497807541613	9.89397776329174
ENSG00000004534	9.70885130169803	9.76862260687052	9.95370994554984	9.76334628319837	9.67244700453671	9.63514606064844	9.72552816929153	9.76554309474104	11.0396875458582	9.84551717030784	10.1048192827171	10.4407489203391	10.0075139460278
ENSG00000004660	7.0882759031342	7.14658287965826	6.95624247361445	6.86891561374317	7.4049553342408	7.36241937846887	7.58794238697386	7.35016725016226	8.0791975711647	7.45900749616554	7.00889758867017	7.00374198345348	7.46380005921793
ENSG00000004700	8.48244910053371	8.71313126153243	8.77073976852645	9.13502982576041	9.18718669380828	9.33478229744586	9.06404968631947	8.89810232177164	8.33660130238236	8.77219283307248	8.91536653635493	8.73356641227403	9.04732500788864
ENSG00000004766	8.62244872927594	8.53908699022462	8.86740376381165	8.81274173572634	8.92687990376336	8.94552152715052	8.82340305428002	8.95710263565069	8.4330328417575	9.19412151294938	8.9784149869381	8.80712361464562	8.79632333172213
ENSG00000004776	9.45058039594929	9.83817756106438	9.25545126194659	9.23043531943948	8.95796672743411	10.7910234284866	10.4111624657875	10.7470245150959	10.574414640298	10.2074173754598	9.37456344683548	8.87703216459045	9.33274493433303
ENSG00000004777	6.90100317289407	7.03287077608656	6.86113804413128	7.05227302420819	6.94618895438532	6.86619799825517	6.82277385866785	6.8706603386979	7.95291175785989	6.97144798106438	7.07036724486508	7.06589441797782	6.82050924957968
ENSG00000004779	11.9691102425095	11.8476046067606	12.1178575543768	12.1205034934912	11.7732758871354	11.4943175143048	12.1238359368709	12.1542205512219	11.4048849041844	12.0510978186911	11.8654535068734	12.0938560314949	12.0789768430397
ENSG00000004799	13.0980077679212	14.2649299123993	13.2665601691997	13.264894533804	13.1908844134603	13.4286770593286	11.7956619778225	12.7548048149184	13.1777288147548	15.5789394416006	14.9047517526801	13.9664159165763	13.7345766732024
ENSG00000004864	7.92062886278912	8.29040320947744	7.85104540641534	7.84994072754434	7.83520700784515	8.08295991918881	7.94917056147508	7.96080930865925	7.54481983904814	7.50984126641856	7.70391723488873	7.95568073729671	7.90972489529034
ENSG00000004866	8.91010767793662	8.87632495290729	8.59322477156662	8.76581270002228	8.68430639443845	8.45825305249798	8.67858413518938	8.42043079604375	8.45612761708215	8.73253197815816	8.52243510573311	8.8502554220538	8.71235044822768
ENSG00000004897	9.94060297882	9.92662943024455	9.95613213483374	10.2990691809197	10.1346053399155	9.8659944805925	9.7814882762361	10.0278374850476	9.04868826446808	10.0980842397459	9.92008233447227	9.84902677830504	10.234911250964
ENSG00000004961	9.50690721524656	9.76192550753163	9.89431660937311	9.82076044833264	9.68928203002252	10.1777040138795	10.012173327949	10.0369124473341	9.54590799063081	10.0187298669319	9.70632805031062	9.96496795097882	9.59694756414071
ENSG00000004975	8.49351955696261	8.5705026551734	8.35284915980454	8.58942620375374	8.56757779301965	8.3652360462808	8.74378365624589	8.2450368074807	8.75959850868422	8.25002258783374	8.57193823507941	8.0204967048379	8.35655210684649
ENSG00000005007	9.91144294798208	10.1582660418966	10.0543426112067	10.396950364159	10.0757360604815	10.1482142318217	10.2604861724886	10.0414285217635	10.4157255936708	9.93596931472409	9.97970981335513	9.31382984553535	9.95186773492945
ENSG00000005020	7.45756251743783	8.12922741139518	7.50474429738352	7.19300665088184	7.49854474057921	7.11386706989841	7.48796732007547	6.94892814654275	7.16606394935612	6.67247320336044	7.46249506193539	7.77411712974988	7.70193359876674
ENSG00000005022	10.3738528065354	10.2230032653179	10.4019830367318	10.7060740475265	10.3443472262404	10.8638728722222	10.5267843458312	10.8319131951676	10.8213953435518	10.7494547927648	9.96292454522753	10.4795868094088	10.1239583488981
ENSG00000005059	6.34545164492409	6.37852499628157	6.8857420989449	6.8799828209541	6.5658102744884	7.02146957724008	6.68942972840343	6.83761229618327	6.56722289948902	6.62562784501167	6.97028332792962	7.23409246100267	6.79493466389054
ENSG00000005075	9.88375094155139	9.77307002560467	9.61331309794782	9.62748431278398	9.17043898924693	9.65376785400808	9.83534648375405	9.72114658947805	9.64621595920176	9.70033862286514	9.52161189748297	9.33319943994774	9.70294512103671
ENSG00000005100	7.8866559461218	8.01009237914587	8.04288226924611	8.09512744539727	8.36971669142808	8.19159584274273	8.10937118785212	8.01884881387114	8.20572926982574	7.75505481604142	7.98980822979558	7.96303912307829	8.00413026341318
ENSG00000005102	8.47966767017252	9.01883978103752	8.56776183170736	8.60077188213977	8.76669171293622	8.89199577058079	8.68808568864648	8.96670124431455	8.04871819848685	7.64471525862631	8.23487427638692	8.1155076270256	8.61095766798562
ENSG00000005108	7.04651787064329	7.03287077608656	6.97873606831154	6.82340328617209	6.89212050001591	6.89372090294025	6.56148557964857	6.74986592620348	6.42019811804419	7.04762271870121	7.39185468234855	6.97128528732007	6.98358507961015
ENSG00000005156	8.07492004316233	8.15744501521462	8.33776994171082	8.86285580799434	8.55646685038804	8.35684438008672	8.13078270291489	8.39669714446525	8.71082466848422	8.35183951774247	8.53401577090781	8.32755079952228	8.22146301137285
ENSG00000005175	8.55288291863766	8.51774325685751	8.78181340561143	8.84871816530979	8.76988883725825	8.7753307648884	8.79297235030539	8.87447608015792	8.44693574555147	9.06845004356773	8.7508166457963	8.89585235230418	9.09259816492063
ENSG00000005187	7.7412976017882	7.60331025015491	8.05225746096923	7.47210069668372	7.57022548199756	8.38599507928243	7.56639937107279	7.5991713266636	7.99847243198154	8.07230001172039	7.60051615089245	7.94828166261903	8.341907413757
ENSG00000005189	7.26279439735319	7.70525441899184	7.18151614272828	7.11600285596395	7.35073850389326	7.06862646789775	7.53338201332644	7.527698927485	7.2724929057611	7.65745058371849	7.55350826306374	7.612091849292	7.42015441909614
ENSG00000005194	9.48245119314818	9.47828949186261	9.41939747584673	9.52966561704159	9.49030054045617	9.70660336560009	9.75713447908219	9.65776508298295	9.4763883941151	9.75878884983868	9.43886600292428	9.57299234018213	9.60198542612682
ENSG00000005206	7.99801030307954	7.9381395546227	7.94535308755791	7.91674156731486	7.63070787548704	7.60595860985853	7.72938019816111	8.05004293790986	8.82445770830777	7.50984126641856	8.04029491149442	7.50194206330747	7.91309375971605
ENSG00000005238	8.40825836649607	8.82543860970645	8.56132293217462	8.54897497841564	8.80458641435669	9.50874635783032	8.98189624612469	9.05328574610458	9.34838285012549	8.75815620897243	8.67295650532938	8.57377936610717	8.5468232609939
ENSG00000005243	8.93246813936969	9.01128751137108	8.6428011267405	8.47368765497524	8.57126188644461	8.68185181416324	8.99719164740229	8.90810819550054	8.74849218739658	8.91550096863807	8.84322069525065	8.71243244252048	8.96798000859549
ENSG00000005249	10.097002228372	9.82966541117	9.99434162917651	9.31132679916631	9.730524134354	9.92426689310353	9.71636830288	10.0125839776458	8.88309070203443	9.65300261856381	9.84723447945461	10.0221575318246	9.16817166130812
ENSG00000005302	8.39055892986987	7.98653442067887	8.19406317066286	8.07872699553531	8.12860550702549	8.33563944456174	7.97325768281465	8.05004293790986	8.45153928414778	8.148821504774	8.2108036262894	8.39866626434157	8.341907413757
ENSG00000005339	9.516306072413	9.69082592009861	9.55368786563687	9.80752763110475	9.66565721234043	9.63854989947072	9.41016503277378	9.35732028248093	9.97670610413779	9.3931508014413	9.63385947001578	9.35772294546723	9.51061959420652
ENSG00000005379	8.93649597776765	8.88048385327683	8.66094906497834	9.42466355181843	9.07075824164235	8.38599507928243	9.05312320032853	8.81184308190892	9.53740059251399	8.61262579551203	8.70393937488568	8.42507393381004	8.74397065541032
ENSG00000005436	8.14769304112439	8.16440901768402	8.33776994171082	8.23446085619877	8.27282344568838	7.96484161935646	8.30972929651803	8.08053275673023	7.86394071224838	8.45018368602871	8.18134849568221	8.24066029342002	8.25584702328892
ENSG00000005448	6.99422794466333	6.71590020233181	6.81006638844214	6.65893050847646	6.62268932814376	6.76349352654417	6.66526048174434	6.83761229618327	7.08923752522252	6.5929712667586	6.71931551783128	6.52078710846158	6.79493466389054
ENSG00000005469	7.98208678443988	8.1919149250829	8.3225241519326	8.09104590352798	8.10301390452027	8.0932026680605	7.84822000152052	8.10443970367162	7.7685577951853	8.17053212073636	8.07829608180756	8.27607798175193	8.21878201001322
ENSG00000005471	8.00983031375994	8.12208061373794	8.02393415920659	8.38422348618872	8.28644430650266	7.63514456575569	7.83062181190375	7.95420265434813	8.31140414214824	8.26618555676347	8.14105945110673	7.47014950822068	7.92648468324105
ENSG00000005483	9.4194154590418	9.08505981970944	9.797647074541	9.45590083769432	9.57069770123201	9.65544880052833	9.2412016768626	9.44426547210772	9.50939685107247	9.47209015547091	9.45700492506721	9.44165664163856	9.42330977172236
ENSG00000005486	9.24117322481674	8.82974991993937	8.96757729040542	9.11358551952133	9.22242449027926	9.13419972828104	9.35505163623023	9.00134992999372	9.0988845398758	8.96995980537272	8.74090223929726	8.71243244252048	8.79809434340167
ENSG00000005513	6.22409597954148	6.06901597282183	6.18463009258203	6.38379966997173	6.04178502065499	6.61289299677033	6.26281166697556	6.33497717626552	6.49707367555913	5.58943352179768	6.42255387120316	6.52078710846158	6.58286347711382
ENSG00000005700	10.4449666529089	10.5077516448055	10.5390091905086	10.6466375352662	10.5993254406748	10.5926924901811	10.1339773194329	10.4919210884949	9.63230937724344	10.9993165955803	10.4982433584783	10.4151243196255	10.5294134491297
ENSG00000005801	7.90799043464202	7.6855004767553	8.23551380963175	7.7795840374359	8.13366650020617	7.7189283860628	7.81278566961763	8.05619615726989	7.89886778609859	8.15319138334857	7.89507329567689	7.97035729562183	8.00726996010304
ENSG00000005810	9.42227689401291	9.54490779733941	9.8057324198947	9.9022250545826	9.76903055481425	9.7338994623951	9.25077913926849	9.42821720617122	9.33369826989505	9.45492109537122	9.7113667853572	9.77225709117797	9.7733627435564
ENSG00000005812	9.83208825166565	9.72796257584842	9.89936099540023	9.76956458337013	9.78163960369025	9.65040003156692	9.61647939183936	9.69459906489396	8.82797496366221	9.81763341457018	9.50427932521706	9.64989940936261	9.70481859653266
ENSG00000005844	6.83040483034025	6.90599043701527	6.90977333459279	6.95432041323379	7.12778500966309	6.55651358251624	6.68942972840343	6.56784771183885	7.20262852207545	6.38594097692799	6.66749201031385	6.98763560446982	6.47891041586358
ENSG00000005882	10.5946063292307	10.7532497915144	10.7585905534926	10.9728491327739	11.150663548688	10.6391863626322	11.078195960268	10.8448709624232	11.2630287076225	11.0022621401009	11.1774702064826	10.044076081744	10.7317810306614
ENSG00000005884	8.50996191851118	8.93346469654295	8.31483758431136	8.66967236034146	8.60398893543388	8.77844596472788	8.564418702486	8.70851991046729	9.29378391604375	7.88903159841391	8.79298999384849	8.52595316679558	8.70669581608864
ENSG00000005889	9.17133283256276	8.99606119425546	9.41939747584673	9.51935790412522	9.01816526965323	9.04943209410183	9.14170742105846	8.93118354214686	8.55342289001869	9.11743540865751	8.7704383397429	8.71243244252048	8.98823652445165
ENSG00000005893	10.3523381191036	10.5867753727467	10.6021505505051	10.5647970259101	10.3411616422989	10.6366423775674	10.2222353950689	10.4529395176395	9.47192912201222	10.4003491672869	10.4933869800297	10.4808223626233	10.4712995759507
ENSG00000005981	8.08237553694366	7.60331025015491	7.25350361545997	7.43207413724708	7.6955052733345	7.30735273242083	7.6091267784147	7.85809892415617	6.99238616496009	7.50270467733119	7.83224566284884	7.563208265068	7.69797678946995
ENSG00000006007	10.8306236681289	10.8233835484591	10.8870755638796	10.8370875466378	10.9742557348897	11.1031006728815	10.9000478322715	11.051981047001	10.6898647076417	11.1072195997729	10.8209082639508	10.8387358277772	10.763953698837
ENSG00000006015	8.1895590432794	8.22553668165992	7.99500257770628	8.28857305657645	7.56245899121419	7.8898192318909	8.49551065879464	8.28194675918782	7.95951602980325	8.06300681985718	8.01248086160164	7.16698019975397	8.15280827690319
ENSG00000006016	5.97067243199727	6.37852499628157	6.38358419362821	7.20944230053054	6.16023436292314	7.32598903286438	6.06772435581363	7.53685694471703	6.97782242918059	5.779428269043	6.2921925053763	6.64380656318932	6.94699811180943
ENSG00000006025	7.57218483887725	7.14658287965826	6.81006638844214	7.15941900378698	7.2241596231921	7.13582499129022	7.0792898899462	6.74986592620348	8.16672950885566	6.96011448317905	7.4188215036125	7.22097554023024	6.93952754702734
ENSG00000006042	8.83002132071438	8.20546293830997	8.2757477875211	8.23813546448048	8.29993162439074	7.87188907438182	8.47360380626818	7.81467961029541	7.58053279795168	7.99118985724706	7.82579555824746	7.91065866556061	8.6449185956533
ENSG00000006047	6.15295963280321	6.17547035576094	6.46502649553935	7.10711704670593	6.69327613837821	6.55651358251624	6.75840275486784	6.33497717626552	7.07590962724011	6.42788051456068	6.71931551783128	6.98763560446982	6.44105235089606
ENSG00000006062	7.93314859467607	8.47958646155736	8.3225241519326	8.59227126364219	8.39500334348485	8.54910120064014	8.17262074716809	8.30260160052076	9.08430423268028	8.44313340801771	8.53785472150722	7.66838690643915	8.49066340268143
ENSG00000006071	7.75562938173688	6.12501441043224	6.83592585282652	7.45890149844368	7.34146261994933	7.00935730865455	6.71298468090919	7.33950915996544	7.53573179165947	7.22255036621232	6.44603062916399	6.43712918355472	6.15726808582133
ENSG00000006118	7.40233000221897	7.48086563944004	7.33773197866576	7.82524254934671	7.17161449582377	7.5685115676983	7.30105664046644	6.93373536883877	7.67387937197271	6.70241990503527	7.5693717343573	6.98763560446982	7.39017435568377
ENSG00000006125	11.3458119646644	11.4686705285855	11.6472879000858	11.6307996341609	11.8185935222856	11.7252220342768	11.4848053791609	11.2922377621014	11.4797735547257	11.3508067552259	11.4925677795648	11.5294648841301	11.4939194977446
ENSG00000006194	8.32986976166985	8.14340932109321	8.07999904134913	8.17428467909439	8.16364356365035	8.11847614350095	7.88272925850165	8.16242852216758	8.54914464138888	8.29007902020882	8.27716461528035	8.17951768650386	8.18893900586285
ENSG00000006210	9.10683139548642	9.88205624804684	9.74815368687707	9.88286181826063	9.85802996839858	9.44790929431303	9.32818343955497	12.8148296906635	9.68136784634101	9.69742549885211	10.3556587620788	9.76820720367999	9.27955107560126
ENSG00000006282	10.9690636408722	10.9993639607113	10.4644991007342	10.9275226698251	10.7849634272088	10.8092076365397	11.07730431657	11.0157774789628	11.2338203477603	11.1099528677318	11.1853155081984	10.2290833894357	10.2567477880232
ENSG00000006283	6.76567732462196	6.8667499731198	6.12253876122984	6.181850395166	6.19437428526966	6.25067372822044	6.47439729722827	5.80685043937891	6.36421890961303	5.91804112500238	6.68509016881852	6.54685112600038	6.38745363996941
ENSG00000006327	8.00196186355236	8.39997941088363	9.07015533125637	10.4333736566219	8.93826336525428	10.7856761738465	9.48499759720774	10.3704632882746	9.84697286303632	11.1202922703195	7.88274376374034	7.7134911507351	8.15562180229809
ENSG00000006432	6.17768281052395	6.37852499628157	6.57329003905293	6.64499869554276	6.83507066121215	6.68286900692542	6.56148557964857	6.78590881638188	6.91749713657852	6.96011448317905	6.68509016881852	6.14888628056391	6.44105235089606
ENSG00000006451	9.39631524378921	9.35886855474878	9.55047981582394	9.59981240466627	9.40918880978895	9.2346398866741	9.27287933637395	9.27246787598927	9.06065981692245	9.61026024958941	9.75918257423407	9.46440085552898	9.89397776329174
ENSG00000006453	6.53945091655802	6.84655227627558	7.25350361545997	6.76343045902723	6.94618895438532	6.7159486978725	6.64043357773683	6.59000067103137	7.06242073456422	6.26867356742213	6.63124080948357	6.92067533835043	6.90910443826811
ENSG00000006459	8.65474892900104	9.09580228922741	8.96757729040542	8.95145595621923	9.13387298721076	8.7908383214437	8.61520346833371	8.72753574210861	8.59134864057938	8.92305174071419	8.84630151014918	9.0346433981226	9.11399701218969
ENSG00000006468	9.84810182404688	9.31367602209045	10.0498150800322	10.2861356542282	9.98741345225782	10.8682156030595	9.58661163775221	10.7153853301183	10.1299615112102	10.2135371043364	9.65494153494968	10.0221575318246	9.82162457524406
ENSG00000006530	9.59316342881628	9.42266546552788	9.74535331564736	9.86439581723539	9.87577395152377	9.51802260472384	9.83956903925158	9.737956810543	9.51157055816285	9.76992106960691	9.51200863443044	9.66523317579913	9.58172672077106
ENSG00000006534	7.04651787064329	7.06655589163031	7.19993348671617	7.04286380411789	7.19291853649366	7.19928004178357	7.30105664046644	7.50918042988529	7.64071620363027	7.22255036621232	7.05834396586688	6.75195418786658	7.13772146340169
ENSG00000006576	9.25730896148825	9.41413189824833	9.48811874788238	9.00969891601993	9.78006952236431	9.56531268764958	9.06041686219953	9.52406805940046	8.45153928414778	9.75739122560707	9.29381919039152	9.35230958223331	9.32055013734361
ENSG00000006607	7.82952454775048	7.38361525297083	8.12500884439731	8.27077145800094	8.22641950128093	8.31410358007745	8.09490693853702	7.91386173893534	8.34655270975452	8.26216261509578	8.1204589588983	8.1155076270256	8.1127957536723
ENSG00000006611	5.58943352179768	6.92506849651724	5.58943352179768	8.17428467909439	6.28629332099315	5.99038414121515	5.8293989084242	5.89661791060453	6.07345688385704	5.58943352179768	6.04565738086691	6.04716991786263	5.85362054353245
