SLL54_LV	SLL55_LV	SLL56_LV	SLL60_LV	SLL61_LV	SLL63_LV	SLL64_LV	SLL65_LV	SLL66_LV	SLL67_LV	SLL68_LV	SLL69_LV	SLL70_LV	SLL71_LV	SLL72_LV
ENSG00000001561	9.40987591887745	9.23778399012907	9.39456824609865	9.58733361098088	9.34708888759216	9.46867522508947	9.21285348645508	9.18419748663807	9.3417675552701	8.60830295091322	9.52220681499279	9.33362947526222	9.55578642992648	9.60065662208367	9.47915516441856
ENSG00000001617	7.90186466106117	8.28360012094641	8.25834856608546	8.37350308403618	8.2517459422233	8.09004399330428	8.32910471243268	8.23317955095272	8.11971950042009	8.5048825496244	7.81262626373099	6.67099742030566	8.28381025232585	7.9878449215294	8.37076328793072
ENSG00000001626	7.05899725597294	7.17421857023026	7.35970570126921	7.22105387183699	7.0413939123683	7.13459901582864	6.67099742030566	7.12546537009999	6.67099742030566	6.9576267337225	6.85768446955688	6.67099742030566	7.04591113846199	7.07068904020688	7.05404931542911
ENSG00000001629	8.94331780175665	8.90337623917475	8.78971079266732	9.05691673460023	8.87997223936797	9.10260013157017	9.23684550707834	8.88533239924051	8.97022145210843	8.63992188915375	9.30555920885953	9.33362947526222	8.98023535116519	9.01889618566245	8.95375703554096
ENSG00000001631	8.92617990249748	8.75717658312015	8.83455094919474	9.04715301215959	8.9482665571125	9.12583406031318	9.16690274495186	8.74786675622134	8.94968636874712	8.89406809189138	9.15935657920277	8.66903442330822	8.92554345555436	8.92183301851839	9.00808565302275
ENSG00000002016	7.69284935983234	7.65366927070716	7.51604701535946	7.62427801844175	7.54947193964361	7.89317715495943	7.69440997233946	7.54909488053612	7.51025036723961	8.16529758871667	7.66854638304398	6.67099742030566	7.88207349069234	7.90135403956132	7.64560679494227
ENSG00000002330	7.41020309649413	7.93827645779648	7.91418339033161	7.60095210677161	7.650795796821	7.4591558061663	7.47952743887566	7.8310922359217	7.76857163322901	7.38985225761344	7.4679681308906	6.67099742030566	7.69912843202711	7.13203468399366	7.5842484720513
ENSG00000002549	10.0677605275287	10.0690105596582	10.2408062617773	9.98189366565403	10.0355437786822	9.84155348230605	10.190079621288	10.1655564216494	10.0616061341204	10.0935269356029	10.0596062104978	9.33362947526222	10.1948669901857	10.3660814473538	10.3001221109426
ENSG00000002586	10.7127483150011	10.8856350029988	11.1028433916268	10.2298282690924	10.2122224707867	10.4167630999569	10.5281358735044	10.6652223858423	10.6976044467201	10.8093102914762	10.62266538019	8.66903442330822	10.7536214526818	10.8846583770944	10.7188692163697
ENSG00000002587	7.20090683528968	7.38578434735963	7.03790821623828	6.97738915516253	7.05529539667409	7.13459901582864	7.24080811490396	6.8085398401656	6.84646535286621	7.00991995312236	7.32155250725296	6.67099742030566	7.11410685475015	7.20261275271212	7.11860959428307
ENSG00000002822	8.05099093558978	8.06086343547467	8.25332206320249	7.89922882116615	8.12909422675011	7.94600915456575	7.85168746418488	8.35685678423338	8.04002395182174	8.2715357935748	7.95770115438628	6.67099742030566	8.14276533992688	7.97592647908224	8.08813762287975
ENSG00000002834	9.09598399086739	9.63794196535742	9.5625394360306	9.23013456496978	9.20290849041083	9.24451418849711	9.46958905144015	9.18893211131656	8.92414784816069	9.45089734555054	8.90702398205089	8.66903442330822	9.44616691068925	9.58736434257214	9.38750455081613
ENSG00000002919	8.41628193323514	8.40452731282422	8.18588754106076	8.20714778277004	8.33969034373201	8.38952085622157	8.38861678521173	8.29665438253411	8.3989190162129	8.22846483883834	8.3473862565891	9.33362947526222	8.32953500224073	8.20687771538475	8.27149663574368
ENSG00000002933	9.19832159308127	8.39320064753451	8.86873258257305	7.72199012486299	7.88391161220797	8.09004399330428	8.34505718587788	8.18184521338329	8.38104294631876	7.75710411983866	7.9812659377942	8.66903442330822	8.22116558783625	8.15226299499643	7.76629660884882
ENSG00000003056	9.62631772048222	9.21749221287431	9.31989187844847	9.46546008113172	9.67623629568746	9.64946534132797	9.95901834457166	9.58266109445616	9.59990184563448	9.79278065039776	9.48057132162636	6.67099742030566	9.43146419469971	9.4598144894235	9.38246370414581
ENSG00000003096	8.10295574686671	8.16535117763802	8.27329827525507	8.14136691211606	8.20945098842986	8.41748833753383	8.51884920077329	8.2629088602036	8.47457398590796	8.0834590114569	8.81419534984911	8.66903442330822	8.14681825741702	8.67050578632502	8.07397557509015
ENSG00000003137	8.26776831255234	7.40532116244284	8.07351574187702	7.55219283192248	7.15193592426392	7.31375445484247	7.37118991652417	7.05900304676657	7.51025036723961	7.76399531534639	7.1139694827229	6.67099742030566	7.66033029912324	7.07068904020688	7.54340503296762
ENSG00000003147	9.07942895564411	8.98158375339675	9.22924731008484	9.28876372367476	9.10647686775266	9.29862712355178	9.1618858395801	9.13837382271498	9.12403256372793	9.41647620587344	9.26084370369572	6.67099742030566	9.23134195502046	9.09511352710023	9.37402106372203
ENSG00000003249	8.19227868626933	7.44279067529101	7.58826691656402	7.44432344069579	7.56633618321922	7.52185570804058	7.83658488882371	7.67126968888079	8.0003672982725	7.6468350915338	7.5775564629887	6.67099742030566	7.65369144451747	7.54418861912436	7.43541846637035
ENSG00000003393	9.56835281492572	9.37946806342272	9.59705890520422	9.74536418610853	9.93083375223523	9.90555275538305	10.0145274160735	9.4583163270759	9.63792276092633	9.82174637399149	9.83250319465587	9.77846392262939	9.49783926395633	9.66212078404216	9.58343518463192
ENSG00000003400	7.74262246317352	8.19271043187382	8.43497674331289	8.13457085597456	7.97337646698471	8.12618705483819	7.99563860412506	8.03611898174431	7.6744251439704	8.22846483883834	7.65769614149089	6.67099742030566	8.13869758018911	8.27736440811199	8.04018937647615
ENSG00000003402	10.9431094888672	11.1432485400948	11.151784559752	11.4408814272469	11.3118589012753	11.5175812070431	11.0562392762333	11.3563281983505	11.4083875078888	12.0821862831157	11.3995087648383	9.77846392262939	11.5398557934081	11.7472018956515	11.4211995365358
ENSG00000003436	8.88678633171154	9.39856580211142	8.58525212675362	8.91325620296777	8.53370827164449	8.28439649592889	8.32910471243268	8.69745677536452	8.3989190162129	7.95620919556375	8.43628401657394	8.66903442330822	8.80413661352312	9.36709391808674	9.10744776682066
ENSG00000003509	8.74123190622072	8.98301592370259	8.66671151715427	9.18959834099624	9.12326579139943	9.08992159258911	9.19171248057703	8.9962000335648	9.21005180425498	8.93945037546635	9.36043729012222	9.33362947526222	9.02680948456569	9.0138266915353	9.19805681999824
ENSG00000003756	9.37834944362643	9.22468859843655	9.01930540952558	9.22154935584122	9.12881598573389	9.29237095625391	9.06464421973509	9.10358639929473	9.19289540633984	9.94279830176184	9.18581170323346	6.67099742030566	9.51881339149361	9.59568686462327	9.2920166748608
ENSG00000003987	7.17399288270596	7.24556965611328	7.27274518930571	7.24155615308192	7.0942072195549	7.13459901582864	7.11350863700261	7.05900304676657	7.02128854149252	7.1140294753302	7.35520210370924	6.67099742030566	7.1588737210023	7.30683540474603	7.09218776645973
ENSG00000003989	9.91314353108796	9.40906240604128	8.88094449651008	9.09212128787364	8.74469240678892	9.34465956769289	9.27437549202627	9.10106689915592	9.23445731727324	9.24600398125859	9.18581170323346	10.6162767099159	8.96364602526232	9.53462344461704	9.28209172165017
ENSG00000004059	9.19714766961738	9.35901771829196	9.39040849360692	9.01742711380024	9.36699928497975	9.05489315982871	9.2257018261229	9.26699697558968	9.16772476008322	9.41821779283791	9.16528028857681	8.66903442330822	9.3601816423183	9.0314863862315	9.31607712669942
ENSG00000004139	7.25084207070772	7.28578183138831	7.28814632250061	7.24155615308192	7.40585660158117	7.32386850439064	7.41489549597745	7.31110938442691	7.3223956901159	7.76399531534639	7.30401002655628	6.67099742030566	7.35774872353879	7.41868020369121	7.50030093238163
ENSG00000004142	11.1795955420657	11.1542893826089	11.0915980145146	11.0286709404367	11.2398024151081	11.1765779508271	11.2734184072904	11.4430523749921	11.1989188123909	11.479925384039	11.2584862731913	10.8132211539314	11.2651122661418	11.1096892666555	11.0807807751783
ENSG00000004399	9.55392974339103	10.2217326769642	10.2097783610432	9.93971332095988	10.0246885436546	9.66152386273866	9.84611052438941	9.78247369625715	9.44927366582829	10.2404618076127	9.02198245762727	8.66903442330822	10.0971698753935	9.91351883639534	9.71134331229519
ENSG00000004455	9.82637555702763	9.68673692732498	9.69577018995472	9.71153295911981	9.63372318055793	9.61389502488664	9.6311325439407	9.69188930976241	9.65997449959457	9.74267683511722	9.70355944601996	9.77846392262939	9.69580616225654	9.74207713739294	9.69665185117585
ENSG00000004468	8.26043878041392	7.83369134808788	7.87195316282823	8.09994825745712	7.67064491882688	7.96455950468608	7.62029463270381	7.65359817056815	7.51025036723961	7.67002425558907	7.7846164052127	8.66903442330822	8.18264740377516	7.96991551862647	8.19105111241113
ENSG00000004478	9.63830956005847	9.01553779453813	9.5100540895308	9.31045339029892	9.45919240603914	9.61265214256389	9.36537412511361	9.51350954683338	9.39242976806909	9.62929709250822	9.43764541183919	6.67099742030566	9.32390533269485	9.32939177176795	9.16885065238494
ENSG00000004487	9.50317671464888	9.62009371217908	9.48109863431732	9.36063160881137	9.52814152468483	9.42382188925376	9.31839092999496	9.47759787544447	9.49620315737473	9.23012603106141	9.57035530402303	9.33362947526222	9.52297044125578	9.50836681837471	9.63489016272478
ENSG00000004534	9.57907285435945	9.48929526612801	9.52902730255146	9.6685806209221	9.50728925163393	9.4323435234784	9.39111322183098	9.47568176073925	9.50080983613284	10.714449777823	9.55597383092044	9.77846392262939	9.82976407945079	10.1313511877726	9.732441357887
ENSG00000004660	7.69710501980961	7.56569035901394	7.59806946996172	7.47279905119002	7.41955200952319	7.75565325688789	7.72352161956475	7.87417546652548	7.71599047289157	8.2502015937607	7.7798658081572	6.67099742030566	7.5162008349097	7.51474374969478	7.8011338281312
ENSG00000004700	8.43546246541611	8.51645172878832	8.68097561084137	8.71046157587149	8.9934464363238	9.03608301050308	9.14502725450024	8.93765821573099	8.80137552633497	8.43693157844951	8.69538658791734	9.33362947526222	8.84586831605541	8.70954178326257	8.93865227091275
ENSG00000004766	8.76258568784123	8.62095864005291	8.55034365061102	8.78429498081041	8.74283932794549	8.83170147261724	8.83742405394512	8.75115819089789	8.84691048168737	8.50835671012806	9.02198245762727	6.67099742030566	8.89512956320332	8.76595452614822	8.7437448244883
ENSG00000004776	9.32699553472788	9.27402660514613	9.58805746706527	9.08895871311425	9.06936639875228	8.85579826917675	10.3991810499718	10.068424822955	10.3600000584586	10.2881243057053	9.86676239302967	9.77846392262939	9.21239817797221	8.82000790298672	9.16688102600775
ENSG00000004777	7.31109992817807	7.44884451959346	7.52678280012567	7.41465175074262	7.53223684886681	7.46729184100945	7.41489549597745	7.39156604629168	7.41781249779188	8.16064727880531	7.47487539591905	6.67099742030566	7.554730826963	7.55376024955386	7.3954776787363
ENSG00000004779	11.2073398248538	11.5446555447749	11.4153750790309	11.6517859086332	11.6549310991793	11.3252068454428	11.0492235654296	11.6583945958685	11.6769046702566	11.0557339446055	11.5628863258898	10.1156326574288	11.4465914255636	11.6710132621833	11.6356049409237
ENSG00000004799	14.3600751191757	12.638859517357	13.774925086948	12.7674094802619	12.7664041544341	12.6956226416221	12.9156296587056	11.34504625335	12.2574175930717	12.7662196748337	15.0307506965098	14.1932382556587	14.4249165895825	13.5007109721935	13.2497113973352
ENSG00000004864	8.03309656852445	8.11434907821688	8.36835863851223	8.04955241347006	8.04909013378624	8.03990358210645	8.20374745843176	8.11698095588768	8.11971950042009	7.88013647230408	7.81262626373099	6.67099742030566	7.96684010138131	8.14204057782227	8.09980005961344
ENSG00000004866	8.59949599194508	8.84111909432093	8.8059030863824	8.57704698173437	8.70711373191673	8.64661545761017	8.47126996837493	8.6414004796404	8.44419197652666	8.52558233945608	8.66550479041312	6.67099742030566	8.54671266803261	8.79925369149824	8.67977587439756
ENSG00000004897	9.72109823149474	9.68673692732498	9.66363515073148	9.67065615085392	9.96912672954685	9.82669048197907	9.58510085295914	9.52280745869814	9.72411713376898	8.98332789689446	9.77189535869096	8.66903442330822	9.66989943491223	9.61382333620411	9.93048081245357
ENSG00000004961	9.39063895514779	9.32053041773021	9.523362516664	9.61781984444766	9.55580451449343	9.44643046064594	9.85324781806838	9.71952353243266	9.73193225714061	9.39008500877298	9.70355944601996	8.66903442330822	9.48794170897835	9.71338884157982	9.38414603731253
ENSG00000004975	8.62151915565165	8.52465245158244	8.57372402671669	8.40088745261848	8.57459692281822	8.55942278163116	8.40379700702098	8.69058313147418	8.31817619280516	8.75623348818473	8.31334111265734	8.66903442330822	8.5836515180041	8.18732281499359	8.41568574710908
ENSG00000005007	9.57014523140889	9.66168083893626	9.86415668820868	9.75516115875813	10.055586867215	9.77561210227137	9.82758955648166	9.93544247698755	9.7358235403677	10.1452504819853	9.63276919445695	10.3878185800093	9.72124211221898	9.16724439948301	9.68451581442018
ENSG00000005020	8.29425406687704	7.80275249451123	8.25332206320249	7.81937157193295	7.62012520386869	7.81626708895377	7.56696658339853	7.80880724492298	7.46550988829197	7.63101723652797	7.29504183375833	6.67099742030566	7.80636972358785	8.01705956364585	7.95866040328359
ENSG00000005022	9.94229335179115	10.0657427151361	9.9208427689835	10.0595142846859	10.3323926714147	10.0105405907556	10.4654442567524	10.171411964561	10.4370518133915	10.5131343156936	10.3483011184343	6.67099742030566	9.7067638999979	10.1660868270022	9.83342072164653
ENSG00000005059	7.78981230414748	7.11286327527974	7.13024355907252	7.429645799716	7.42629854313445	7.23758896100591	7.5098026693086	7.31110938442691	7.39777552149242	7.25537604319686	7.26727788043628	6.67099742030566	7.49211365784887	7.66057219261058	7.3798692054003
ENSG00000005075	9.43379797856123	9.63794196535742	9.53279103016264	9.38122310413987	9.39348628246843	9.02275679475143	9.40660912733329	9.56838588448454	9.46352031588283	9.4744921687893	9.43400736881066	6.67099742030566	9.33346150991905	9.18301305299084	9.47286273638576
ENSG00000005100	8.2077811434798	8.09090164103008	8.16973953167345	8.18129543414313	8.21803607448754	8.41441272333322	8.27990597550458	8.22814900298141	8.15967569454635	8.3412825998811	7.97347052509942	6.67099742030566	8.16288406999912	8.14716352711874	8.16510802703579
ENSG00000005102	8.04505939914827	8.51439301721487	8.91691431403529	8.55814140238358	8.58303691413486	8.7088886605142	8.79616330244672	8.64854421358485	8.85434761224526	8.22846483883834	7.90050699700314	6.67099742030566	8.33641431707718	8.25434531988328	8.60337067511068
ENSG00000005108	7.416306621191	7.53945302470889	7.52678280012567	7.48662793682079	7.39187848899151	7.43417606727257	7.4316173842013	7.23472105719288	7.34485839314457	7.16584155440163	7.52150016330553	6.67099742030566	7.76024689980168	7.49446145844524	7.49585256820152
ENSG00000005156	8.55425473865176	8.22206026135004	8.27329827525507	8.39000868173352	8.78120608222686	8.55118686832296	8.39774792306946	8.24317490669012	8.42697933037929	8.71862492755761	8.38590837169382	6.67099742030566	8.55533464318594	8.40673507205737	8.31835478768679
ENSG00000005175	8.81369485642677	8.56881234942533	8.53450915197666	8.71887756583341	8.77035986316758	8.71131751145903	8.70711573594493	8.7279395459018	8.78322808386773	8.51872087758347	8.92305832511499	6.67099742030566	8.71893497822072	8.83463248142974	8.97439128542243
ENSG00000005187	7.99637574314998	7.99165216077187	7.89329234609829	8.18781416509574	7.79839690830777	7.8631365928576	8.41878808490632	7.86002497800624	7.87707865816488	8.19280211473266	8.18887653820316	6.67099742030566	7.89756059719022	8.13689388521713	8.40505658540602
ENSG00000005189	7.5020382546024	7.67655693970356	7.96131192239463	7.61269726453027	7.57187883763281	7.72083252063234	7.53891079746464	7.83840689873265	7.8303635144542	7.70000816517729	7.90887859040964	8.66903442330822	7.86633998793016	7.90778244106735	7.77272824836103
ENSG00000005194	9.459254445407	9.30030835209378	9.28660051079352	9.22154935584122	9.31244330710902	9.28135335764608	9.45072323812274	9.50226918519489	9.41054857326806	9.33203377848188	9.48291750368365	9.33362947526222	9.26512460502424	9.38072763369598	9.38834290115631
ENSG00000005206	7.77434810937283	8.16811727086077	8.1198458460641	8.11392836400761	8.09461424375649	7.90299172136694	7.88120859010442	7.96798324038192	8.18127014745517	8.806562754034	7.81262626373099	8.66903442330822	8.19821207861739	7.8346603946626	8.10211766843998
ENSG00000005238	8.71614467073587	8.4617726327458	8.76669649725498	8.55336989394665	8.54459938147132	8.73773581429109	9.28665975596489	8.873416592207	8.92180151925499	9.2261274598387	8.6847947090646	9.33362947526222	8.65970302623642	8.58863744933303	8.55551380804742
ENSG00000005243	9.10481459303844	8.85853648068781	8.91098712245029	8.61402293124859	8.48915876020374	8.56215603327645	8.63664524561712	8.88533239924051	8.80907605596287	8.74765156263075	8.80453932201864	6.67099742030566	8.78992338442535	8.69342150697143	8.8764442849351
ENSG00000005249	9.65694825189824	9.82213038967943	9.58081420159496	9.70345253805566	9.13434345790357	9.4810325482519	9.63470274416582	9.4679906751617	9.71099428528645	8.85237134130949	9.39459301832836	6.67099742030566	9.60751466200639	9.76284654121853	9.03444130635496
ENSG00000005302	8.55617286931437	8.44879983215995	8.1533556257588	8.28734392151833	8.20657483617132	8.24240810437741	8.38249049127218	8.13355539924584	8.18127014745517	8.52215636655817	8.24212615233771	8.66903442330822	8.3191401895531	8.45872343823925	8.40505658540602
ENSG00000005339	9.56206111281013	9.32831468988697	9.46343036913003	9.33180506949107	9.54460078960732	9.42666828118443	9.39394364866727	9.21468156371003	9.16381053578955	9.75776028047764	9.18143820864059	9.77846392262939	9.42702269268848	9.20302142679948	9.31253917124877
ENSG00000005379	8.39679165274103	8.86167853255019	8.80911747689339	8.62761344592879	9.22630399855063	8.94393996511899	8.41878808490632	8.92908002746311	8.73536014675436	9.38296116264963	8.57602771896662	6.67099742030566	8.68320913822654	8.47814178852785	8.7037902270246
ENSG00000005436	8.48111188185108	8.27356840003016	8.27823897036261	8.39000868173352	8.31635331096351	8.3446739713772	8.12210325946011	8.37032525197219	8.20245826573572	8.09835086274884	8.45688297922477	6.67099742030566	8.29807053053202	8.34381613449203	8.34297600131235
ENSG00000005448	7.3458750496717	7.50674912232879	7.33207479622613	7.38363364828131	7.29277091184133	7.27148407419918	7.3528591618502	7.29662109889521	7.39777552149242	7.58167532541217	7.24798306210373	6.67099742030566	7.33760639679367	7.21878297092147	7.3798692054003
ENSG00000005469	8.22812765648118	8.15701163861672	8.29779463310308	8.37903029620721	8.21518156440154	8.22445101960997	8.21088408316251	8.04804851354839	8.21912819292177	8.03228286866415	8.25732761869226	8.66903442330822	8.22494659973186	8.36938302981707	8.31643936764279
ENSG00000005471	8.40332354109632	8.17637485697026	8.24827355516598	8.16814357723718	8.42393788578291	8.35442726933787	7.90040978627697	8.03611898174431	8.11518950299417	8.41840119051394	8.32479905291085	6.67099742030566	8.26937310134303	7.81372567023613	8.11133935257008
ENSG00000005483	9.41188533778242	9.24840558015317	8.96909642351494	9.53575313192551	9.25183606903025	9.34767417846485	9.40800924763228	9.07817658677854	9.23445731727324	9.35955070371331	9.24560729327148	9.33362947526222	9.28005823233799	9.27187033423406	9.24072179165006
ENSG00000005486	8.83235433878285	9.10338987959716	8.77000940715425	8.86168369939846	8.97648958380244	9.06420014189734	8.98488294765798	9.16989364002299	8.88126157231168	9.02347953625182	8.84650086098007	6.67099742030566	8.7113629224737	8.69342150697143	8.74510066736127
ENSG00000005513	7.05899725597294	7.04111973008918	6.94867519129085	7.01339377730497	7.12974541186073	6.93092340013299	7.26285929242684	7.05900304676657	7.09949256041391	7.2125480982657	6.67099742030566	6.67099742030566	7.1588737210023	7.21878297092147	7.25170064525859
ENSG00000005700	10.1226320793432	10.1290842545674	10.1732979249775	10.1815663117182	10.278747979994	10.237723263247	10.220218231864	9.82491772147372	10.1308243443728	9.46274504713859	10.5758535811255	9.33362947526222	10.1775966042855	10.108481313962	10.1918538068118
ENSG00000005801	8.11696089707602	8.10561504860259	7.94806747283105	8.31676922061748	8.00154335085888	8.24596604431275	7.95590540965364	8.02405427940643	8.18553968963743	8.12272864880284	8.24518254457353	6.67099742030566	8.09717371141949	8.15226299499643	8.1672929796104
ENSG00000005810	9.70979849834665	9.25075473994885	9.34164526126604	9.54259050816706	9.62506303902449	9.51345659684959	9.47359848129822	9.08585005737143	9.22137029073743	9.21406078460506	9.23160671438506	8.66903442330822	9.49219217518336	9.54842663050318	9.53227355069129
ENSG00000005812	9.49185229128559	9.59380122884525	9.49468647632191	9.62212111524404	9.51253176520596	9.52409834790496	9.40380461495338	9.38453976852222	9.44129497507016	8.8093023998381	9.53242336619214	9.77846392262939	9.31910216207259	9.4450954070077	9.47443852602748
ENSG00000005844	7.98068796092289	7.40532116244284	7.44817039322427	7.44432344069579	7.47179379358154	7.57979107658838	7.22943862351869	7.31110938442691	7.23630551796325	7.65463476357593	7.12670763484875	6.67099742030566	7.30610957105284	7.50467100362059	7.18962284713464
ENSG00000005882	10.494609538286	10.2633267357761	10.3947307510531	10.3793955881705	10.5754503489901	10.7409901546259	10.2619768432161	10.6726436155105	10.448846305778	10.9225472897631	10.5785547976068	9.33362947526222	10.798184795207	9.78186103288918	10.3743710428124
ENSG00000005884	8.73625346400059	8.53685255943296	8.85019881244581	8.37350308403618	8.63453940264925	8.58648981293736	8.70947767598356	8.55619773324502	8.65716144625858	9.18134931872216	8.06340279613108	6.67099742030566	8.7512411964982	8.55288727616586	8.67549074323194
ENSG00000005889	9.01646972274754	9.04728618908215	8.89905220681401	9.22154935584122	9.30394778081894	8.90270237864231	8.91824771573901	8.99892445746396	8.82686875884997	8.59866048137748	8.96145370573992	9.33362947526222	8.733946408155	8.69342150697143	8.89227380470473
ENSG00000005893	10.528664440183	10.0466391108664	10.2442123866023	10.2381775816782	10.2052036218724	10.0077271445122	10.2596888007976	9.90191348002782	10.0961360080899	9.32832283487266	10.0361010487286	10.3878185800093	10.1732460027176	10.1671933049162	10.1398650302581
ENSG00000005981	8.60503801525045	8.22731626022252	7.89329234609829	7.65809208578247	7.7724868858779	7.94600915456575	7.6884709752205	7.88812549479012	8.04971098027199	7.51999644611687	7.8080152426879	6.67099742030566	8.05400739917186	7.87521717972246	7.95600679945072
ENSG00000006007	10.3413613982998	10.4775350983875	10.4585797129029	10.4963487186673	10.45130593082	10.5783346297361	10.6848915543572	10.5090123661851	10.6384955829018	10.3929194041785	10.6750747177535	8.66903442330822	10.4695531853247	10.491229578627	10.4035909344492
ENSG00000006015	7.96475962836877	8.3034080950146	8.32178810405439	8.14812161920192	8.35499626564119	7.85803938079971	8.07086580319951	8.50533630736886	8.34446743877834	8.16529758871667	8.18244441340765	8.66903442330822	8.17872244973456	7.61773295044744	8.26950270831185
ENSG00000006016	7.03407391338064	6.89257704821927	7.13024355907252	7.12951696572251	7.63047345186394	6.99951530098764	7.7003091765199	6.94577096001839	7.83632735892183	7.51077053014673	6.77883135122437	8.66903442330822	7.08146558769807	7.29307409298186	7.47320107262791
ENSG00000006025	7.73043556202728	7.87831607758016	7.59806946996172	7.38363364828131	7.59903339631984	7.64034474452529	7.58063072463251	7.54909488053612	7.34485839314457	8.3130639498457	7.4679681308906	6.67099742030566	7.77781121581971	7.65217577275364	7.46858555498681
ENSG00000006042	8.76583975903132	8.77909466479677	8.30745100991526	8.34547572641056	8.31896926151134	8.36410112650383	8.05869040922297	8.48925583185388	8.02038150340876	7.90416242511346	8.13298971134362	8.66903442330822	8.04959420999043	8.11079475535818	8.62886038355775
ENSG00000006047	7.25873219990974	6.99926762127528	7.01082088618523	7.17744164994639	7.56633618321922	7.31375445484247	7.22943862351869	7.35261274452264	7.09949256041391	7.57315344443796	7.15113873335306	6.67099742030566	7.33760639679367	7.50467100362059	7.16712440937298
ENSG00000006062	8.51128835015635	8.12301424395389	8.5063023015544	8.37903029620721	8.57671226407364	8.43275008525548	8.53791939676536	8.27265087063379	8.35923281357996	9.0117951925543	8.45176584919517	8.66903442330822	8.5581954167003	7.94551484398857	8.51390804552953
ENSG00000006071	7.62174806883221	8.00136133438451	6.9813313715539	7.39932163607991	7.78983966001548	7.7148962048441	7.50234821685331	7.32525663684709	7.70919724869444	7.87403786539355	7.62995118937399	6.67099742030566	7.17287897418882	7.16862564941905	7.00006018990457
ENSG00000006118	7.40404434385842	7.76668990967829	7.81265853714892	7.71165671538461	8.03235269617137	7.60725393966704	7.85666989307285	7.6885876820584	7.45622384364765	7.96742318602104	7.31284510442176	6.67099742030566	7.87685685577897	7.50467100362059	7.75329728298858
